Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.00039,12.578419,[2 2] ; [ 1 38],[0.27906977 3.72093023] ; [ 2.72093023 36.27906977],1
v1,1,0.017379,5.657689,[3 1] ; [ 8 31],[1.02325581 2.97674419] ; [ 9.97674419 29.02325581],0
s3,1,0.06002,3.536842,[2 2] ; [ 5 33],[0.66666667 3.33333333] ; [ 6.33333333 31.66666667],0
p4,1,0.077119,3.124588,[3 1] ; [12 27],[1.39534884 2.60465116] ; [13.60465116 25.39534884],0
p7,1,0.127679,2.320498,[3 1] ; [14 25],[1.58139535 2.41860465] ; [15.41860465 23.58139535],0
b4,1,0.192553,1.697973,[1 3] ; [23 16],[2.23255814 1.76744186] ; [21.76744186 17.23255814],0
p10,1,0.208652,1.580754,[3 1] ; [16 22],[1.80952381 2.19047619] ; [17.19047619 20.80952381],0
n4,1,0.230346,1.438726,[3 1] ; [17 22],[1.86046512 2.13953488] ; [18.13953488 20.86046512],0
p3,1,0.254854,1.296496,[2 2] ; [ 9 29],[1.04761905 2.95238095] ; [ 9.95238095 28.04761905],0
s1,1,0.2564,1.288092,[1 3] ; [ 3 36],[0.37209302 3.62790698] ; [ 3.62790698 35.37209302],0
b5,1,0.271695,1.208167,[3 1] ; [18 21],[1.95348837 2.04651163] ; [19.04651163 19.95348837],0
d5,1,0.316603,1.002928,[1 3] ; [20 19],[1.95348837 2.04651163] ; [19.04651163 19.95348837],0
p11,1,0.365083,0.820332,[1 3] ; [19 20],[1.86046512 2.13953488] ; [18.13953488 20.86046512],0
a7,1,0.365083,0.820332,[1 3] ; [19 20],[1.86046512 2.13953488] ; [18.13953488 20.86046512],0
s4,1,0.381009,0.767443,[1 3] ; [ 4 35],[0.46511628 3.53488372] ; [ 4.53488372 34.46511628],0
p2,1,0.41717,0.658274,[3 1] ; [21 18],[2.23255814 1.76744186] ; [21.76744186 17.23255814],0
p9,1,0.422608,0.643051,[3 1] ; [20 17],[2.24390244 1.75609756] ; [20.75609756 16.24390244],0
a4,1,0.434401,0.611027,[2 2] ; [12 27],[1.30232558 2.69767442] ; [12.69767442 26.30232558],0
d4,1,0.472921,0.515142,[3 1] ; [22 17],[2.3255814 1.6744186] ; [22.6744186 16.3255814],0
d3,1,0.505366,0.443651,[2 2] ; [13 26],[1.39534884 2.60465116] ; [13.60465116 25.39534884],0
p6,1,0.536939,0.381242,[1 3] ; [ 5 32],[0.58536585 3.41463415] ; [ 5.41463415 31.58536585],0
a6,1,0.578405,0.30882,[2 2] ; [14 25],[1.48837209 2.51162791] ; [14.51162791 24.48837209],0
s7,1,0.593292,0.285233,[1 3] ; [ 5 29],[0.63157895 3.36842105] ; [ 5.36842105 28.63157895],0
b1,1,0.595796,0.281384,[3 1] ; [24 15],[2.51162791 1.48837209] ; [24.48837209 14.51162791],0
n5,1,0.653068,0.202054,[2 2] ; [24 15],[2.41860465 1.58139535] ; [23.58139535 15.41860465],0
n6,1,0.667258,0.184827,[2 1] ; [21 18],[1.64285714 1.35714286] ; [21.35714286 17.64285714],0
r3,1,0.683296,0.16644,[2 2] ; [23 15],[2.38095238 1.61904762] ; [22.61904762 15.38095238],0
r1,1,0.734814,0.114737,[1 3] ; [13 26],[1.30232558 2.69767442] ; [12.69767442 26.30232558],0
b2,1,0.801614,0.063131,[1 2] ; [ 9 13],[1.2 1.8] ; [ 8.8 13.2],0
b3,1,0.801614,0.063131,[1 2] ; [ 9 13],[1.2 1.8] ; [ 8.8 13.2],0
a5,1,0.80579,0.060448,[2 2] ; [17 22],[1.76744186 2.23255814] ; [17.23255814 21.76744186],0
d1,1,0.833596,0.044139,[1 3] ; [ 8 31],[0.8372093 3.1627907] ; [ 8.1627907 30.8372093],0
p8,1,0.867978,0.027632,[1 3] ; [11 27],[1.14285714 2.85714286] ; [10.85714286 27.14285714],0
v4,1,0.883232,0.021572,[2 2] ; [21 18],[2.13953488 1.86046512] ; [20.86046512 18.13953488],0
v2,1,0.930734,0.007555,[1 3] ; [10 27],[1.07317073 2.92682927] ; [ 9.92682927 27.07317073],0
a3,1,1.0,0.0,[2 2] ; [19 19],[2. 2.] ; [19. 19.],0
