Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,186.403741,[493  51] ; [ 76 103],[428.12724758 115.87275242] ; [140.87275242  38.12724758],1
n6,1,0.0,91.521495,[496  46] ; [109  69],[455.43055556  86.56944444] ; [149.56944444  28.43055556],1
p10,1,0.0,33.425726,[458  79] ; [115  61],[431.55820477 105.44179523] ; [141.44179523  34.55820477],1
p4,1,1e-06,23.519624,[350 189] ; [79 99],[322.49790795 216.50209205] ; [106.50209205  71.49790795],1
p9,1,4e-06,21.490142,[464  71] ; [126  50],[443.95218003  91.04781997] ; [146.04781997  29.95218003],1
s7,1,1.3e-05,19.033563,[286 230] ; [ 61 108],[261.38978102 254.61021898] ; [85.61021898 83.38978102],1
s8,1,2.7e-05,17.59868,[269 268] ; [ 57 121],[244.84195804 292.15804196] ; [81.15804196 96.84195804],1
v1,1,3.3e-05,17.212804,[321 212] ; [ 73 100],[297.45325779 235.54674221] ; [96.54674221 76.45325779],1
s6,1,4e-05,16.87528,[390 142] ; [100  76],[368.1920904 163.8079096] ; [121.8079096  54.1920904],1
p11,1,6.4e-05,15.983705,[445  99] ; [121  58],[425.86998617 118.13001383] ; [140.13001383  38.86998617],1
p7,1,9.8e-05,15.17485,[357 168] ; [91 85],[335.52068474 189.47931526] ; [112.47931526  63.52068474],1
p5,1,0.000291,13.125885,[ 75 462] ; [  7 170],[ 61.67226891 475.32773109] ; [ 20.32773109 156.67226891],1
p8,1,0.000308,13.020556,[303 227] ; [ 74 104],[282.21751412 247.78248588] ; [94.78248588 83.21751412],1
s2,1,0.000491,12.14868,[300 235] ; [ 73 105],[279.88078541 255.11921459] ; [93.11921459 84.88078541],1
v3,1,0.000578,11.84529,[237 287] ; [ 50 116],[217.95362319 306.04637681] ; [69.04637681 96.95362319],1
p6,1,0.000617,11.723565,[214 320] ; [ 45 130],[195.0719323 338.9280677] ; [ 63.9280677 111.0719323],1
p3,1,0.00081,11.218742,[290 249] ; [ 70 108],[270.62761506 268.37238494] ; [89.37238494 88.62761506],1
p2,1,0.000983,10.858819,[461  79] ; [132  45],[446.61087866  93.38912134] ; [146.38912134  30.61087866],1
d2,1,0.002051,9.502919,[292 248] ; [ 73 106],[274.13073713 265.86926287] ; [90.86926287 88.13073713],0
a2,1,0.00281,8.926921,[159 385] ; [ 32 147],[143.71230982 400.28769018] ; [ 47.28769018 131.71230982],0
v4,1,0.002865,8.8917,[532  10] ; [167  11],[526.19166667  15.80833333] ; [172.80833333   5.19166667],0
a8,1,0.003488,8.532878,[ 80 404] ; [ 12 152],[ 68.71604938 415.28395062] ; [ 23.28395062 140.71604938],0
a3,1,0.003615,8.467515,[410 130] ; [116  63],[395.04867872 144.95132128] ; [130.95132128  48.04867872],0
u1,1,0.004135,8.223489,[124 420] ; [ 23 156],[110.60580913 433.39419087] ; [ 36.39419087 142.60580913],0
s5,1,0.007611,7.122728,[200 325] ; [ 45 123],[185.60606061 339.39393939] ; [ 59.39393939 108.60606061],0
p12,1,0.017353,5.660342,[ 52 486] ; [  7 169],[ 44.45658263 493.54341737] ; [ 14.54341737 161.45658263],0
a5,1,0.023843,5.105985,[427 116] ; [126  53],[415.89889197 127.10110803] ; [137.10110803  41.89889197],0
n2,1,0.027509,4.858604,[84 22] ; [32 19],[78.31847134 27.68152866] ; [37.68152866 13.31847134],0
s3,1,0.027709,4.846079,[322 210] ; [91 87],[309.45915493 222.54084507] ; [103.54084507  74.45915493],0
a4,1,0.028929,4.771807,[268 272] ; [ 72 107],[255.35465925 284.64534075] ; [84.64534075 94.35465925],0
b2,1,0.034179,4.48575,[138 201] ; [28 69],[129.06880734 209.93119266] ; [36.93119266 60.06880734],0
b3,1,0.034179,4.48575,[138 201] ; [28 69],[129.06880734 209.93119266] ; [36.93119266 60.06880734],0
r4,1,0.034513,4.469086,[531  13] ; [169  10],[526.69432918  17.30567082] ; [173.30567082   5.69432918],0
n1,1,0.037814,4.313364,[48 56] ; [15 37],[42. 62.] ; [21. 31.],0
u4,1,0.068038,3.329728,[ 16 528] ; [  1 178],[ 12.79114799 531.20885201] ; [  4.20885201 174.79114799],0
d1,1,0.071051,3.258575,[348 196] ; [101  78],[337.83679115 206.16320885] ; [111.16320885  67.83679115],0
b1,1,0.089522,2.882947,[218 326] ; [ 59 120],[208.42047026 335.57952974] ; [ 68.57952974 110.42047026],0
d5,1,0.105487,2.620569,[452  89] ; [140  39],[444.82222222  96.17777778] ; [147.17777778  31.82222222],0
s4,1,0.141127,2.165631,[ 82 451] ; [ 36 143],[ 88.33426966 444.66573034] ; [ 29.66573034 149.33426966],0
b4,1,0.203344,1.618196,[311 233] ; [112  67],[318.27385892 225.72614108] ; [104.72614108  74.27385892],0
p1,1,0.317303,1.00003,[ 50 490] ; [ 12 164],[ 46.75977654 493.24022346] ; [ 15.24022346 160.75977654],0
a6,1,0.347635,0.882072,[385 155] ; [121  58],[380.02781641 159.97218359] ; [125.97218359  53.02781641],0
a1,1,0.476187,0.507583,[ 25 519] ; [  6 173],[ 23.32503458 520.67496542] ; [  7.67496542 171.32503458],0
s1,1,0.503186,0.448211,[ 18 514] ; [  8 171],[ 19.45428973 512.54571027] ; [  6.54571027 172.45428973],0
n3,1,0.60955,0.26083,[75 29] ; [38 12],[76.31168831 27.68831169] ; [36.68831169 13.31168831],0
r3,1,0.639696,0.21914,[521  19] ; [174   5],[521.97496523  18.02503477] ; [173.02503477   5.97496523],0
v2,1,0.682643,0.167166,[310 213] ; [96 71],[307.73623188 215.26376812] ; [98.26376812 68.73623188],0
a7,1,0.804559,0.061232,[403 138] ; [135  44],[404.24722222 136.75277778] ; [133.75277778  45.24722222],0
d4,1,0.867432,0.027863,[451  87] ; [151  28],[451.70990237  86.29009763] ; [150.29009763  28.70990237],0
d3,1,0.928528,0.008046,[388 153] ; [129  50],[388.46805556 152.53194444] ; [128.53194444  50.46805556],0
u2,1,0.945968,0.004593,[77 56] ; [35 26],[76.78350515 56.21649485] ; [35.21649485 25.78350515],0
u3,1,0.958231,0.002743,[84 50] ; [38 23],[83.83589744 50.16410256] ; [38.16410256 22.83589744],0
b5,1,0.994969,4e-05,[322 222] ; [106  73],[322.03596127 221.96403873] ; [105.96403873  73.03596127],0
