Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.8074,[65 77] ; [113  28],[89.31448763 52.68551237] ; [88.68551237 52.31448763],1
v1,1,4e-06,21.288206,[67 75] ; [105  37],[86. 56.] ; [86. 56.],1
n6,1,0.001764,9.779928,[120  22] ; [133   6],[127.85053381  14.14946619] ; [125.14946619  13.85053381],0
n5,1,0.002826,8.916703,[107  34] ; [126  15],[116.5  24.5] ; [116.5  24.5],0
p3,1,0.011962,6.316489,[86 58] ; [104  37],[96. 48.] ; [94. 47.],0
p1,1,0.031166,4.643815,[ 10 134] ; [ 21 120],[ 15.66315789 128.33684211] ; [ 15.33684211 125.66315789],0
n4,1,0.031391,4.631477,[114  28] ; [127  15],[120.5  21.5] ; [120.5  21.5],0
p5,1,0.031968,4.600203,[ 20 123] ; [ 34 108],[ 27.09473684 115.90526316] ; [ 26.90526316 115.09473684],0
s4,1,0.037031,4.348992,[ 40 103] ; [ 25 117],[ 32.61403509 110.38596491] ; [ 32.38596491 109.61403509],0
r4,1,0.081657,3.031617,[129  15] ; [135   7],[132.92307692  11.07692308] ; [131.07692308  10.92307692],0
d1,1,0.084357,2.978901,[81 63] ; [94 48],[88.11188811 55.88811189] ; [86.88811189 55.11188811],0
d4,1,0.092051,2.838135,[116  28] ; [123  17],[121.18309859  22.81690141] ; [117.81690141  22.18309859],0
a1,1,0.105183,2.625136,[  7 137] ; [ 14 128],[ 10.57342657 133.42657343] ; [ 10.42657343 131.57342657],0
d5,1,0.105386,2.622081,[114  30] ; [121  19],[119.15492958  24.84507042] ; [115.84507042  24.15492958],0
p11,1,0.141485,2.161729,[119  25] ; [126  16],[123.35664336  20.64335664] ; [121.64335664  20.35664336],0
n2,1,0.154007,2.032109,[25  7] ; [23  2],[26.94736842  5.05263158] ; [21.05263158  3.94736842],0
s8,1,0.155547,2.016991,[97 47] ; [105  35],[102.42253521  41.57746479] ; [99.57746479 40.42253521],0
p12,1,0.173749,1.8503,[ 13 131] ; [ 20 121],[ 16.67368421 127.32631579] ; [ 16.32631579 124.67368421],0
d3,1,0.174046,1.847747,[100  44] ; [108  33],[105.09473684  38.90526316] ; [102.90526316  38.09473684],0
b2,1,0.18041,1.794242,[40 65] ; [46 51],[44.7029703 60.2970297] ; [41.2970297 55.7029703],0
b3,1,0.18041,1.794242,[40 65] ; [46 51],[44.7029703 60.2970297] ; [41.2970297 55.7029703],0
p8,1,0.198322,1.654686,[94 50] ; [102  39],[99.03157895 44.96842105] ; [96.96842105 44.03157895],0
a3,1,0.200392,1.639519,[114  30] ; [119  21],[118.14084507  25.85915493] ; [114.85915493  25.14084507],0
p10,1,0.206896,1.593011,[127  15] ; [132   9],[129.95759717  12.04240283] ; [129.04240283  11.95759717],0
b1,1,0.218842,1.511946,[63 81] ; [52 90],[57.9020979 86.0979021] ; [57.0979021 84.9020979],0
u4,1,0.243295,1.361401,[  2 142] ; [  5 137],[  3.52447552 140.47552448] ; [  3.47552448 138.52447552],0
s6,1,0.254144,1.300377,[124  19] ; [112  25],[120.52857143  22.47142857] ; [115.47142857  21.52857143],0
a7,1,0.330283,0.94779,[103  41] ; [94 48],[99.18881119 44.81118881] ; [97.81118881 44.18881119],0
u3,1,0.335314,0.928266,[22  8] ; [14  9],[20.37735849  9.62264151] ; [15.62264151  7.37735849],0
n1,1,0.35176,0.867097,[15 16] ; [ 9 16],[13.28571429 17.71428571] ; [10.71428571 14.28571429],0
u2,1,0.378104,0.776859,[21  8] ; [14  9],[19.51923077  9.48076923] ; [15.48076923  7.51923077],0
a5,1,0.417677,0.656843,[111  33] ; [115  27],[113.79020979  30.20979021] ; [112.20979021  29.79020979],0
s5,1,0.434869,0.609785,[66 72] ; [73 66],[69.24909747 68.75090253] ; [69.75090253 69.24909747],0
r1,1,0.436796,0.604685,[119  24] ; [122  19],[121.34859155  21.65140845] ; [119.65140845  21.34859155],0
r2,1,0.512157,0.429657,[134   6] ; [137   4],[135.01779359   4.98220641] ; [135.98220641   5.01779359],0
a4,1,0.520767,0.412373,[65 79] ; [69 72],[67.70526316 76.29473684] ; [66.29473684 74.70526316],0
