Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,55.523617,[31 60] ; [199  59],[59.9713467 31.0286533] ; [170.0286533  87.9713467],1
d3,1,1e-05,19.517284,[52 39] ; [208  50],[67.79369628 23.20630372] ; [192.20630372  65.79369628],1
a2,1,2.1e-05,18.09097,[ 6 85] ; [ 73 185],[20.59885387 70.40114613] ; [ 58.40114613 199.59885387],1
u1,1,3.4e-05,17.164801,[ 3 88] ; [ 58 200],[15.90544413 75.09455587] ; [ 45.09455587 212.90544413],1
b5,1,6.8e-05,15.870295,[33 58] ; [156 102],[49.28080229 41.71919771] ; [139.71919771 118.28080229],1
r2,1,0.005603,7.673799,[78 10] ; [246   9],[83.12536443  4.87463557] ; [240.87463557  14.12536443],0
r1,1,0.011346,6.41038,[69 22] ; [223  33],[76.57636888 14.42363112] ; [215.42363112  40.57636888],0
r4,1,0.016298,5.770438,[78 13] ; [242  16],[83.43839542  7.56160458] ; [236.56160458  21.43839542],0
s8,1,0.019871,5.423233,[57 34] ; [123 131],[47.47826087 43.52173913] ; [132.52173913 121.47826087],0
n6,1,0.027505,4.858824,[75 16] ; [231  23],[80.71304348 10.28695652] ; [225.28695652  28.71304348],0
v4,1,0.028918,4.772487,[84  6] ; [250   5],[87.13043478  2.86956522] ; [246.86956522   8.13043478],0
a5,1,0.036789,4.360159,[65 26] ; [211  47],[71.96561605 19.03438395] ; [204.03438395  53.96561605],0
s5,1,0.04955,3.85663,[43 44] ; [ 92 154],[35.27027027 51.72972973] ; [ 99.72972973 146.27027027],0
u3,1,0.049621,3.854219,[13 16] ; [45 23],[17.34020619 11.65979381] ; [40.65979381 27.34020619],0
p11,1,0.055371,3.670872,[74 17] ; [230  28],[79.26647564 11.73352436] ; [224.73352436  33.26647564],0
n2,1,0.056913,3.625134,[12  7] ; [30  5],[14.77777778  4.22222222] ; [27.22222222  7.77777778],0
s4,1,0.058762,3.571973,[23 68] ; [ 41 211],[16.97959184 74.02040816] ; [ 47.02040816 204.97959184],0
b1,1,0.072234,3.231504,[44 47] ; [ 97 161],[36.76504298 54.23495702] ; [104.23495702 153.76504298],0
p2,1,0.073007,3.214093,[81 10] ; [243  14],[84.72413793  6.27586207] ; [239.27586207  17.72413793],0
p12,1,0.118183,2.441232,[ 7 84] ; [ 36 222],[11.21203438 79.78796562] ; [ 31.78796562 226.21203438],0
u4,1,0.138715,2.192154,[ 5 86] ; [  6 251],[ 2.87643678 88.12356322] ; [  8.12356322 248.87643678],0
r3,1,0.153098,2.041107,[84  7] ; [245  10],[86.52890173  4.47109827] ; [242.47109827  12.52890173],0
b3,1,0.175327,1.836798,[26 32] ; [ 56 105],[21.71689498 36.28310502] ; [ 60.28310502 100.71689498],0
b2,1,0.175327,1.836798,[26 32] ; [ 56 105],[21.71689498 36.28310502] ; [ 60.28310502 100.71689498],0
d1,1,0.184573,1.760417,[54 37] ; [173  85],[59.18911175 31.81088825] ; [167.81088825  90.18911175],0
s7,1,0.215191,1.536157,[55 34] ; [130 110],[50.04559271 38.95440729] ; [134.95440729 105.04559271],0
