Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,211.524477,[341  25] ; [40 91],[280.57545272  85.42454728] ; [100.42454728  30.57545272],1
p11,1,0.0,72.440907,[308  60] ; [62 73],[270.69582505  97.30417495] ; [99.30417495 35.69582505],1
p2,1,0.0,47.668199,[315  50] ; [78 57],[286.89  78.11] ; [106.11  28.89],1
n6,1,0.0,39.074003,[314  53] ; [80 54],[288.61876248  78.38123752] ; [105.38123752  28.61876248],1
p8,1,0.0,25.800368,[189 175] ; [35 98],[164.05633803 199.94366197] ; [59.94366197 73.05633803],1
p4,1,1e-06,23.734363,[208 159] ; [43 91],[183.86626747 183.13373253] ; [67.13373253 66.86626747],1
v4,1,4e-06,21.237285,[353  14] ; [113  21],[341.36127745  25.63872255] ; [124.63872255   9.36127745],1
n5,1,5e-06,20.947366,[271  95] ; [71 64],[249.84431138 116.15568862] ; [92.15568862 42.84431138],1
p3,1,5.2e-05,16.359305,[171 195] ; [36 99],[151.22155689 214.77844311] ; [55.77844311 79.22155689],1
p7,1,0.00042,12.442022,[217 143] ; [57 77],[199.67611336 160.32388664] ; [74.32388664 59.67611336],1
r4,1,0.000747,11.368571,[333  35] ; [107  28],[321.90854871  46.09145129] ; [118.09145129  16.90854871],1
r3,1,0.000755,11.348052,[348  19] ; [115  19],[339.16367265  27.83632735] ; [123.83632735  10.16367265],1
v2,1,0.001504,10.07377,[191 160] ; [50 81],[175.5 175.5] ; [65.5 65.5],0
n4,1,0.001757,9.787966,[276  92] ; [82 53],[261.91650099 106.08349901] ; [96.08349901 38.91650099],0
d5,1,0.001784,9.759168,[293  74] ; [89 45],[279.82834331  87.17165669] ; [102.17165669  31.82834331],0
a7,1,0.001986,9.562417,[281  86] ; [84 50],[267.3752495  99.6247505] ; [97.6247505 36.3752495],0
s6,1,0.00243,9.19266,[198 160] ; [54 81],[182.99391481 175.00608519] ; [69.00608519 65.99391481],0
v1,1,0.002476,9.158045,[178 181] ; [46 88],[163.11561866 195.88438134] ; [60.88438134 73.11561866],0
a6,1,0.003277,8.646568,[265 103] ; [78 56],[251.44223108 116.55776892] ; [91.55776892 42.44223108],0
d3,1,0.00798,7.037947,[259 107] ; [78 56],[246.684 119.316] ; [90.316 43.684],0
s2,1,0.009618,6.704374,[135 230] ; [ 33 101],[122.88577154 242.11422846] ; [45.11422846 88.88577154],0
s1,1,0.009937,6.646227,[  9 355] ; [ 10 124],[ 13.8875502 350.1124498] ; [  5.1124498 128.8875502],0
a5,1,0.011052,6.457002,[257 111] ; [78 57],[245.08946322 122.91053678] ; [89.91053678 45.08946322],0
u2,1,0.011371,6.406378,[72 56] ; [18 33],[64.3575419 63.6424581] ; [25.6424581 25.3575419],0
p5,1,0.013857,6.056307,[ 31 336] ; [  3 132],[ 24.85657371 342.14342629] ; [  9.14342629 125.85657371],0
b1,1,0.014137,6.020964,[120 248] ; [60 75],[131.68986083 236.31013917] ; [48.31013917 86.68986083],0
p6,1,0.016644,5.7335,[110 252] ; [ 26 107],[ 99.45858586 262.54141414] ; [36.54141414 96.45858586],0
u4,1,0.029079,4.762921,[  1 367] ; [  3 132],[  2.92644135 365.07355865] ; [  1.07355865 133.92644135],0
s5,1,0.036347,4.380743,[ 96 259] ; [ 24 110],[ 87.11656442 267.88343558] ; [ 32.88343558 101.11656442],0
