Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.802858,[ 1 14] ; [75 15],[10.85714286  4.14285714] ; [65.14285714 24.85714286],1
r1,1,0.001796,9.747199,[6 9] ; [70 19],[10.96153846  4.03846154] ; [65.03846154 23.96153846],0
v4,1,0.002093,9.466447,[8 7] ; [77 12],[12.25961538  2.74038462] ; [72.74038462 16.25961538],0
r2,1,0.003932,8.315134,[8 6] ; [79 11],[11.71153846  2.28846154] ; [75.28846154 14.71153846],0
a6,1,0.005875,7.588147,[ 4 11] ; [58 32],[8.85714286 6.14285714] ; [53.14285714 36.85714286],0
b1,1,0.013502,6.102141,[12  3] ; [41 49],[7.57142857 7.42857143] ; [45.42857143 44.57142857],0
v2,1,0.015027,5.913248,[ 2 13] ; [39 44],[6.2755102 8.7244898] ; [34.7244898 48.2755102],0
p11,1,0.025347,5.0,[ 4 11] ; [52 38],[8. 7.] ; [48. 42.],0
p4,1,0.025407,4.995932,[ 2 13] ; [39 50],[5.91346154 9.08653846] ; [35.08653846 53.91346154],0
s6,1,0.02806,4.824398,[ 3 12] ; [45 44],[6.92307692 8.07692308] ; [41.07692308 47.92307692],0
s3,1,0.031932,4.602168,[ 3 11] ; [47 43],[6.73076923 7.26923077] ; [43.26923077 46.73076923],0
n2,1,0.036591,4.369332,[1 4] ; [22 10],[3.10810811 1.89189189] ; [19.89189189 12.10810811],0
s2,1,0.039268,4.249223,[ 2 13] ; [37 53],[5.57142857 9.42857143] ; [33.42857143 56.57142857],0
a5,1,0.059167,3.560577,[6 9] ; [59 31],[9.28571429 5.71428571] ; [55.71428571 34.28571429],0
p2,1,0.099512,2.713353,[7 8] ; [61 28],[9.80769231 5.19230769] ; [58.19230769 30.80769231],0
p8,1,0.122786,2.381425,[ 3 12] ; [36 52],[5.67961165 9.32038835] ; [33.32038835 54.67961165],0
d5,1,0.139714,2.18111,[9 6] ; [70 20],[11.28571429  3.71428571] ; [67.71428571 22.28571429],0
s8,1,0.18135,1.786525,[ 2 13] ; [27 63],[ 4.14285714 10.85714286] ; [24.85714286 65.14285714],0
p6,1,0.192108,1.701374,[ 1 14] ; [18 68],[ 2.82178218 12.17821782] ; [16.17821782 69.82178218],0
a3,1,0.254891,1.296296,[11  4] ; [52 38],[9. 6.] ; [54. 36.],0
p3,1,0.260713,1.264969,[ 4 11] ; [37 51],[5.97087379 9.02912621] ; [35.02912621 52.97087379],0
p7,1,0.267756,1.22821,[ 4 10] ; [39 49],[5.90196078 8.09803922] ; [37.09803922 50.90196078],0
d2,1,0.288396,1.127096,[ 4 11] ; [37 53],[5.85714286 9.14285714] ; [35.14285714 54.85714286],0
a4,1,0.316926,1.00159,[7 8] ; [30 60],[5.28571429 9.71428571] ; [31.71428571 58.28571429],0
s1,1,0.367572,0.811856,[ 2 13] ; [ 6 84],[ 1.14285714 13.85714286] ; [ 6.85714286 83.14285714],0
s5,1,0.406385,0.689351,[ 2 13] ; [19 64],[ 3.21428571 11.78571429] ; [17.78571429 65.21428571],0
d1,1,0.425535,0.634978,[6 9] ; [46 44],[7.42857143 7.57142857] ; [44.57142857 45.42857143],0
n4,1,0.452896,0.563394,[ 4 11] ; [33 57],[5.28571429 9.71428571] ; [31.71428571 58.28571429],0
n1,1,0.523103,0.407771,[1 4] ; [11 21],[1.62162162 3.37837838] ; [10.37837838 21.62162162],0
b5,1,0.56917,0.324074,[8 7] ; [55 35],[9. 6.] ; [54. 36.],0
v1,1,0.591944,0.287318,[7 8] ; [35 54],[6.05769231 8.94230769] ; [35.94230769 53.05769231],0
p1,1,0.594508,0.283358,[ 1 14] ; [10 79],[ 1.58653846 13.41346154] ; [ 9.41346154 79.58653846],0
p10,1,0.628875,0.23359,[7 8] ; [47 41],[7.86407767 7.13592233] ; [46.13592233 41.86407767],0
s7,1,0.638466,0.220754,[3 9] ; [26 56],[3.70212766 8.29787234] ; [25.29787234 56.70212766],0
d4,1,0.672407,0.178799,[13  2] ; [74 16],[12.42857143  2.57142857] ; [74.57142857 15.42857143],0
b2,1,0.703208,0.145157,[3 5] ; [16 36],[2.53333333 5.46666667] ; [16.46666667 35.53333333],0
b3,1,0.703208,0.145157,[3 5] ; [16 36],[2.53333333 5.46666667] ; [16.46666667 35.53333333],0
n3,1,0.733271,0.116129,[3 2] ; [21 10],[3.33333333 1.66666667] ; [20.66666667 10.33333333],0
p9,1,0.738053,0.111845,[8 7] ; [51 37],[8.59223301 6.40776699] ; [50.40776699 37.59223301],0
a7,1,0.740171,0.109976,[9 6] ; [58 32],[9.57142857 5.42857143] ; [57.42857143 32.57142857],0
u3,1,0.843435,0.039007,[3 1] ; [26 11],[2.82926829 1.17073171] ; [26.17073171 10.82926829],0
a2,1,0.909353,0.012963,[ 2 13] ; [13 77],[ 2.14285714 12.85714286] ; [12.85714286 77.14285714],0
s4,1,0.919185,0.010294,[ 3 12] ; [17 73],[ 2.85714286 12.14285714] ; [17.14285714 72.85714286],0
d3,1,0.933108,0.007045,[10  5] ; [59 31],[9.85714286 5.14285714] ; [59.14285714 30.85714286],0
v3,1,0.989653,0.000168,[ 4 11] ; [22 61],[ 3.97959184 11.02040816] ; [22.02040816 60.97959184],0
b4,1,1.0,0.0,[9 6] ; [54 36],[9. 6.] ; [54. 36.],0
