Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,62.628037,[ 71 165] ; [101  39],[107.95744681 128.04255319] ; [64.04255319 75.95744681],1
p7,1,0.000346,12.805189,[ 77 154] ; [73 67],[ 93.39622642 137.60377358] ; [56.60377358 83.39622642],1
v1,1,0.000415,12.465111,[ 90 142] ; [76 55],[106.09366391 125.90633609] ; [59.90633609 71.09366391],1
n3,1,0.001523,10.05044,[56 32] ; [29  2],[62.85714286 25.14285714] ; [22.14285714  8.85714286],0
p2,1,0.001687,9.862144,[154  81] ; [113  27],[167.32  67.68] ; [99.68 40.32],0
s2,1,0.002346,9.257268,[103 132] ; [83 55],[117.1849866 117.8150134] ; [68.8150134 69.1849866],0
s7,1,0.002712,8.991872,[ 91 136] ; [74 57],[104.62290503 122.37709497] ; [60.37709497 70.62290503],0
b1,1,0.002718,8.987685,[ 81 155] ; [70 70],[ 94.77659574 141.22340426] ; [56.22340426 83.77659574],0
s6,1,0.002732,8.978501,[135  98] ; [102  37],[148.44354839  84.55645161] ; [88.55645161 50.44354839],0
p5,1,0.003135,8.727161,[  5 230] ; [ 12 125],[ 10.73924731 224.26075269] ; [  6.26075269 130.73924731],0
n4,1,0.00326,8.655906,[162  73] ; [115  24],[174.05080214  60.94919786] ; [102.94919786  36.05080214],0
p1,1,0.004232,8.181572,[  7 228] ; [ 14 126],[ 13.16 221.84] ; [  7.84 132.16],0
p9,1,0.004944,7.899931,[164  66] ; [117  22],[175.14905149  54.85094851] ; [105.85094851  33.14905149],0
p6,1,0.006491,7.408791,[ 43 190] ; [43 97],[ 53.72117962 179.27882038] ; [ 32.27882038 107.72117962],0
s8,1,0.006944,7.287467,[ 81 154] ; [68 72],[ 93.37333333 141.62666667] ; [55.62666667 84.37333333],0
p10,1,0.00759,7.127697,[158  75] ; [112  27],[169.11290323  63.88709677] ; [100.88709677  38.11290323],0
u1,1,0.016333,5.766627,[ 41 195] ; [ 39 101],[ 50.21276596 185.78723404] ; [ 29.78723404 110.21276596],0
v3,1,0.019682,5.439857,[ 69 157] ; [56 75],[ 79.13165266 146.86834734] ; [45.86834734 85.13165266],0
