Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,69.408032,[230  65] ; [51 87],[191.44341801 103.55658199] ; [89.55658199 48.44341801],1
a6,1,0.0,48.609968,[234  62] ; [63 75],[202.56221198  93.43778802] ; [94.43778802 43.56221198],1
a2,1,3e-06,21.666208,[ 94 203] ; [ 15 123],[ 74.42068966 222.57931034] ; [ 34.57931034 103.42068966],1
u1,1,5e-06,20.788279,[ 71 226] ; [  8 130],[ 53.93793103 243.06206897] ; [ 25.06206897 112.93793103],1
r4,1,3.3e-05,17.247763,[274  23] ; [108  30],[260.8137931  36.1862069] ; [121.1862069  16.8137931],1
r3,1,0.000116,14.863646,[286  11] ; [119  19],[276.51724138  20.48275862] ; [128.48275862   9.51724138],1
d1,1,0.000165,14.197348,[178 119] ; [56 82],[159.76551724 137.23448276] ; [74.23448276 63.76551724],1
d4,1,0.000314,12.984965,[248  48] ; [94 43],[233.79214781  62.20785219] ; [108.20785219  28.79214781],1
d5,1,0.000939,10.943331,[247  49] ; [96 42],[233.93548387  62.06451613] ; [109.06451613  28.93548387],1
b5,1,0.001439,10.154526,[204  93] ; [73 65],[189.12413793 107.87586207] ; [87.87586207 50.12413793],0
v4,1,0.002005,9.545061,[284  13] ; [119  17],[276.42263279  20.57736721] ; [126.57736721   9.42263279],0
p2,1,0.003763,8.394613,[220  77] ; [82 54],[207.14549654  89.85450346] ; [94.85450346 41.14549654],0
v2,1,0.004414,8.105262,[156 125] ; [53 78],[142.5461165 138.4538835] ; [66.4538835 64.5461165],0
p10,1,0.004724,7.982317,[220  73] ; [84 52],[207.62703963  85.37296037] ; [96.37296037 39.62703963],0
p4,1,0.006963,7.282599,[138 158] ; [45 92],[125.09930716 170.90069284] ; [57.90069284 79.09930716],0
r1,1,0.008413,6.943345,[238  56] ; [96 42],[227.30555556  66.69444444] ; [106.69444444  31.30555556],0
p9,1,0.035483,4.421759,[230  63] ; [94 42],[221.28671329  71.71328671] ; [102.71328671  33.28671329],0
u2,1,0.056752,3.629847,[51 33] ; [17 23],[46.06451613 37.93548387] ; [21.93548387 18.06451613],0
n2,1,0.060032,3.536497,[55 30] ; [43 11],[59.92805755 25.07194245] ; [38.07194245 15.92805755],0
n6,1,0.067306,3.347534,[238  59] ; [99 38],[230.61981567  66.38018433] ; [106.38018433  30.61981567],0
s6,1,0.087578,2.918341,[190 106] ; [75 60],[181.99535963 114.00464037] ; [83.00464037 51.99535963],0
a1,1,0.088205,2.906831,[ 12 285] ; [ 11 127],[ 15.70344828 281.29655172] ; [  7.29655172 130.70344828],0
s2,1,0.092739,2.826181,[151 143] ; [58 78],[142.89767442 151.10232558] ; [66.10232558 69.89767442],0
b1,1,0.115934,2.471407,[112 185] ; [63 75],[119.48275862 177.51724138] ; [55.51724138 82.48275862],0
u3,1,0.133941,2.246223,[56 30] ; [21 20],[52.14173228 33.85826772] ; [24.85826772 16.14173228],0
a5,1,0.168509,1.896155,[209  88] ; [88 50],[202.77931034  94.22068966] ; [94.22068966 43.77931034],0
p3,1,0.173426,1.85308,[111 186] ; [42 95],[104.70276498 192.29723502] ; [48.29723502 88.70276498],0
b2,1,0.189645,1.720372,[ 61 110] ; [40 51],[ 65.91984733 105.08015267] ; [35.08015267 55.91984733],0
