Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,41.516868,[ 20 102] ; [28 12],[36.14814815 85.85185185] ; [11.85185185 28.14814815],1
s6,1,0.0,30.863708,[42 82] ; [35  7],[57.51807229 66.48192771] ; [19.48192771 22.51807229],1
s2,1,8e-06,20.006695,[35 90] ; [28 14],[47.15568862 77.84431138] ; [15.84431138 26.15568862],1
s3,1,0.000878,11.067615,[48 74] ; [29 13],[57.2804878 64.7195122] ; [19.7195122 22.2804878],1
p4,1,0.004094,8.241559,[37 86] ; [23 19],[44.72727273 78.27272727] ; [15.27272727 26.72727273],0
p10,1,0.004142,8.220449,[62 60] ; [32 10],[69.92682927 52.07317073] ; [24.07317073 17.92682927],0
p8,1,0.009278,6.768478,[43 82] ; [24 18],[50.1497006 74.8502994] ; [16.8502994 25.1497006],0
u3,1,0.009345,6.755591,[30 46] ; [15  6],[35.25773196 40.74226804] ; [ 9.74226804 11.25773196],0
r4,1,0.01796,5.6,[84 42] ; [36  6],[90. 36.] ; [30. 12.],0
p2,1,0.024058,5.090432,[81 44] ; [35  7],[86.82634731 38.17365269] ; [29.17365269 12.82634731],0
v3,1,0.028169,4.817665,[ 20 102] ; [13 27],[24.85185185 97.14814815] ; [ 8.14814815 31.85185185],0
r1,1,0.046843,3.95102,[68 58] ; [30 12],[73.5 52.5] ; [24.5 17.5],0
v2,1,0.059184,3.560097,[30 89] ; [16 23],[34.64556962 84.35443038] ; [11.35443038 27.64556962],0
u2,1,0.059197,3.559744,[33 43] ; [14  7],[36.82474227 39.17525773] ; [10.17525773 10.82474227],0
p12,1,0.068213,3.325509,[  2 123] ; [ 3 39],[  3.74251497 121.25748503] ; [ 1.25748503 40.74251497],0
p6,1,0.072003,3.236752,[28 97] ; [15 26],[32.37951807 92.62048193] ; [10.62048193 30.37951807],0
d1,1,0.079492,3.075254,[33 93] ; [17 25],[37.5 88.5] ; [12.5 29.5],0
n5,1,0.106337,2.607833,[68 56] ; [29 13],[72.45783133 51.54216867] ; [24.54216867 17.45783133],0
d5,1,0.114843,2.486285,[69 56] ; [29 13],[73.35329341 51.64670659] ; [24.64670659 17.35329341],0
n6,1,0.161962,1.955809,[88 38] ; [34  8],[91.5 34.5] ; [30.5 11.5],0
a7,1,0.173613,1.851463,[74 50] ; [30 12],[77.68674699 46.31325301] ; [26.31325301 15.68674699],0
p3,1,0.197044,1.664146,[32 94] ; [15 27],[35.25 90.75] ; [11.75 30.25],0
r3,1,0.205327,1.60407,[102  22] ; [38  4],[104.57831325  19.42168675] ; [35.42168675  6.57831325],0
a3,1,0.205903,1.6,[49 77] ; [21 21],[52.5 73.5] ; [17.5 24.5],0
p9,1,0.234402,1.413949,[71 50] ; [29 13],[74.23312883 46.76687117] ; [25.76687117 16.23312883],0
b5,1,0.236966,1.398552,[79 47] ; [22 20],[75.75 50.25] ; [25.25 16.75],0
v4,1,0.245757,1.347264,[103  21] ; [38  4],[105.3253012  18.6746988] ; [35.6746988  6.3253012],0
p5,1,0.269956,1.21697,[  4 121] ; [ 3 39],[  5.23952096 119.76047904] ; [ 1.76047904 40.23952096],0
d4,1,0.279449,1.169766,[74 50] ; [29 13],[76.93975904 47.06024096] ; [26.06024096 15.93975904],0
p11,1,0.348821,0.877743,[80 46] ; [30 12],[82.5 43.5] ; [27.5 14.5],0
p1,1,0.348971,0.877195,[  9 115] ; [ 5 37],[ 10.45783133 113.54216867] ; [ 3.54216867 38.45783133],0
a4,1,0.364366,0.822789,[ 19 107] ; [ 4 38],[ 17.25 108.75] ; [ 5.75 36.25],0
b1,1,0.366256,0.816327,[50 76] ; [20 22],[52.5 73.5] ; [17.5 24.5],0
b4,1,0.407626,0.685714,[81 45] ; [24 18],[78.75 47.25] ; [26.25 15.75],0
r2,1,0.472907,0.515175,[101  24] ; [36  6],[102.54491018  22.45508982] ; [34.45508982  7.54491018],0
n1,1,0.523357,0.407273,[12 33] ; [4 7],[12.85714286 32.14285714] ; [3.14285714 7.85714286],0
p7,1,0.614373,0.253856,[56 64] ; [21 20],[57.39130435 62.60869565] ; [19.60869565 21.39130435],0
u1,1,0.631188,0.230453,[  5 121] ; [ 1 41],[  4.5 121.5] ; [ 1.5 40.5],0
s4,1,0.63343,0.227438,[25 98] ; [10 32],[26.09090909 96.90909091] ; [ 8.90909091 33.09090909],0
n3,1,0.640263,0.218398,[28 17] ; [6 5],[27.32142857 17.67857143] ; [6.67857143 4.32142857],0
s5,1,0.665626,0.186761,[23 99] ; [ 9 32],[23.95092025 98.04907975] ; [ 8.04907975 32.95092025],0
b2,1,0.676133,0.174512,[15 52] ; [ 4 18],[14.30337079 52.69662921] ; [ 4.69662921 17.30337079],0
b3,1,0.676133,0.174512,[15 52] ; [ 4 18],[14.30337079 52.69662921] ; [ 4.69662921 17.30337079],0
a8,1,0.681021,0.168979,[ 12 106] ; [ 5 35],[ 12.69620253 105.30379747] ; [ 4.30379747 35.69620253],0
d3,1,0.723958,0.124732,[64 60] ; [23 19],[64.98795181 59.01204819] ; [22.01204819 19.98795181],0
d2,1,0.775365,0.081433,[30 95] ; [11 31],[30.68862275 94.31137725] ; [10.31137725 31.68862275],0
n4,1,0.825496,0.048612,[66 59] ; [23 19],[66.61676647 58.38323353] ; [22.38323353 19.61676647],0
s1,1,0.827058,0.047732,[  7 117] ; [ 2 40],[  6.72289157 117.27710843] ; [ 2.27710843 39.72289157],0
n2,1,0.887252,0.020102,[29 15] ; [7 4],[28.8 15.2] ; [7.2 3.8],0
a6,1,0.928968,0.007947,[61 65] ; [20 22],[60.75 65.25] ; [20.25 21.75],0
