Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,43.77652,[16 37] ; [91 19],[34.79141104 18.20858896] ; [72.20858896 37.79141104],1
n6,1,8.1e-05,15.527273,[23 30] ; [81 27],[34.23602484 18.76397516] ; [69.76397516 38.23602484],1
p9,1,0.007934,7.048227,[19 32] ; [64 43],[26.79113924 24.20886076] ; [56.20886076 50.79113924],0
p10,1,0.009786,6.673402,[19 33] ; [63 45],[26.65 25.35] ; [55.35 52.65],0
a6,1,0.012591,6.225707,[25 28] ; [73 35],[32.26086957 20.73913043] ; [65.73913043 42.26086957],0
s8,1,0.016576,5.740764,[ 9 43] ; [39 70],[15.50310559 36.49689441] ; [32.49689441 76.50310559],0
p3,1,0.028878,4.774894,[ 9 43] ; [37 72],[14.85714286 37.14285714] ; [31.14285714 77.85714286],0
d4,1,0.029801,4.720711,[44  9] ; [72 36],[38.1863354 14.8136646] ; [77.8136646 30.1863354],0
n1,1,0.031046,4.65044,[ 5 14] ; [22 17],[ 8.84482759 10.15517241] ; [18.15517241 20.84482759],0
a5,1,0.033139,4.538592,[27 26] ; [75 35],[33.16564417 19.83435583] ; [68.83435583 41.16564417],0
d2,1,0.043174,4.088571,[19 34] ; [56 50],[25. 28.] ; [50. 56.],0
v3,1,0.054914,3.684708,[12 37] ; [42 62],[17.29411765 31.70588235] ; [36.70588235 67.29411765],0
r3,1,0.057866,3.597523,[46  7] ; [81 29],[41.29447853 11.70552147] ; [85.70552147 24.29447853],0
s7,1,0.059241,3.558516,[12 38] ; [41 63],[17.20779221 32.79220779] ; [35.79220779 68.20779221],0
p11,1,0.076302,3.141961,[23 30] ; [64 46],[28.28834356 24.71165644] ; [58.71165644 51.28834356],0
a1,1,0.096034,2.770204,[ 2 51] ; [13 97],[ 4.87730061 48.12269939] ; [10.12269939 99.87730061],0
a8,1,0.099268,2.717268,[ 3 50] ; [15 88],[ 6.11538462 46.88461538] ; [11.88461538 91.11538462],0
u2,1,0.12058,2.409775,[15  8] ; [17 21],[12.06557377 10.93442623] ; [19.93442623 18.06557377],0
a2,1,0.120626,2.409178,[ 7 46] ; [26 84],[10.73006135 42.26993865] ; [22.26993865 87.73006135],0
s3,1,0.127066,2.32799,[17 35] ; [49 59],[21.45 30.55] ; [44.55 63.45],0
p1,1,0.127762,2.319484,[ 2 51] ; [12 98],[ 4.55214724 48.44785276] ; [  9.44785276 100.55214724],0
p6,1,0.133435,2.252085,[ 6 46] ; [23 85],[ 9.425 42.575] ; [19.575 88.425],0
p7,1,0.138781,2.191429,[13 40] ; [38 67],[17.10759494 35.89240506] ; [33.89240506 71.10759494],0
u1,1,0.202074,1.627321,[ 4 49] ; [16 94],[ 6.50306748 46.49693252] ; [13.49693252 96.50306748],0
p12,1,0.215221,1.535955,[ 1 52] ; [  7 103],[ 2.60122699 50.39877301] ; [  5.39877301 104.60122699],0
d1,1,0.217345,1.521814,[22 31] ; [57 53],[25.68711656 27.31288344] ; [53.31288344 56.68711656],0
b1,1,0.22063,1.500268,[23 30] ; [59 51],[26.66257669 26.33742331] ; [55.33742331 54.66257669],0
a4,1,0.250399,1.321075,[19 34] ; [49 59],[22.38509317 30.61490683] ; [45.61490683 62.38509317],0
a3,1,0.259847,1.269571,[30 23] ; [71 37],[33.2484472 19.7515528] ; [67.7515528 40.2484472],0
a7,1,0.327887,0.957224,[29 24] ; [69 41],[31.86503067 21.13496933] ; [66.13496933 43.86503067],0
v4,1,0.355036,0.855374,[39 14] ; [88 22],[41.29447853 11.70552147] ; [85.70552147 24.29447853],0
r2,1,0.383412,0.759734,[42 10] ; [93 15],[43.875  8.125] ; [91.125 16.875],0
s6,1,0.474617,0.511206,[21 31] ; [51 59],[23.11111111 28.88888889] ; [48.88888889 61.11111111],0
b2,1,0.480093,0.498652,[ 9 18] ; [32 46],[10.54285714 16.45714286] ; [30.45714286 47.54285714],0
b3,1,0.480093,0.498652,[ 9 18] ; [32 46],[10.54285714 16.45714286] ; [30.45714286 47.54285714],0
s2,1,0.516195,0.42149,[17 36] ; [41 69],[18.85889571 34.14110429] ; [39.14110429 70.85889571],0
d5,1,0.52803,0.398181,[37 16] ; [70 38],[35.22360248 17.77639752] ; [71.77639752 36.22360248],0
u4,1,0.543983,0.368207,[ 1 52] ; [  4 106],[ 1.62576687 51.37423313] ; [  3.37423313 106.62576687],0
b5,1,0.551996,0.353754,[32 21] ; [61 49],[30.2392638 22.7607362] ; [62.7607362 47.2392638],0
n2,1,0.557429,0.344176,[12  7] ; [29 12],[12.98333333  6.01666667] ; [28.01666667 12.98333333],0
s5,1,0.640882,0.21759,[ 8 41] ; [21 87],[ 9.05095541 39.94904459] ; [19.94904459 88.05095541],0
u3,1,0.646807,0.20995,[12 11] ; [18 21],[11.12903226 11.87096774] ; [18.87096774 20.12903226],0
b4,1,0.762915,0.090996,[30 23] ; [65 45],[30.88957055 22.11042945] ; [64.11042945 45.88957055],0
