Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.840603,[20 14] ; [23 94],[ 9.68211921 24.31788079] ; [33.31788079 83.68211921],1
p11,1,0.020743,5.348253,[25 11] ; [57 63],[18.92307692 17.07692308] ; [63.07692308 56.92307692],0
p3,1,0.147581,2.097082,[ 9 26] ; [ 18 101],[ 6.13636364 28.86363636] ; [20.86363636 98.13636364],0
b1,1,0.53805,0.379167,[21 15] ; [63 57],[19.38461538 16.61538462] ; [64.61538462 55.38461538],0
p1,1,1.0,0.0,[ 3 33] ; [ 10 110],[ 3. 33.] ; [ 10. 110.],0
