Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,32.287348,[ 5 57] ; [46 41],[21.22147651 40.77852349] ; [29.77852349 57.22147651],1
d1,1,4.1e-05,16.811769,[17 45] ; [54 34],[29.34666667 32.65333333] ; [41.65333333 46.34666667],1
d5,1,0.000188,13.948443,[36 26] ; [75 13],[45.88 16.12] ; [65.12 22.88],1
a3,1,0.000407,12.501192,[25 37] ; [61 27],[35.54666667 26.45333333] ; [50.45333333 37.54666667],1
d2,1,0.000739,11.389702,[20 42] ; [53 35],[30.17333333 31.82666667] ; [42.82666667 45.17333333],1
a6,1,0.001102,10.647656,[28 34] ; [63 25],[37.61333333 24.38666667] ; [53.38666667 34.61333333],0
d4,1,0.001302,10.339723,[38 23] ; [75 13],[46.26174497 14.73825503] ; [66.73825503 21.26174497],0
u1,1,0.001413,10.189276,[ 2 60] ; [19 69],[ 8.68 53.32] ; [12.32 75.68],0
r1,1,0.003219,8.678711,[41 21] ; [76 12],[48.36 13.64] ; [68.64 19.36],0
n4,1,0.007979,7.038123,[32 30] ; [64 24],[39.68 22.32] ; [56.32 31.68],0
p6,1,0.012689,6.211926,[20 41] ; [13 72],[13.78767123 47.21232877] ; [19.21232877 65.78767123],0
d3,1,0.014814,5.938416,[30 32] ; [60 28],[37.2 24.8] ; [52.8 35.2],0
r2,1,0.016326,5.767454,[52 10] ; [84  4],[56.21333333  5.78666667] ; [79.78666667  8.21333333],0
r4,1,0.021585,5.27892,[47 15] ; [79  9],[52.08  9.92] ; [73.92 14.08],0
v1,1,0.025032,5.021683,[17 45] ; [40 48],[23.56 38.44] ; [33.44 54.56],0
b2,1,0.089653,2.880601,[ 6 31] ; [17 36],[ 9.45555556 27.54444444] ; [13.54444444 39.45555556],0
b3,1,0.089653,2.880601,[ 6 31] ; [17 36],[ 9.45555556 27.54444444] ; [13.54444444 39.45555556],0
v4,1,0.118975,2.430759,[52  9] ; [81  6],[54.81756757  6.18243243] ; [78.18243243  8.81756757],0
p7,1,0.140142,2.176401,[34 26] ; [39 49],[29.59459459 30.40540541] ; [43.40540541 44.59459459],0
s4,1,0.187298,1.738747,[11 50] ; [ 9 77],[ 8.29931973 52.70068027] ; [11.70068027 74.29931973],0
p5,1,0.198396,1.654142,[ 4 58] ; [ 2 86],[ 2.48 59.52] ; [ 3.52 84.48],0
a1,1,0.210465,1.568228,[ 1 61] ; [ 5 83],[ 2.48 59.52] ; [ 3.52 84.48],0
v2,1,0.365366,0.819364,[24 35] ; [42 45],[26.67123288 32.32876712] ; [39.32876712 47.67123288],0
s5,1,0.373379,0.792387,[10 51] ; [19 66],[12.11643836 48.88356164] ; [16.88356164 68.11643836],0
p8,1,0.385016,0.754624,[19 43] ; [33 55],[21.49333333 40.50666667] ; [30.50666667 57.49333333],0
a8,1,0.409316,0.680787,[ 7 52] ; [ 6 72],[ 5.59854015 53.40145985] ; [ 7.40145985 70.59854015],0
p1,1,0.440579,0.594775,[ 3 59] ; [ 7 80],[ 4.16107383 57.83892617] ; [ 5.83892617 81.16107383],0
n5,1,0.457228,0.552673,[30 32] ; [48 40],[32.24 29.76] ; [45.76 42.24],0
n6,1,0.513093,0.427754,[44 18] ; [58 30],[42.16 19.84] ; [59.84 28.16],0
s8,1,0.563849,0.333083,[17 45] ; [20 66],[15.5 46.5] ; [21.5 64.5],0
b1,1,0.565606,0.330091,[33 29] ; [51 37],[34.72 27.28] ; [49.28 38.72],0
b4,1,0.594103,0.283982,[40 22] ; [53 35],[38.44 23.56] ; [54.56 33.44],0
u2,1,0.606735,0.264957,[19 17] ; [12 14],[18. 18.] ; [13. 13.],0
p10,1,0.612894,0.255983,[15 47] ; [24 62],[16.33783784 45.66216216] ; [22.66216216 63.33783784],0
p4,1,0.624463,0.239644,[26 36] ; [40 47],[27.46308725 34.53691275] ; [38.53691275 48.46308725],0
b5,1,0.626102,0.237384,[37 25] ; [49 39],[35.54666667 26.45333333] ; [50.45333333 37.54666667],0
a7,1,0.747436,0.103698,[40 22] ; [59 29],[40.92 21.08] ; [58.08 29.92],0
p2,1,0.769887,0.08557,[38 24] ; [56 32],[38.85333333 23.14666667] ; [55.14666667 32.85333333],0
v3,1,0.777904,0.079553,[20 41] ; [26 59],[19.21917808 41.78082192] ; [26.78082192 58.21917808],0
n3,1,0.790116,0.070841,[14  7] ; [17 10],[13.5625  7.4375] ; [17.4375  9.5625],0
s2,1,0.837176,0.042233,[23 38] ; [31 55],[22.40816327 38.59183673] ; [31.59183673 54.40816327],0
s7,1,0.894174,0.017696,[18 40] ; [26 55],[18.35971223 39.64028777] ; [25.64028777 55.35971223],0
p3,1,0.898219,0.016361,[21 41] ; [30 56],[21.36486486 40.63513514] ; [29.63513514 56.36486486],0
s1,1,0.900068,0.015769,[ 4 58] ; [ 6 80],[ 4.18918919 57.81081081] ; [ 5.81081081 80.18918919],0
p11,1,0.918535,0.010461,[34 28] ; [49 39],[34.30666667 27.69333333] ; [48.69333333 39.30666667],0
u3,1,0.923786,0.009152,[21 16] ; [15 12],[20.8125 16.1875] ; [15.1875 11.8125],0
n1,1,0.926526,0.008504,[ 7 14] ; [ 9 17],[ 7.14893617 13.85106383] ; [ 8.85106383 17.14893617],0
n2,1,0.938446,0.005963,[14  6] ; [20  9],[13.87755102  6.12244898] ; [20.12244898  8.87755102],0
s3,1,0.982139,0.000501,[29 32] ; [42 46],[29.06711409 31.93288591] ; [41.93288591 46.06711409],0
s6,1,1.0,0.0,[31 31] ; [43 43],[31. 31.] ; [43. 43.],0
