Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.9e-05,17.49422,[23  1] ; [17 22],[15.23809524  8.76190476] ; [24.76190476 14.23809524],1
s6,1,0.000215,13.697468,[14  9] ; [ 6 33],[ 7.41935484 15.58064516] ; [12.58064516 26.41935484],1
d5,1,0.000364,12.709509,[22  2] ; [19 21],[15.375  8.625] ; [25.625 14.375],1
p4,1,0.004828,7.942709,[13 11] ; [ 8 32],[ 7.875 16.125] ; [13.125 26.875],0
r4,1,0.005869,7.590175,[12 12] ; [ 7 33],[ 7.125 16.875] ; [11.875 28.125],0
p2,1,0.023669,5.11875,[15  9] ; [13 26],[10.66666667 13.33333333] ; [17.33333333 21.66666667],0
p11,1,0.0238,5.109156,[16  8] ; [15 25],[11.625 12.375] ; [19.375 20.625],0
p6,1,0.026826,4.901988,[ 8 16] ; [ 4 34],[ 4.64516129 19.35483871] ; [ 7.35483871 30.64516129],0
n6,1,0.027228,4.876267,[17  7] ; [16 22],[12.77419355 11.22580645] ; [20.22580645 17.77419355],0
v3,1,0.039672,4.231837,[ 9 15] ; [ 6 34],[ 5.625 18.375] ; [ 9.375 30.625],0
v1,1,0.047029,3.944348,[10 13] ; [ 8 32],[ 6.57142857 16.42857143] ; [11.42857143 28.57142857],0
d1,1,0.05506,3.680274,[13 11] ; [12 28],[ 9.375 14.625] ; [15.625 24.375],0
b5,1,0.061088,3.507592,[16  8] ; [17 23],[12.375 11.625] ; [20.625 19.375],0
r1,1,0.068504,3.318519,[14 10] ; [14 26],[10.5 13.5] ; [17.5 22.5],0
s7,1,0.091196,2.853127,[ 7 15] ; [ 5 32],[ 4.47457627 17.52542373] ; [ 7.52542373 29.47457627],0
s3,1,0.094625,2.793874,[12 11] ; [12 27],[ 8.90322581 14.09677419] ; [15.09677419 23.90322581],0
n3,1,0.096791,2.757639,[5 1] ; [7 9],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
d4,1,0.114278,2.494042,[20  4] ; [26 14],[17.25  6.75] ; [28.75 11.25],0
s2,1,0.120991,2.404443,[ 8 15] ; [ 7 33],[ 5.47619048 17.52380952] ; [ 9.52380952 30.47619048],0
p10,1,0.143507,2.139946,[13 10] ; [15 25],[10.22222222 12.77777778] ; [17.77777778 22.22222222],0
a5,1,0.148252,2.090148,[17  7] ; [21 19],[14.25  9.75] ; [23.75 16.25],0
d3,1,0.154772,2.024575,[14 10] ; [16 24],[11.25 12.75] ; [18.75 21.25],0
b2,1,0.160237,1.971989,[ 4 13] ; [12 15],[ 6.18181818 10.81818182] ; [ 9.81818182 17.18181818],0
b3,1,0.160237,1.971989,[ 4 13] ; [12 15],[ 6.18181818 10.81818182] ; [ 9.81818182 17.18181818],0
s8,1,0.172645,1.859829,[ 7 17] ; [ 6 34],[ 4.875 19.125] ; [ 8.125 31.875],0
r2,1,0.20728,1.590324,[15  8] ; [19 20],[12.61290323 10.38709677] ; [21.38709677 17.61290323],0
n2,1,0.221433,1.495062,[5 2] ; [7 9],[3.65217391 3.34782609] ; [8.34782609 7.65217391],0
a2,1,0.227456,1.4567,[ 5 19] ; [ 4 36],[ 3.375 20.625] ; [ 5.625 34.375],0
n4,1,0.229786,1.442183,[19  5] ; [26 14],[16.875  7.125] ; [28.125 11.875],0
d2,1,0.255653,1.292145,[14 10] ; [17 22],[11.80952381 12.19047619] ; [19.19047619 19.80952381],0
p9,1,0.288358,1.127273,[13  9] ; [18 22],[11. 11.] ; [20. 20.],0
p12,1,0.296386,1.090385,[ 2 22] ; [ 1 38],[ 1.14285714 22.85714286] ; [ 1.85714286 37.14285714],0
b4,1,0.302504,1.063123,[18  6] ; [25 15],[16.125  7.875] ; [26.875 13.125],0
a6,1,0.365218,0.819869,[11 13] ; [23 17],[12.75 11.25] ; [21.25 18.75],0
a4,1,0.378259,0.776352,[10 14] ; [12 27],[ 8.38095238 15.61904762] ; [13.61904762 25.38095238],0
n5,1,0.459352,0.547473,[14 10] ; [27 13],[15.375  8.625] ; [25.625 14.375],0
b1,1,0.47746,0.504659,[11 13] ; [22 18],[12.375 11.625] ; [20.625 19.375],0
a7,1,0.517786,0.418301,[14 10] ; [20 20],[12.75 11.25] ; [21.25 18.75],0
p3,1,0.550985,0.355556,[ 7 17] ; [ 9 31],[ 6. 18.] ; [10. 30.],0
u1,1,0.593803,0.284444,[ 2 22] ; [ 2 38],[ 1.5 22.5] ; [ 2.5 37.5],0
p7,1,0.630396,0.231525,[ 7 17] ; [14 26],[ 7.875 16.125] ; [13.125 26.875],0
s5,1,0.744485,0.106224,[ 4 18] ; [ 6 34],[ 3.5483871 18.4516129] ; [ 6.4516129 33.5483871],0
a3,1,0.781189,0.077156,[15  9] ; [23 16],[14.47619048  9.52380952] ; [23.52380952 15.47619048],0
p5,1,0.800641,0.063765,[ 2 22] ; [ 4 35],[ 2.28571429 21.71428571] ; [ 3.71428571 35.28571429],0
u2,1,0.836701,0.042484,[3 6] ; [ 5 12],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
p8,1,0.861837,0.030288,[ 6 18] ; [ 9 30],[ 5.71428571 18.28571429] ; [ 9.28571429 29.71428571],0
u3,1,0.96042,0.002463,[1 8] ; [ 2 15],[1.03846154 7.96153846] ; [ 1.96153846 15.03846154],0
n1,1,0.968296,0.00158,[3 4] ; [7 9],[3.04347826 3.95652174] ; [6.95652174 9.04347826],0
a8,1,0.981859,0.000517,[ 4 18] ; [ 7 32],[ 3.96721311 18.03278689] ; [ 7.03278689 31.96721311],0
