Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4.3e-05,16.71793,[6 1] ; [ 7 40],[1.68518519 5.31481481] ; [11.31481481 35.68518519],1
p3,1,0.000789,11.266609,[5 2] ; [ 7 40],[1.55555556 5.44444444] ; [10.44444444 36.55555556],1
p7,1,0.000789,11.266609,[5 2] ; [ 7 40],[1.55555556 5.44444444] ; [10.44444444 36.55555556],1
s8,1,0.004174,8.206687,[3 4] ; [ 3 44],[0.77777778 6.22222222] ; [ 5.22222222 41.77777778],0
p2,1,0.004254,8.171929,[6 1] ; [14 33],[2.59259259 4.40740741] ; [17.40740741 29.59259259],0
v1,1,0.00655,7.392394,[5 2] ; [10 36],[1.98113208 5.01886792] ; [13.01886792 32.98113208],0
a2,1,0.011605,6.370285,[3 4] ; [ 4 43],[0.90740741 6.09259259] ; [ 6.09259259 40.90740741],0
p9,1,0.017524,5.64314,[6 1] ; [17 28],[3.09615385 3.90384615] ; [19.90384615 25.09615385],0
r4,1,0.028269,4.811613,[4 3] ; [ 9 38],[1.68518519 5.31481481] ; [11.31481481 35.68518519],0
s3,1,0.035116,4.439513,[5 2] ; [14 32],[2.50943396 4.49056604] ; [16.49056604 29.50943396],0
p10,1,0.064784,3.410474,[5 2] ; [16 30],[2.77358491 4.22641509] ; [18.22641509 27.77358491],0
a4,1,0.064784,3.410474,[5 2] ; [16 30],[2.77358491 4.22641509] ; [18.22641509 27.77358491],0
a5,1,0.08521,2.962614,[6 1] ; [24 23],[3.88888889 3.11111111] ; [26.11111111 20.88888889],0
r2,1,0.097046,2.753425,[6 1] ; [23 21],[3.98039216 3.01960784] ; [25.01960784 18.98039216],0
p5,1,0.112045,2.525134,[1 6] ; [ 1 46],[0.25925926 6.74074074] ; [ 1.74074074 45.25925926],0
u3,1,0.129155,2.302632,[1 1] ; [ 2 17],[0.28571429 1.71428571] ; [ 2.71428571 16.28571429],0
s2,1,0.159251,1.981329,[3 4] ; [ 9 38],[1.55555556 5.44444444] ; [10.44444444 36.55555556],0
s7,1,0.164529,1.932096,[3 3] ; [10 33],[1.59183673 4.40816327] ; [11.40816327 31.59183673],0
s5,1,0.195121,1.678524,[2 4] ; [ 6 40],[0.92307692 5.07692308] ; [ 7.07692308 38.92307692],0
d5,1,0.21456,1.540389,[6 1] ; [29 18],[4.53703704 2.46296296] ; [30.46296296 16.53703704],0
b5,1,0.224213,1.477204,[5 2] ; [22 25],[3.5 3.5] ; [23.5 23.5],0
u2,1,0.24122,1.373452,[1 1] ; [ 3 16],[0.38095238 1.61904762] ; [ 3.61904762 15.38095238],0
n6,1,0.24453,1.354285,[5 2] ; [22 24],[3.56603774 3.43396226] ; [23.43396226 22.56603774],0
v3,1,0.336203,0.924856,[2 4] ; [ 8 39],[1.13207547 4.86792453] ; [ 8.86792453 38.13207547],0
n4,1,0.45128,0.567434,[6 1] ; [34 13],[5.18518519 1.81481481] ; [34.81481481 12.18518519],0
u1,1,0.456374,0.554772,[1 6] ; [ 3 44],[0.51851852 6.48148148] ; [ 3.48148148 43.51851852],0
a7,1,0.46862,0.525228,[4 3] ; [20 27],[3.11111111 3.88888889] ; [20.88888889 26.11111111],0
b1,1,0.482444,0.493334,[5 2] ; [27 20],[4.14814815 2.85185185] ; [27.85185185 19.14814815],0
d4,1,0.487299,0.482485,[4 3] ; [33 14],[4.7962963 2.2037037] ; [32.2037037 14.7962963],0
a6,1,0.537302,0.380564,[4 3] ; [21 26],[3.24074074 3.75925926] ; [21.75925926 25.24074074],0
p11,1,0.548372,0.360242,[2 5] ; [19 28],[2.72222222 4.27777778] ; [18.27777778 28.72222222],0
d2,1,0.570466,0.321903,[4 3] ; [21 25],[3.30188679 3.69811321] ; [21.69811321 24.30188679],0
a3,1,0.591317,0.288293,[5 2] ; [28 18],[4.35849057 2.64150943] ; [28.64150943 17.35849057],0
b4,1,0.648676,0.207574,[4 3] ; [31 16],[4.53703704 2.46296296] ; [30.46296296 16.53703704],0
n5,1,0.774516,0.082067,[5 2] ; [31 16],[4.66666667 2.33333333] ; [31.33333333 15.66666667],0
r1,1,0.817434,0.05329,[3 4] ; [18 29],[2.72222222 4.27777778] ; [18.27777778 28.72222222],0
d3,1,0.844922,0.03826,[3 4] ; [22 25],[3.24074074 3.75925926] ; [21.75925926 25.24074074],0
b2,1,0.84605,0.037698,[2 4] ; [12 20],[2.21052632 3.78947368] ; [11.78947368 20.21052632],0
b3,1,0.84605,0.037698,[2 4] ; [12 20],[2.21052632 3.78947368] ; [11.78947368 20.21052632],0
s4,1,0.911078,0.012472,[1 6] ; [ 6 41],[0.90740741 6.09259259] ; [ 6.09259259 40.90740741],0
a8,1,0.948853,0.004115,[1 6] ; [ 7 39],[1.05660377 5.94339623] ; [ 6.94339623 39.05660377],0
p1,1,0.966309,0.001784,[1 6] ; [ 7 40],[1.03703704 5.96296296] ; [ 6.96296296 40.03703704],0
d1,1,0.987895,0.00023,[3 4] ; [20 27],[2.98148148 4.01851852] ; [20.01851852 26.98148148],0
n1,1,1.0,0.0,[1 1] ; [11 11],[1. 1.] ; [11. 11.],0
