Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,27.480589,[26 28] ; [ 9 83],[12.94520548 41.05479452] ; [22.05479452 69.94520548],1
s6,1,5.1e-05,16.395319,[30 24] ; [21 72],[18.73469388 35.26530612] ; [32.26530612 60.73469388],1
s7,1,0.001001,10.826332,[17 32] ; [10 78],[ 9.65693431 39.34306569] ; [17.34306569 70.65693431],0
p7,1,0.012219,6.27886,[30 23] ; [32 59],[22.81944444 30.18055556] ; [39.18055556 51.81944444],0
r1,1,0.019167,5.48618,[43 11] ; [56 36],[36.61643836 17.38356164] ; [62.38356164 29.61643836],0
r4,1,0.028271,4.811492,[40 14] ; [52 41],[33.79591837 20.20408163] ; [58.20408163 34.79591837],0
v1,1,0.035398,4.425863,[23 31] ; [24 69],[17.26530612 36.73469388] ; [29.73469388 63.26530612],0
r3,1,0.058729,3.572929,[46  8] ; [65 26],[41.33793103 12.66206897] ; [69.66206897 21.33793103],0
n1,1,0.071273,3.253463,[10 10] ; [10 28],[ 6.89655172 13.10344828] ; [13.10344828 24.89655172],0
s1,1,0.101846,2.676393,[ 7 46] ; [ 5 87],[ 4.3862069 48.6137931] ; [ 7.6137931 84.3862069],0
p8,1,0.114918,2.485249,[19 34] ; [22 71],[14.88356164 38.11643836] ; [26.11643836 66.88356164],0
p3,1,0.132772,2.259787,[19 33] ; [23 70],[15.06206897 36.93793103] ; [26.93793103 66.06206897],0
s4,1,0.147096,2.102108,[11 42] ; [11 82],[ 7.98630137 45.01369863] ; [14.01369863 78.98630137],0
p4,1,0.149463,2.07772,[23 31] ; [28 63],[18.99310345 35.00689655] ; [32.00689655 58.99310345],0
v2,1,0.157758,1.995585,[15 37] ; [37 54],[18.90909091 33.09090909] ; [33.09090909 57.90909091],0
a5,1,0.225792,1.467175,[34 20] ; [49 44],[30.48979592 23.51020408] ; [52.51020408 40.48979592],0
p10,1,0.226986,1.459651,[13 40] ; [15 77],[10.23448276 42.76551724] ; [17.76551724 74.23448276],0
u1,1,0.243635,1.359435,[ 8 46] ; [ 8 85],[ 5.87755102 48.12244898] ; [10.12244898 82.87755102],0
u2,1,0.248524,1.331582,[11 10] ; [16 27],[ 8.859375 12.140625] ; [18.140625 24.859375],0
u3,1,0.257948,1.279737,[12  9] ; [19 26],[ 9.86363636 11.13636364] ; [21.13636364 23.86363636],0
p1,1,0.2888,1.125207,[ 7 47] ; [ 7 85],[ 5.17808219 48.82191781] ; [ 8.82191781 83.17808219],0
a3,1,0.294185,1.10037,[33 21] ; [48 44],[29.95890411 24.04109589] ; [51.04109589 40.95890411],0
p6,1,0.315103,1.009164,[11 42] ; [13 78],[ 8.83333333 44.16666667] ; [15.16666667 75.83333333],0
a6,1,0.323261,0.975707,[28 26] ; [56 37],[30.85714286 23.14285714] ; [53.14285714 39.85714286],0
n4,1,0.338953,0.914389,[36 18] ; [54 38],[33.28767123 20.71232877] ; [56.71232877 35.28767123],0
