Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5.2e-05,16.357444,[22 71] ; [57 54],[36.01470588 56.98529412] ; [42.98529412 68.01470588],1
v1,1,0.005002,7.878543,[38 55] ; [65 42],[47.895 45.105] ; [55.105 51.895],0
r3,1,0.011493,6.387398,[83 11] ; [107   3],[87.54901961  6.45098039] ; [102.45098039   7.54901961],0
s7,1,0.022803,5.183487,[42 50] ; [69 43],[50.05882353 41.94117647] ; [60.94117647 51.05882353],0
p5,1,0.024094,5.087858,[ 8 85] ; [  2 110],[ 4.53658537 88.46341463] ; [  5.46341463 106.53658537],0
s3,1,0.038316,4.290941,[57 35] ; [83 27],[63.76237624 28.23762376] ; [76.23762376 33.76237624],0
n1,1,0.046919,3.948296,[16 16] ; [ 7 21],[12.26666667 19.73333333] ; [10.73333333 17.26666667],0
p7,1,0.052085,3.773026,[40 48] ; [63 43],[46.72164948 41.27835052] ; [56.27835052 49.72164948],0
s8,1,0.063465,3.444426,[39 55] ; [61 51],[45.63106796 48.36893204] ; [54.36893204 57.63106796],0
s2,1,0.064638,3.414195,[49 45] ; [72 39],[55.48292683 38.51707317] ; [65.51707317 45.48292683],0
d4,1,0.085564,2.955915,[69 24] ; [94 18],[73.94634146 19.05365854] ; [89.05365854 22.94634146],0
r1,1,0.092953,2.822471,[69 25] ; [93 19],[73.9223301 20.0776699] ; [88.0776699 23.9223301],0
a5,1,0.105118,2.626125,[58 36] ; [81 31],[63.42718447 30.57281553] ; [75.57281553 36.42718447],0
a7,1,0.110803,2.542724,[60 34] ; [83 29],[65.25242718 28.74757282] ; [77.74757282 34.25242718],0
d3,1,0.121425,2.398846,[49 44] ; [71 41],[54.43902439 38.56097561] ; [65.56097561 46.43902439],0
s1,1,0.123287,2.37506,[ 7 87] ; [  3 106],[ 4.63054187 89.36945813] ; [  5.36945813 103.63054187],0
p3,1,0.126056,2.340419,[18 75] ; [32 80],[22.68292683 70.31707317] ; [27.31707317 84.68292683],0
d1,1,0.186299,1.746643,[40 54] ; [58 54],[44.7184466 49.2815534] ; [53.2815534 58.7184466],0
p10,1,0.211296,1.562523,[68 26] ; [87 22],[71.77339901 22.22660099] ; [83.22660099 25.77339901],0
a6,1,0.212421,1.554847,[55 38] ; [75 36],[59.26470588 33.73529412] ; [70.73529412 40.26470588],0
n2,1,0.24716,1.339286,[25  7] ; [25  3],[26.66666667  5.33333333] ; [23.33333333  4.66666667],0
