Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.014507,5.975434,[12 16] ; [19  6],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
v2,1,0.017164,5.679485,[14 13] ; [ 5 20],[ 9.86538462 17.13461538] ; [ 9.13461538 15.86538462],0
n5,1,0.021258,5.305521,[21  7] ; [11 14],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
s6,1,0.028004,4.8278,[15 13] ; [ 6 19],[11.09433962 16.90566038] ; [ 9.90566038 15.09433962],0
v3,1,0.099874,2.707551,[ 7 21] ; [ 2 23],[ 4.75471698 23.24528302] ; [ 4.24528302 20.75471698],0
n6,1,0.100116,2.703688,[18  9] ; [11 14],[15.05769231 11.94230769] ; [13.94230769 11.05769231],0
v4,1,0.12375,2.369208,[12 16] ; [16  9],[14.79245283 13.20754717] ; [13.20754717 11.79245283],0
d3,1,0.1321,2.267654,[11 17] ; [15 10],[13.73584906 14.26415094] ; [12.26415094 12.73584906],0
s8,1,0.172715,1.859223,[ 9 19] ; [ 4 21],[ 6.86792453 21.13207547] ; [ 6.13207547 18.86792453],0
a1,1,0.200954,1.635429,[ 4 24] ; [ 1 24],[ 2.64150943 25.35849057] ; [ 2.35849057 22.64150943],0
s2,1,0.202992,1.620713,[ 7 20] ; [ 3 22],[ 5.19230769 21.80769231] ; [ 4.80769231 20.19230769],0
a6,1,0.238708,1.388208,[ 9 19] ; [12 13],[11.09433962 16.90566038] ; [ 9.90566038 15.09433962],0
b4,1,0.242851,1.363971,[21  7] ; [15 10],[19.01886792  8.98113208] ; [16.98113208  8.01886792],0
d5,1,0.323145,0.976173,[15 13] ; [10 15],[13.20754717 14.79245283] ; [11.79245283 13.20754717],0
n1,1,0.35188,0.866667,[4 9] ; [ 2 11],[ 3. 10.] ; [ 3. 10.],0
b3,1,0.355363,0.854214,[ 6 13] ; [ 2 10],[ 4.90322581 14.09677419] ; [3.09677419 8.90322581],0
b2,1,0.355363,0.854214,[ 6 13] ; [ 2 10],[ 4.90322581 14.09677419] ; [3.09677419 8.90322581],0
s1,1,0.355612,0.853331,[ 3 25] ; [ 1 24],[ 2.11320755 25.88679245] ; [ 1.88679245 23.11320755],0
a8,1,0.382733,0.761905,[ 4 20] ; [ 2 22],[ 3. 21.] ; [ 3. 21.],0
a3,1,0.405033,0.693333,[12 15] ; [14 11],[13.5 13.5] ; [12.5 12.5],0
r3,1,0.432239,0.6168,[19  8] ; [15 10],[17.65384615  9.34615385] ; [16.34615385  8.65384615],0
b5,1,0.441795,0.591615,[15 13] ; [16  9],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
p6,1,0.442181,0.590617,[ 4 23] ; [ 2 23],[ 3.11538462 23.88461538] ; [ 2.88461538 22.11538462],0
s4,1,0.470928,0.519797,[ 4 24] ; [ 2 23],[ 3.16981132 24.83018868] ; [ 2.83018868 22.16981132],0
s5,1,0.470928,0.519797,[ 4 24] ; [ 2 23],[ 3.16981132 24.83018868] ; [ 2.83018868 22.16981132],0
p11,1,0.538127,0.379022,[18 10] ; [14 11],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
p7,1,0.551552,0.354544,[ 9 19] ; [10 15],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
a4,1,0.578849,0.308099,[ 6 22] ; [ 7 18],[ 6.86792453 21.13207547] ; [ 6.13207547 18.86792453],0
p9,1,0.597746,0.278409,[16 10] ; [13 11],[15.08 10.92] ; [13.92 10.08],0
u3,1,0.600698,0.273945,[ 3 13] ; [3 8],[ 3.55555556 12.44444444] ; [2.44444444 8.55555556],0
p1,1,0.621114,0.244305,[ 2 26] ; [ 1 24],[ 1.58490566 26.41509434] ; [ 1.41509434 23.58490566],0
p5,1,0.646329,0.21056,[ 2 26] ; [ 1 23],[ 1.61538462 26.38461538] ; [ 1.38461538 22.61538462],0
a7,1,0.662252,0.1908,[14 14] ; [14 11],[14.79245283 13.20754717] ; [13.20754717 11.79245283],0
s7,1,0.677343,0.173132,[ 6 20] ; [ 4 18],[ 5.41666667 20.58333333] ; [ 4.58333333 17.41666667],0
u2,1,0.679365,0.170842,[10  6] ; [6 5],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
n3,1,0.691398,0.157576,[7 6] ; [8 5],[7.5 5.5] ; [7.5 5.5],0
n2,1,0.694887,0.153846,[7 6] ; [6 7],[6.5 6.5] ; [6.5 6.5],0
p2,1,0.728062,0.120899,[17 11] ; [14 11],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
p8,1,0.735596,0.114035,[ 7 21] ; [ 7 17],[ 7.53846154 20.46153846] ; [ 6.46153846 17.53846154],0
d2,1,0.742939,0.10756,[ 9 19] ; [ 7 18],[ 8.45283019 19.54716981] ; [ 7.54716981 17.45283019],0
s3,1,0.789412,0.071329,[ 6 20] ; [ 5 20],[ 5.60784314 20.39215686] ; [ 5.39215686 19.60784314],0
r4,1,0.823306,0.049861,[ 6 22] ; [ 6 19],[ 6.33962264 21.66037736] ; [ 5.66037736 19.33962264],0
a5,1,0.859265,0.031439,[13 15] ; [11 14],[12.67924528 15.32075472] ; [11.32075472 13.67924528],0
p10,1,0.894949,0.017436,[14 12] ; [13 12],[13.76470588 12.23529412] ; [13.23529412 11.76470588],0
a2,1,0.906126,0.013907,[ 2 26] ; [ 2 23],[ 2.11320755 25.88679245] ; [ 1.88679245 23.11320755],0
d1,1,0.932685,0.007135,[ 7 21] ; [ 6 19],[ 6.86792453 21.13207547] ; [ 6.13207547 18.86792453],0
p4,1,0.96323,0.002125,[ 8 20] ; [ 7 18],[ 7.9245283 20.0754717] ; [ 7.0754717 17.9245283],0
v1,1,0.96323,0.002125,[ 8 20] ; [ 7 18],[ 7.9245283 20.0754717] ; [ 7.0754717 17.9245283],0
r1,1,0.982725,0.000469,[10 18] ; [ 9 16],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
d4,1,0.982725,0.000469,[18 10] ; [16  9],[17.96226415 10.03773585] ; [16.03773585  8.96226415],0
