Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.012419,6.25,[24 12] ; [26 38],[18. 18.] ; [32. 32.],0
n6,1,0.015107,5.904001,[30  5] ; [38 23],[24.79166667 10.20833333] ; [43.20833333 17.79166667],0
n1,1,0.017706,5.625045,[7 2] ; [ 8 17],[3.97058824 5.02941176] ; [11.02941176 13.97058824],0
r4,1,0.01968,5.440024,[33  3] ; [46 18],[28.44  7.56] ; [50.56 13.44],0
p5,1,0.019696,5.438644,[ 7 29] ; [ 3 60],[ 3.63636364 32.36363636] ; [ 6.36363636 56.63636364],0
p12,1,0.037377,4.333131,[ 4 32] ; [ 1 62],[ 1.81818182 34.18181818] ; [ 3.18181818 59.81818182],0
d1,1,0.0743,3.185374,[23 13] ; [29 35],[18.72 17.28] ; [33.28 30.72],0
d3,1,0.084067,2.984458,[29  7] ; [41 23],[25.2 10.8] ; [44.8 19.2],0
p2,1,0.100981,2.689974,[30  6] ; [43 20],[26.54545455  9.45454545] ; [46.45454545 16.54545455],0
p6,1,0.108368,2.577862,[15 20] ; [17 46],[11.42857143 23.57142857] ; [20.57142857 42.42857143],0
b1,1,0.120844,2.40635,[15 21] ; [37 27],[18.72 17.28] ; [33.28 30.72],0
s1,1,0.132479,2.263217,[ 1 35] ; [ 7 54],[ 2.96907216 33.03092784] ; [ 5.03092784 55.96907216],0
s7,1,0.21069,1.566678,[21 13] ; [28 30],[18.10869565 15.89130435] ; [30.89130435 27.10869565],0
a1,1,0.214563,1.540365,[ 1 35] ; [ 6 58],[ 2.52 33.48] ; [ 4.48 59.52],0
a7,1,0.242584,1.365517,[28  8] ; [42 21],[25.45454545 10.54545455] ; [44.54545455 18.45454545],0
n4,1,0.258866,1.274813,[27  9] ; [39 22],[24.49484536 11.50515464] ; [41.50515464 19.49484536],0
a5,1,0.260394,1.266659,[27  9] ; [41 23],[24.48 11.52] ; [43.52 20.48],0
u4,1,0.261196,1.262409,[ 2 34] ; [ 1 63],[ 1.08 34.92] ; [ 1.92 62.08],0
p3,1,0.299115,1.078138,[19 17] ; [26 36],[16.53061224 19.46938776] ; [28.46938776 33.53061224],0
