Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,62.92033,[ 41 195] ; [92 75],[ 77.88585608 158.11414392] ; [ 55.11414392 111.88585608],1
p2,1,0.0,25.436756,[143  94] ; [139  27],[165.84119107  71.15880893] ; [116.15880893  49.84119107],1
p6,1,1e-06,23.646197,[ 31 204] ; [ 55 109],[ 50.65162907 184.34837093] ; [ 35.34837093 128.65162907],1
s6,1,2e-06,22.203664,[106 130] ; [114  52],[129.15422886 106.84577114] ; [90.84577114 75.15422886],1
s2,1,5e-06,20.780991,[ 77 159] ; [92 74],[ 99.21393035 136.78606965] ; [69.78606965 96.21393035],1
s7,1,2.2e-05,18.007836,[ 71 156] ; [83 74],[ 91.03645833 135.96354167] ; [62.96354167 94.03645833],1
p10,1,4e-05,16.878313,[141  95] ; [130  34],[159.89  76.11] ; [111.11  52.89],1
r3,1,0.000213,13.711572,[199  35] ; [161   6],[210.07481297  23.92518703] ; [149.92518703  17.07481297],1
p9,1,0.000221,13.642537,[153  80] ; [136  29],[169.18844221  63.81155779] ; [119.81155779  45.18844221],1
r4,1,0.000649,11.628757,[173  65] ; [145  22],[186.87407407  51.12592593] ; [131.12592593  35.87407407],1
p7,1,0.000761,11.334819,[ 78 153] ; [84 82],[ 94.26196474 136.73803526] ; [67.73803526 98.26196474],1
u1,1,0.002004,9.545924,[ 28 210] ; [ 39 128],[ 39.37283951 198.62716049] ; [ 27.62716049 139.37283951],0
s8,1,0.002166,9.403492,[ 66 171] ; [71 96],[ 80.36881188 156.63118812] ; [ 56.63118812 110.36881188],0
d3,1,0.002363,9.243862,[130 106] ; [117  50],[144.64516129  91.35483871] ; [102.35483871  64.64516129],0
p5,1,0.002852,8.899916,[  5 231] ; [ 14 149],[ 11.23809524 224.76190476] ; [  7.76190476 155.23809524],0
d1,1,0.008643,6.895157,[111 127] ; [100  67],[123.99506173 114.00493827] ; [87.00493827 79.99506173],0
v4,1,0.009319,6.760687,[197  37] ; [155  12],[205.40648379  28.59351621] ; [146.59351621  20.40648379],0
n6,1,0.010805,6.497135,[166  68] ; [137  30],[176.81296758  57.18703242] ; [126.18703242  40.81296758],0
a5,1,0.012797,6.196906,[144  94] ; [121  46],[155.72839506  82.27160494] ; [109.27160494  57.72839506],0
d5,1,0.013238,6.13706,[174  63] ; [140  27],[184.2029703  52.7970297] ; [129.7970297  37.2029703],0
s5,1,0.013881,6.053185,[ 42 189] ; [ 46 114],[ 51.98976982 179.01023018] ; [ 36.01023018 123.98976982],0
a2,1,0.019227,5.480781,[ 46 192] ; [ 49 118],[ 55.82716049 182.17283951] ; [ 39.17283951 127.82716049],0
n4,1,0.019582,5.448737,[163  73] ; [132  34],[173.1840796  62.8159204] ; [121.8159204  44.1840796],0
d2,1,0.036068,4.393907,[102 132] ; [90 76],[112.32 121.68] ; [79.68 86.32],0
a1,1,0.050501,3.824741,[ 18 220] ; [  5 162],[ 13.51604938 224.48395062] ; [  9.48395062 157.51604938],0
s3,1,0.060537,3.522616,[107 129] ; [90 74],[116.23 119.77] ; [80.77 83.23],0
b4,1,0.070471,3.27201,[151  87] ; [91 76],[142.21234568  95.78765432] ; [99.78765432 67.21234568],0
v1,1,0.071354,3.251587,[ 97 134] ; [81 77],[105.70179949 125.29820051] ; [72.29820051 85.70179949],0
a4,1,0.079716,3.070679,[ 99 138] ; [84 82],[107.62034739 129.37965261] ; [75.37965261 90.62034739],0
