Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002279,9.309766,[14 20] ; [25  7],[20.09090909 13.90909091] ; [18.90909091 13.09090909],0
r1,1,0.007703,7.101212,[23 11] ; [30  2],[27.3030303  6.6969697] ; [25.6969697  6.3030303],0
a2,1,0.01084,6.491387,[ 6 28] ; [15 17],[10.81818182 23.18181818] ; [10.18181818 21.81818182],0
s4,1,0.016875,5.709343,[13 21] ; [ 4 28],[ 8.75757576 25.24242424] ; [ 8.24242424 23.75757576],0
v3,1,0.022167,5.232653,[ 7 26] ; [15 16],[11.34375 21.65625] ; [10.65625 20.34375],0
a8,1,0.022945,5.172634,[ 1 30] ; [ 6 20],[ 3.80701754 27.19298246] ; [ 3.19298246 22.80701754],0
r4,1,0.029821,4.71959,[27  7] ; [31  1],[29.87878788  4.12121212] ; [28.12121212  3.87878788],0
s8,1,0.034275,4.480932,[13 21] ; [20 11],[17.26153846 16.73846154] ; [15.73846154 15.26153846],0
a4,1,0.079478,3.075551,[15 19] ; [21 11],[18.54545455 15.45454545] ; [17.45454545 14.54545455],0
a5,1,0.080585,3.05306,[21 13] ; [26  6],[24.21212121  9.78787879] ; [22.78787879  9.21212121],0
u2,1,0.081277,3.039183,[9 2] ; [4 5],[7.15 3.85] ; [5.85 3.15],0
s7,1,0.107299,2.593552,[18 12] ; [23  6],[20.84745763  9.15254237] ; [20.15254237  8.84745763],0
s6,1,0.130425,2.287439,[21 13] ; [23  6],[23.74603175 10.25396825] ; [20.25396825  8.74603175],0
b4,1,0.134796,2.236378,[15 19] ; [20 12],[18.03030303 15.96969697] ; [16.96969697 15.03030303],0
d5,1,0.136595,2.215909,[24  9] ; [28  4],[26.4  6.6] ; [25.6  6.4],0
a6,1,0.163541,1.941176,[20 14] ; [24  8],[22.66666667 11.33333333] ; [21.33333333 10.66666667],0
a7,1,0.181053,1.78896,[22 11] ; [26  6],[24.36923077  8.63076923] ; [23.63076923  8.36923077],0
p5,1,0.198911,1.650353,[ 2 32] ; [ 5 27],[ 3.60606061 30.39393939] ; [ 3.39393939 28.60606061],0
d3,1,0.248213,1.333333,[22 10] ; [26  6],[24.  8.] ; [24.  8.],0
d1,1,0.266091,1.236788,[20 14] ; [23  9],[22.15151515 11.84848485] ; [20.84848485 11.15151515],0
d4,1,0.281416,1.16024,[25  9] ; [27  5],[26.78787879  7.21212121] ; [25.21212121  6.78787879],0
u1,1,0.330775,0.945862,[ 8 26] ; [11 21],[ 9.78787879 24.21212121] ; [ 9.21212121 22.78787879],0
n2,1,0.342104,0.902531,[8 5] ; [5 1],[8.89473684 4.10526316] ; [4.10526316 1.89473684],0
b5,1,0.36311,0.82711,[22 12] ; [24  8],[23.6969697 10.3030303] ; [22.3030303  9.6969697],0
p10,1,0.36311,0.82711,[22 12] ; [24  8],[23.6969697 10.3030303] ; [22.3030303  9.6969697],0
s2,1,0.402131,0.701943,[20 14] ; [22 10],[21.63636364 12.36363636] ; [20.36363636 11.63636364],0
p9,1,0.454455,0.559516,[25  9] ; [26  6],[26.27272727  7.72727273] ; [24.72727273  7.27272727],0
p3,1,0.482284,0.493693,[22 12] ; [18 14],[20.60606061 13.39393939] ; [19.39393939 12.60606061],0
a1,1,0.518957,0.415966,[ 1 33] ; [ 2 30],[ 1.54545455 32.45454545] ; [ 1.45454545 30.54545455],0
u4,1,0.518957,0.415966,[ 1 33] ; [ 2 30],[ 1.54545455 32.45454545] ; [ 1.45454545 30.54545455],0
p1,1,0.537661,0.379892,[ 5 29] ; [ 3 28],[ 4.18461538 29.81538462] ; [ 3.81538462 27.18461538],0
a3,1,0.562183,0.335938,[23 11] ; [23  8],[24.06153846  9.93846154] ; [21.93846154  9.06153846],0
n5,1,0.562183,0.335938,[23 11] ; [23  8],[24.06153846  9.93846154] ; [21.93846154  9.06153846],0
u3,1,0.581989,0.30303,[6 5] ; [6 3],[6.6 4.4] ; [5.4 3.6],0
p2,1,0.63502,0.225315,[26  8] ; [26  6],[26.78787879  7.21212121] ; [25.21212121  6.78787879],0
n4,1,0.663276,0.189568,[25  9] ; [25  7],[25.75757576  8.24242424] ; [24.24242424  7.75757576],0
n6,1,0.682597,0.167217,[26  8] ; [25  6],[26.67692308  7.32307692] ; [24.32307692  6.67692308],0
s1,1,0.692931,0.155931,[ 3 31] ; [ 2 30],[ 2.57575758 31.42424242] ; [ 2.42424242 29.57575758],0
s5,1,0.728497,0.120496,[13 18] ; [13 15],[13.66101695 17.33898305] ; [12.33898305 15.66101695],0
p4,1,0.744561,0.106158,[21 13] ; [21 11],[21.63636364 12.36363636] ; [20.36363636 11.63636364],0
s3,1,0.774169,0.082327,[19 15] ; [19 13],[19.57575758 14.42424242] ; [18.42424242 13.57575758],0
b2,1,0.84519,0.038126,[ 8 10] ; [ 7 10],[ 7.71428571 10.28571429] ; [7.28571429 9.71428571],0
b3,1,0.84519,0.038126,[ 8 10] ; [ 7 10],[ 7.71428571 10.28571429] ; [7.28571429 9.71428571],0
d2,1,0.861742,0.030331,[23 11] ; [21 11],[22.66666667 11.33333333] ; [21.33333333 10.66666667],0
