Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,69.994233,[ 38 206] ; [130 125],[ 82.14829659 161.85170341] ; [ 85.85170341 169.14829659],1
v1,1,0.014094,6.026281,[ 95 145] ; [128 125],[108.55983773 131.44016227] ; [114.44016227 138.55983773],0
a7,1,0.017618,5.633783,[166  77] ; [199  57],[177.74549098  65.25450902] ; [187.25450902  68.74549098],0
p5,1,0.022338,5.219293,[  9 234] ; [ 22 232],[ 15.15694165 227.84305835] ; [ 15.84305835 238.15694165],0
d4,1,0.02566,4.978776,[179  64] ; [209  46],[189.3253012  53.6746988] ; [198.6746988  56.3253012],0
u1,1,0.027477,4.860617,[ 23 222] ; [ 41 216],[ 31.23505976 213.76494024] ; [ 32.76494024 224.23505976],0
n2,1,0.027711,4.845974,[44 24] ; [50 11],[49.5503876 18.4496124] ; [44.4496124 16.5503876],0
d3,1,0.028509,4.797009,[152  91] ; [183  72],[163.46385542  79.53614458] ; [171.53614458  83.46385542],0
b4,1,0.037579,4.323988,[134 111] ; [164  93],[145.43824701  99.56175299] ; [152.56175299 104.43824701],0
v2,1,0.049983,3.842013,[107 128] ; [134 112],[117.74428274 117.25571726] ; [123.25571726 122.74428274],0
p8,1,0.054307,3.703234,[ 95 145] ; [121 130],[105.58044807 134.41955193] ; [110.41955193 140.58044807],0
a5,1,0.062372,3.473156,[153  92] ; [180  76],[162.84431138  82.15568862] ; [170.15568862  85.84431138],0
b1,1,0.088411,2.903074,[ 97 148] ; [ 83 174],[ 87.84860558 157.15139442] ; [ 92.15139442 164.84860558],0
a2,1,0.132391,2.264245,[ 43 202] ; [ 59 198],[ 49.78087649 195.21912351] ; [ 52.21912351 204.78087649],0
v3,1,0.140104,2.176816,[ 68 166] ; [ 88 161],[ 75.57763975 158.42236025] ; [ 80.42236025 168.57763975],0
a8,1,0.14735,2.099474,[ 17 208] ; [ 27 207],[ 21.56862745 203.43137255] ; [ 22.43137255 211.56862745],0
d5,1,0.177305,1.820066,[179  65] ; [201  55],[185.44  58.56] ; [194.56  61.44],0
p1,1,0.181404,1.786086,[ 22 221] ; [ 15 239],[ 18.09054326 224.90945674] ; [ 18.90945674 235.09054326],0
n4,1,0.184992,1.757059,[166  79] ; [188  69],[172.7689243  72.2310757] ; [181.2310757  75.7689243],0
n3,1,0.235519,1.407215,[45 22] ; [46 14],[48.00787402 18.99212598] ; [42.99212598 17.00787402],0
u2,1,0.260007,1.26872,[41 47] ; [49 40],[44.74576271 43.25423729] ; [45.25423729 43.74576271],0
d1,1,0.288682,1.125757,[119 126] ; [137 120],[124.94023904 120.05976096] ; [131.05976096 125.94023904],0
u4,1,0.33893,0.914473,[  1 244] ; [  3 254],[  1.95219124 243.04780876] ; [  2.04780876 254.95219124],0
b5,1,0.423278,0.641196,[143 102] ; [159  98],[147.39043825  97.60956175] ; [154.60956175 102.39043825],0
a6,1,0.448735,0.573846,[172  73] ; [171  84],[168.07  76.93] ; [174.93  80.07],0
b3,1,0.538011,0.379238,[45 88] ; [40 92],[42.66037736 90.33962264] ; [42.33962264 89.66037736],0
b2,1,0.538011,0.379238,[45 88] ; [40 92],[42.66037736 90.33962264] ; [42.33962264 89.66037736],0
u3,1,0.547515,0.361789,[46 43] ; [50 39],[48. 41.] ; [48. 41.],0
a4,1,0.590535,0.28951,[ 97 147] ; [107 147],[ 99.95180723 144.04819277] ; [104.04819277 149.95180723],0
a1,1,0.600854,0.27371,[ 10 235] ; [ 13 244],[ 11.2250996 233.7749004] ; [ 11.7749004 245.2250996],0
p11,1,0.668327,0.183565,[176  69] ; [189  68],[178.1374502  66.8625498] ; [186.8625498  70.1374502],0
d2,1,0.687822,0.161453,[103 139] ; [104 151],[100.79275654 141.20724346] ; [106.20724346 148.79275654],0
a3,1,0.833565,0.044155,[156  87] ; [166  89],[157.12048193  85.87951807] ; [164.87951807  90.12048193],0
s1,1,0.864139,0.029278,[  9 235] ; [ 10 241],[  9.36565657 234.63434343] ; [  9.63434343 241.36565657],0
n1,1,0.871698,0.026083,[24 44] ; [22 38],[24.4375 43.5625] ; [21.5625 38.4375],0
