Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,28.494352,[ 8 70] ; [20 15],[19.32743363 58.67256637] ; [ 8.67256637 26.32743363],1
s2,1,0.000101,15.11638,[19 58] ; [22 13],[28.1875 48.8125] ; [12.8125 22.1875],1
p6,1,0.000205,13.787687,[15 62] ; [19 16],[23.375 53.625] ; [10.625 24.375],1
a3,1,0.000352,12.773554,[23 54] ; [23 12],[31.625 45.375] ; [14.375 20.625],1
p2,1,0.001668,9.883389,[43 35] ; [30  5],[50.38938053 27.61061947] ; [22.61061947 12.38938053],0
u3,1,0.002099,9.46131,[15 39] ; [9 3],[19.63636364 34.36363636] ; [4.36363636 7.63636364],0
n6,1,0.00261,9.061872,[50 28] ; [32  3],[56.60176991 21.39823009] ; [25.39823009  9.60176991],0
p7,1,0.003085,8.756269,[30 45] ; [24 10],[37.1559633 37.8440367] ; [16.8440367 17.1559633],0
a5,1,0.003336,8.613906,[24 54] ; [21 14],[31.0619469 46.9380531] ; [13.9380531 21.0619469],0
s3,1,0.003555,8.498286,[27 48] ; [23 12],[34.09090909 40.90909091] ; [15.90909091 19.09090909],0
s6,1,0.006865,7.307923,[29 47] ; [23 12],[35.6036036 40.3963964] ; [16.3963964 18.6036036],0
n5,1,0.012106,6.295225,[42 34] ; [28  7],[47.92792793 28.07207207] ; [22.07207207 12.92792793],0
s5,1,0.01212,6.293194,[13 63] ; [13 20],[18.12844037 57.87155963] ; [ 7.87155963 25.12844037],0
p4,1,0.012172,6.285714,[24 51] ; [20 15],[30. 45.] ; [14. 21.],0
p9,1,0.012378,6.255849,[44 31] ; [29  6],[49.77272727 25.22727273] ; [23.22727273 11.77272727],0
p3,1,0.016986,5.697856,[22 56] ; [18 17],[27.61061947 50.38938053] ; [12.38938053 22.61061947],0
p10,1,0.017143,5.681724,[40 35] ; [27  8],[45.68181818 29.31818182] ; [21.31818182 13.68181818],0
p8,1,0.027512,4.85837,[29 48] ; [21 14],[34.375 42.625] ; [15.625 19.375],0
s4,1,0.029668,4.728445,[14 63] ; [13 22],[18.5625 58.4375] ; [ 8.4375 26.5625],0
v4,1,0.034567,4.466459,[61 17] ; [33  2],[64.88495575 13.11504425] ; [29.11504425  5.88495575],0
n4,1,0.035284,4.43137,[41 36] ; [26  9],[46.0625 30.9375] ; [20.9375 14.0625],0
a2,1,0.052507,3.759546,[ 1 77] ; [ 3 32],[ 2.76106195 75.23893805] ; [ 1.23893805 33.76106195],0
a7,1,0.05426,3.704696,[36 42] ; [23 12],[40.72566372 37.27433628] ; [18.27433628 16.72566372],0
r2,1,0.087636,2.917279,[58 20] ; [31  4],[61.43362832 16.56637168] ; [27.56637168  7.43362832],0
u2,1,0.102789,2.661728,[22 32] ; [8 4],[24.54545455 29.45454545] ; [5.45454545 6.54545455],0
a4,1,0.119668,2.421657,[ 9 69] ; [ 8 27],[11.73451327 66.26548673] ; [ 5.26548673 29.73451327],0
p1,1,0.131621,2.273278,[ 6 72] ; [ 6 29],[ 8.28318584 69.71681416] ; [ 3.71681416 31.28318584],0
