Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,2e-06,22.337389,[37 36] ; [81 15],[50.9704142 22.0295858] ; [67.0295858 28.9704142],1
a3,1,8e-06,19.864114,[25 48] ; [66 30],[39.30769231 33.69230769] ; [51.69230769 44.30769231],1
d1,1,1.5e-05,18.762595,[20 54] ; [58 38],[33.95294118 40.04705882] ; [44.04705882 51.95294118],1
d4,1,4.4e-05,16.679175,[47 27] ; [86 10],[57.89411765 16.10588235] ; [75.10588235 20.89411765],1
a6,1,0.000164,14.206183,[32 42] ; [69 27],[43.96470588 30.03529412] ; [57.03529412 38.96470588],1
a4,1,0.000218,13.668582,[12 62] ; [41 55],[23.07058824 50.92941176] ; [29.92941176 66.07058824],1
r1,1,0.00031,13.009098,[40 34] ; [76 19],[50.79289941 23.20710059] ; [65.20710059 29.79289941],1
s6,1,0.000601,11.773668,[21 52] ; [52 42],[31.91017964 41.08982036] ; [41.08982036 52.91017964],1
d2,1,0.002551,9.10343,[16 58] ; [42 54],[25.24705882 48.75294118] ; [32.75294118 63.24705882],0
p3,1,0.00265,9.034011,[15 59] ; [40 55],[24.08284024 49.91715976] ; [30.91715976 64.08284024],0
r4,1,0.009763,6.677574,[50 24] ; [81 15],[57.02352941 16.97647059] ; [73.97647059 22.02352941],0
p4,1,0.012057,6.302498,[21 53] ; [45 50],[28.89940828 45.10059172] ; [37.10059172 57.89940828],0
d3,1,0.012391,6.254001,[38 35] ; [68 28],[45.78698225 27.21301775] ; [60.21301775 35.78698225],0
v2,1,0.015546,5.85354,[27 45] ; [52 40],[34.68292683 37.31707317] ; [44.31707317 47.68292683],0
p8,1,0.044568,4.034924,[23 51] ; [44 51],[29.33727811 44.66272189] ; [37.66272189 57.33727811],0
a7,1,0.045847,3.98721,[46 27] ; [74 22],[51.83431953 21.16568047] ; [68.16568047 27.83431953],0
v3,1,0.046496,3.963518,[12 59] ; [28 64],[17.42331288 53.57668712] ; [22.57668712 69.42331288],0
r3,1,0.058379,3.582837,[64 10] ; [91  5],[67.47058824  6.52941176] ; [87.52941176  8.47058824],0
b5,1,0.061395,3.499281,[52 22] ; [54 42],[46.14117647 27.85882353] ; [59.85882353 36.14117647],0
p12,1,0.069777,3.288258,[ 1 73] ; [ 7 89],[ 3.48235294 70.51764706] ; [ 4.51764706 91.48235294],0
