Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,2e-06,22.337389,[37 36] ; [81 15],[50.9704142 22.0295858] ; [67.0295858 28.9704142],1
p10,1,0.078682,3.091912,[36 36] ; [61 35],[41.57142857 30.42857143] ; [55.42857143 40.57142857],0
p2,1,0.080225,3.060338,[48 25] ; [74 21],[53.01190476 19.98809524] ; [68.98809524 26.01190476],0
a8,1,0.083144,3.002355,[ 6 66] ; [ 2 85],[ 3.62264151 68.37735849] ; [ 4.37735849 82.62264151],0
n4,1,0.114864,2.485989,[20 54] ; [37 59],[24.81176471 49.18823529] ; [32.18823529 63.81176471],0
r2,1,0.132215,2.266298,[62 12] ; [85  8],[65.13772455  8.86227545] ; [81.86227545 11.13772455],0
u3,1,0.167074,1.909003,[22 26] ; [18 11],[24.93506494 23.06493506] ; [15.06493506 13.93506494],0
v4,1,0.177466,1.818721,[63 10] ; [88  7],[65.61309524  7.38690476] ; [85.38690476  9.61309524],0
p5,1,0.181627,1.784261,[ 1 72] ; [ 5 91],[ 2.59171598 70.40828402] ; [ 3.40828402 92.59171598],0
v1,1,0.182864,1.774194,[20 52] ; [35 58],[24. 48.] ; [31. 62.],0
s2,1,0.185964,1.749308,[18 56] ; [32 63],[21.89349112 52.10650888] ; [28.10650888 66.89349112],0
s5,1,0.199316,1.647378,[11 59] ; [22 70],[14.25925926 55.74074074] ; [18.74074074 73.25925926],0
n3,1,0.202621,1.62338,[22  6] ; [17 10],[19.85454545  8.14545455] ; [19.14545455  7.85454545],0
p7,1,0.230279,1.43914,[32 41] ; [50 44],[35.84431138 37.15568862] ; [46.15568862 47.84431138],0
b3,1,0.245411,1.349241,[ 7 29] ; [15 34],[ 9.31764706 26.68235294] ; [12.68235294 36.31764706],0
b2,1,0.245411,1.349241,[ 7 29] ; [15 34],[ 9.31764706 26.68235294] ; [12.68235294 36.31764706],0
s8,1,0.386067,0.751294,[11 63] ; [19 76],[13.13609467 60.86390533] ; [16.86390533 78.13609467],0
p6,1,0.411389,0.674783,[12 61] ; [20 73],[14.07228916 58.92771084] ; [17.92771084 75.07228916],0
p9,1,0.434618,0.610452,[46 27] ; [66 30],[48.37869822 24.62130178] ; [63.62130178 32.37869822],0
u2,1,0.519112,0.415658,[26 22] ; [14 16],[24.61538462 23.38461538] ; [15.38461538 14.61538462],0
b4,1,0.630711,0.231097,[42 32] ; [58 38],[43.52941176 30.47058824] ; [56.47058824 39.52941176],0
n6,1,0.680376,0.169703,[47 27] ; [58 38],[45.70588235 28.29411765] ; [59.29411765 36.70588235],0
b1,1,0.686721,0.162658,[30 44] ; [36 60],[28.72941176 45.27058824] ; [37.27058824 58.72941176],0
s3,1,0.699752,0.14873,[25 47] ; [35 58],[26.18181818 45.81818182] ; [33.81818182 59.18181818],0
s1,1,0.705326,0.14299,[ 4 70] ; [ 4 92],[ 3.48235294 70.51764706] ; [ 4.51764706 91.48235294],0
a1,1,0.705326,0.14299,[ 4 70] ; [ 4 92],[ 3.48235294 70.51764706] ; [ 4.51764706 91.48235294],0
s4,1,0.734672,0.114865,[ 8 66] ; [12 84],[ 8.70588235 65.29411765] ; [11.29411765 84.70588235],0
p11,1,0.775167,0.08158,[47 27] ; [63 33],[47.88235294 26.11764706] ; [62.11764706 33.88235294],0
n2,1,0.775674,0.081203,[17 10] ; [18  9],[17.5  9.5] ; [17.5  9.5],0
n1,1,0.787372,0.072751,[ 6 22] ; [ 5 22],[ 5.6 22.4] ; [ 5.4 21.6],0
p1,1,0.889785,0.019203,[ 5 68] ; [ 6 89],[ 4.7797619 68.2202381] ; [ 6.2202381 88.7797619],0
