Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.49265,[ 3 29] ; [83 36],[18.22516556 13.77483444] ; [67.77483444 51.22516556],1
p9,1,0.0,34.865943,[12 17] ; [107  12],[23.31756757  5.68243243] ; [95.68243243 23.31756757],1
p10,1,0.0,33.336499,[10 21] ; [99 19],[22.67785235  8.32214765] ; [86.32214765 31.67785235],1
p11,1,0.0,28.912212,[11 21] ; [98 21],[23.09933775  8.90066225] ; [85.90066225 33.09933775],1
n6,1,4e-06,21.347938,[15 16] ; [103  16],[24.38666667  6.61333333] ; [93.61333333 25.38666667],1
p2,1,7e-06,20.167219,[12 20] ; [92 25],[22.33557047  9.66442953] ; [81.66442953 35.33557047],1
v4,1,1.8e-05,18.362685,[17 15] ; [103  15],[25.6  6.4] ; [94.4 23.6],1
s6,1,0.000192,13.904349,[ 7 25] ; [68 47],[16.32653061 15.67346939] ; [58.67346939 56.32653061],1
p3,1,0.000869,11.08703,[ 5 27] ; [57 61],[13.22666667 18.77333333] ; [48.77333333 69.22666667],1
a1,1,0.001033,10.76748,[ 7 25] ; [  5 114],[ 2.54304636 29.45695364] ; [  9.45695364 109.54304636],0
s8,1,0.003504,8.524742,[ 3 29] ; [43 76],[ 9.74834437 22.25165563] ; [36.25165563 82.74834437],0
v2,1,0.004985,7.885,[ 6 25] ; [54 60],[12.82758621 18.17241379] ; [47.17241379 66.82758621],0
p8,1,0.00689,7.301511,[ 6 25] ; [54 63],[12.56756757 18.43243243] ; [47.43243243 69.56756757],0
n2,1,0.011033,6.459997,[7 8] ; [31  7],[10.75471698  4.24528302] ; [27.24528302 10.75471698],0
d4,1,0.012205,6.280829,[15 17] ; [84 35],[20.98013245 11.01986755] ; [78.01986755 40.98013245],0
v3,1,0.016012,5.801604,[ 4 28] ; [40 76],[ 9.51351351 22.48648649] ; [34.48648649 81.51351351],0
v1,1,0.023694,5.116905,[ 8 24] ; [54 60],[13.5890411 18.4109589] ; [48.4109589 65.5890411],0
r2,1,0.026982,4.891991,[20 11] ; [96 20],[24.46258503  6.53741497] ; [91.53741497 24.46258503],0
s7,1,0.027174,4.879731,[ 6 24] ; [47 65],[11.1971831 18.8028169] ; [41.8028169 70.1971831],0
s1,1,0.031822,4.608051,[ 3 29] ; [  2 116],[ 1.06666667 30.93333333] ; [  3.93333333 114.06666667],0
n3,1,0.037242,4.339333,[7 8] ; [29  9],[10.18867925  4.81132075] ; [25.81132075 12.18867925],0
s3,1,0.044077,4.053607,[10 22] ; [61 58],[15.04635762 16.95364238] ; [55.95364238 63.04635762],0
p4,1,0.04625,3.972458,[11 21] ; [64 54],[16. 16.] ; [59. 59.],0
a7,1,0.048113,3.906024,[12 20] ; [68 51],[16.95364238 15.04635762] ; [63.04635762 55.95364238],0
p7,1,0.050924,3.810768,[11 21] ; [63 54],[15.89261745 16.10738255] ; [58.10738255 58.89261745],0
s2,1,0.066073,3.377987,[ 8 24] ; [51 68],[12.50331126 19.49668874] ; [46.49668874 72.50331126],0
d3,1,0.068202,3.325783,[11 21] ; [62 56],[15.57333333 16.42666667] ; [57.42666667 60.57333333],0
b3,1,0.084431,2.97747,[12 12] ; [21 48],[ 8.51612903 15.48387097] ; [24.48387097 44.51612903],0
b2,1,0.084431,2.97747,[12 12] ; [21 48],[ 8.51612903 15.48387097] ; [24.48387097 44.51612903],0
