Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,272.88513,[307  81] ; [ 41 241],[201.52835821 186.47164179] ; [146.47164179 135.52835821],1
s6,1,0.0,108.771662,[321  57] ; [131 149],[259.65957447 118.34042553] ; [192.34042553  87.65957447],1
s7,1,0.0,87.478759,[260 115] ; [ 85 181],[201.83307332 173.16692668] ; [143.16692668 122.83307332],1
s8,1,0.0,59.624265,[231 155] ; [ 84 199],[181.74887892 204.25112108] ; [133.25112108 149.74887892],1
s5,1,2e-06,22.184667,[150 217] ; [ 64 212],[122.14307932 244.85692068] ; [ 91.85692068 184.14307932],1
s4,1,0.000189,13.941365,[ 71 313] ; [ 23 256],[ 54.44343891 329.55656109] ; [ 39.55656109 239.44343891],1
p12,1,0.001865,9.677683,[ 46 338] ; [ 14 267],[ 34.64661654 349.35338346] ; [ 25.35338346 255.64661654],0
r2,1,0.017121,5.683959,[372  11] ; [262  19],[365.69578313  17.30421687] ; [268.30421687  12.69578313],0
n5,1,0.024797,5.037985,[340  47] ; [231  52],[329.81641791  57.18358209] ; [241.18358209  41.81641791],0
a6,1,0.034419,4.47376,[250 135] ; [207  78],[262.60447761 122.39552239] ; [194.39552239  90.60447761],0
p7,1,0.036066,4.393994,[261 117] ; [172 109],[248.36722307 129.63277693] ; [184.63277693  96.36722307],0
u4,1,0.036826,4.35843,[ 14 374] ; [  3 282],[  9.80089153 378.19910847] ; [  7.19910847 277.80089153],0
b1,1,0.046509,3.963061,[167 221] ; [101 184],[154.50817236 233.49182764] ; [113.49182764 171.50817236],0
p6,1,0.070179,3.278819,[165 217] ; [101 178],[153.72465961 228.27534039] ; [112.27534039 166.72465961],0
s1,1,0.07884,3.088652,[ 18 365] ; [  6 276],[ 13.82255639 369.17744361] ; [ 10.17744361 271.82255639],0
p10,1,0.085496,2.957189,[330  55] ; [226  54],[321.89473684  63.10526316] ; [234.10526316  45.89473684],0
a3,1,0.091235,2.852441,[295  92] ; [200  84],[285.49180328 101.50819672] ; [209.50819672  74.49180328],0
p2,1,0.111789,2.528747,[335  51] ; [233  50],[327.72496263  58.27503737] ; [240.27503737  42.72496263],0
p9,1,0.117441,2.451124,[338  48] ; [234  47],[331.02248876  54.97751124] ; [240.97751124  40.02248876],0
r4,1,0.122598,2.383812,[367  21] ; [261  24],[362.0564636  25.9435364] ; [265.9435364  19.0564636],0
d1,1,0.123803,2.36854,[246 142] ; [164 121],[236.37444279 151.62555721] ; [173.62555721 111.37444279],0
r1,1,0.12875,2.307514,[328  59] ; [228  56],[320.67362146  66.32637854] ; [235.32637854  48.67362146],0
p5,1,0.134409,2.240831,[ 57 326] ; [ 31 253],[ 50.53073463 332.46926537] ; [ 37.46926537 246.53073463],0
n1,1,0.149012,2.08234,[31 32] ; [21 37],[27.07438017 35.92561983] ; [24.92561983 33.07438017],0
v4,1,0.157264,2.000335,[373  13] ; [269  16],[369.31743666  16.68256334] ; [272.68256334  12.31743666],0
p3,1,0.159215,1.981662,[215 170] ; [143 141],[206.02391629 178.97608371] ; [151.97608371 132.02391629],0
u3,1,0.179479,1.801934,[58 35] ; [44 40],[53.59322034 39.40677966] ; [48.40677966 35.59322034],0
d3,1,0.196166,1.670691,[274 112] ; [189  96],[266.34575261 119.65424739] ; [196.65424739  88.34575261],0
n2,1,0.207709,1.58732,[52 12] ; [43 17],[49.03225806 14.96774194] ; [45.96774194 14.03225806],0
p4,1,0.232699,1.424286,[250 135] ; [171 112],[242.64221557 142.35778443] ; [178.35778443 104.64221557],0
u1,1,0.261639,1.260066,[ 83 305] ; [ 51 234],[ 77.25408618 310.74591382] ; [ 56.74591382 228.25408618],0
a7,1,0.298754,1.079747,[271 116] ; [210  75],[277.00446429 109.99553571] ; [203.99553571  81.00446429],0
b5,1,0.300874,1.070318,[227 161] ; [178 107],[233.49182764 154.50817236] ; [171.50817236 113.49182764],0
v3,1,0.313538,1.015715,[166 208] ; [112 165],[159.71121352 214.28878648] ; [118.28878648 158.71121352],0
a8,1,0.381973,0.764341,[ 65 297] ; [ 38 211],[ 61.02454992 300.97545008] ; [ 41.97545008 207.02454992],0
u2,1,0.40476,0.69414,[54 39] ; [43 40],[51.25568182 41.74431818] ; [45.74431818 37.25568182],0
p11,1,0.408382,0.683507,[324  64] ; [231  54],[319.97028232  68.02971768] ; [235.02971768  49.97028232],0
n6,1,0.426223,0.633093,[346  40] ; [249  35],[342.79104478  43.20895522] ; [252.20895522  31.79104478],0
a1,1,0.475584,0.508973,[ 21 367] ; [ 12 273],[ 19.02526003 368.97473997] ; [ 13.97473997 271.02526003],0
d2,1,0.492233,0.471642,[202 184] ; [141 143],[197.60895522 188.39104478] ; [145.39104478 138.60895522],0
a2,1,0.511443,0.431114,[104 284] ; [ 70 215],[100.31500743 287.68499257] ; [ 73.68499257 211.31500743],0
a5,1,0.520213,0.413471,[294  94] ; [222  63],[297.4858841  90.5141159] ; [218.5141159  66.4858841],0
n3,1,0.571804,0.319673,[48 16] ; [46 12],[49.31147541 14.68852459] ; [44.68852459 13.31147541],0
a4,1,0.623642,0.240782,[182 205] ; [139 145],[185.13710879 201.86289121] ; [135.86289121 148.13710879],0
p8,1,0.680298,0.169791,[210 174] ; [147 130],[207.39485628 176.60514372] ; [149.60514372 127.39485628],0
v1,1,0.717652,0.130753,[215 159] ; [157 123],[212.73394495 161.26605505] ; [159.26605505 120.73394495],0
d4,1,0.729326,0.119731,[324  61] ; [237  48],[322.36567164  62.63432836] ; [238.63432836  46.36567164],0
d5,1,0.73097,0.118223,[319  66] ; [239  46],[320.64179104  64.35820896] ; [237.35820896  47.64179104],0
b4,1,0.76603,0.088549,[225 163] ; [162 123],[223.11441308 164.88558692] ; [163.88558692 121.11441308],0
b3,1,0.766235,0.088389,[ 95 152] ; [ 71 107],[ 96.47529412 150.52470588] ; [ 69.52470588 108.47529412],0
b2,1,0.766235,0.088389,[ 95 152] ; [ 71 107],[ 96.47529412 150.52470588] ; [ 69.52470588 108.47529412],0
v2,1,0.841899,0.039786,[216 156] ; [163 114],[217.23882897 154.76117103] ; [161.76117103 115.23882897],0
p1,1,0.905666,0.014044,[ 35 351] ; [ 25 259],[ 34.56716418 351.43283582] ; [ 25.43283582 258.56716418],0
