Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.028108,4.821429,[13  3] ; [1 3],[11.2  4.8] ; [2.8 1.2],0
p10,1,0.028108,4.821429,[13  3] ; [1 3],[11.2  4.8] ; [2.8 1.2],0
d4,1,0.028395,4.803922,[15  1] ; [2 2],[13.6  2.4] ; [3.4 0.6],0
s6,1,0.093533,2.8125,[14  2] ; [2 2],[12.8  3.2] ; [3.2 0.8],0
p9,1,0.110149,2.552083,[11  5] ; [1 3],[9.6 6.4] ; [2.4 1.6],0
v4,1,0.110149,2.552083,[11  5] ; [1 3],[9.6 6.4] ; [2.4 1.6],0
s4,1,0.196706,1.666667,[ 3 13] ; [2 2],[ 4. 12.] ; [1. 3.],0
p3,1,0.263552,1.25,[7 9] ; [3 1],[8. 8.] ; [2. 2.],0
s1,1,0.263552,1.25,[ 1 15] ; [1 3],[ 1.6 14.4] ; [0.4 3.6],0
p2,1,0.329114,0.952381,[12  4] ; [2 2],[11.2  4.8] ; [2.8 1.2],0
v2,1,0.368688,0.808081,[8 8] ; [1 3],[7.2 8.8] ; [1.8 2.2],0
d5,1,0.368688,0.808081,[8 8] ; [1 3],[7.2 8.8] ; [1.8 2.2],0
a6,1,0.368688,0.808081,[8 8] ; [3 1],[8.8 7.2] ; [2.2 1.8],0
s3,1,0.481924,0.494505,[11  5] ; [2 2],[10.4  5.6] ; [2.6 1.4],0
d3,1,0.493563,0.46875,[9 7] ; [3 1],[9.6 6.4] ; [2.4 1.6],0
b4,1,0.493563,0.46875,[7 9] ; [1 3],[6.4 9.6] ; [1.6 2.4],0
a4,1,0.531168,0.392157,[ 2 14] ; [1 3],[ 2.4 13.6] ; [0.6 3.4],0
s7,1,0.580543,0.305357,[6 9] ; [1 3],[5.52631579 9.47368421] ; [1.47368421 2.52631579],0
p6,1,0.639207,0.21978,[ 6 10] ; [1 3],[ 5.6 10.4] ; [1.4 2.6],0
p7,1,0.639207,0.21978,[10  6] ; [3 1],[10.4  5.6] ; [2.6 1.4],0
n4,1,0.639207,0.21978,[10  6] ; [3 1],[10.4  5.6] ; [2.6 1.4],0
d1,1,0.639207,0.21978,[ 6 10] ; [1 3],[ 5.6 10.4] ; [1.4 2.6],0
n5,1,0.648077,0.208333,[10  6] ; [2 2],[9.6 6.4] ; [2.4 1.6],0
r1,1,0.80725,0.059524,[ 5 11] ; [1 3],[ 4.8 11.2] ; [1.2 2.8],0
v3,1,0.80725,0.059524,[ 5 11] ; [1 3],[ 4.8 11.2] ; [1.2 2.8],0
a7,1,0.80725,0.059524,[ 5 11] ; [1 3],[ 4.8 11.2] ; [1.2 2.8],0
v1,1,0.822187,0.050505,[7 9] ; [2 2],[7.2 8.8] ; [1.8 2.2],0
p8,1,0.822187,0.050505,[7 9] ; [2 2],[7.2 8.8] ; [1.8 2.2],0
a3,1,0.822187,0.050505,[9 7] ; [2 2],[8.8 7.2] ; [2.2 1.8],0
b1,1,0.822187,0.050505,[9 7] ; [2 2],[8.8 7.2] ; [2.2 1.8],0
p4,1,1.0,0.0,[12  4] ; [3 1],[12.  4.] ; [3. 1.],0
a5,1,1.0,0.0,[8 8] ; [2 2],[8. 8.] ; [2. 2.],0
