Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000285,13.167959,[12  6] ; [20 66],[ 5.53846154 12.46153846] ; [26.46153846 59.53846154],1
s7,1,0.000408,12.497047,[10  7] ; [15 68],[ 4.25 12.75] ; [20.75 62.25],1
s4,1,0.012068,6.300893,[ 8 10] ; [15 71],[ 3.98076923 14.01923077] ; [19.01923077 66.98076923],0
s6,1,0.018369,5.560645,[11  6] ; [29 56],[ 6.66666667 10.33333333] ; [33.33333333 51.66666667],0
s3,1,0.021064,5.321487,[11  7] ; [27 57],[ 6.70588235 11.29411765] ; [31.29411765 52.70588235],0
b4,1,0.029811,4.720165,[15  3] ; [48 38],[10.90384615  7.09615385] ; [52.09615385 33.90384615],0
b5,1,0.038397,4.287361,[ 7 11] ; [56 30],[10.90384615  7.09615385] ; [52.09615385 33.90384615],0
p5,1,0.051724,3.784668,[ 3 14] ; [ 4 82],[ 1.15533981 15.84466019] ; [ 5.84466019 80.15533981],0
n5,1,0.06113,3.506449,[ 7 11] ; [54 32],[10.55769231  7.44230769] ; [50.44230769 35.55769231],0
n4,1,0.112804,2.514495,[ 7 11] ; [51 35],[10.03846154  7.96153846] ; [47.96153846 38.03846154],0
u3,1,0.11962,2.422293,[7 6] ; [17 38],[4.58823529 8.41176471] ; [19.41176471 35.58823529],0
d4,1,0.197689,1.659369,[12  6] ; [43 43],[9.51923077 8.48076923] ; [45.48076923 40.51923077],0
d5,1,0.205494,1.602889,[11  7] ; [38 47],[8.5631068 9.4368932] ; [40.4368932 44.5631068],0
p8,1,0.211402,1.561797,[ 4 13] ; [34 52],[ 6.27184466 10.72815534] ; [31.72815534 54.27184466],0
u1,1,0.217192,1.522825,[ 1 17] ; [ 1 85],[ 0.34615385 17.65384615] ; [ 1.65384615 84.34615385],0
u2,1,0.218715,1.512783,[8 5] ; [23 31],[6.01492537 6.98507463] ; [24.98507463 29.01492537],0
n2,1,0.230918,1.4352,[5 1] ; [16 12],[3.70588235 2.29411765] ; [17.29411765 10.70588235],0
v3,1,0.333405,0.935629,[ 3 14] ; [25 61],[ 4.62135922 12.37864078] ; [23.37864078 62.62135922],0
v4,1,0.372263,0.796098,[15  2] ; [67 18],[13.66666667  3.33333333] ; [68.33333333 16.66666667],0
d3,1,0.374068,0.790108,[10  8] ; [37 47],[8.29411765 9.70588235] ; [38.70588235 45.29411765],0
a4,1,0.382279,0.76336,[ 1 17] ; [11 75],[ 2.07692308 15.92307692] ; [ 9.92307692 76.07692308],0
n3,1,0.406186,0.689935,[3 3] ; [19  9],[3.88235294 2.11764706] ; [18.11764706  9.88235294],0
p9,1,0.428148,0.627842,[13  4] ; [56 28],[11.61386139  5.38613861] ; [57.38613861 26.61386139],0
s1,1,0.456558,0.554319,[ 1 17] ; [ 2 84],[ 0.51923077 17.48076923] ; [ 2.48076923 83.51923077],0
v1,1,0.493009,0.469953,[ 7 10] ; [28 58],[ 5.77669903 11.22330097] ; [29.22330097 56.77669903],0
p3,1,0.495148,0.465321,[ 4 14] ; [26 60],[ 5.19230769 12.80769231] ; [24.80769231 61.19230769],0
p4,1,0.503339,0.44789,[ 8 10] ; [31 55],[ 6.75 11.25] ; [32.25 53.75],0
r2,1,0.51863,0.416616,[12  6] ; [63 22],[13.10679612  4.89320388] ; [61.89320388 23.10679612],0
d2,1,0.52442,0.405192,[ 5 13] ; [18 68],[ 3.98076923 14.01923077] ; [19.01923077 66.98076923],0
p2,1,0.578321,0.308957,[13  4] ; [60 26],[12.04854369  4.95145631] ; [60.95145631 25.04854369],0
a3,1,0.600113,0.274825,[ 5 12] ; [31 55],[ 5.94174757 11.05825243] ; [30.05825243 55.94174757],0
r3,1,0.60822,0.262775,[15  3] ; [67 19],[14.19230769  3.80769231] ; [67.80769231 18.19230769],0
p10,1,0.625589,0.23809,[11  6] ; [49 35],[10.0990099  6.9009901] ; [49.9009901 34.0990099],0
p1,1,0.628631,0.233922,[ 2 15] ; [ 7 79],[ 1.48543689 15.51456311] ; [ 7.51456311 78.48543689],0
v2,1,0.684181,0.165457,[ 5 12] ; [29 55],[ 5.72277228 11.27722772] ; [28.27722772 55.72277228],0
p11,1,0.688017,0.16124,[12  6] ; [53 33],[11.25  6.75] ; [53.75 32.25],0
a6,1,0.699472,0.149021,[ 8 10] ; [34 52],[ 7.26923077 10.73076923] ; [34.73076923 51.26923077],0
s8,1,0.72324,0.125409,[ 4 14] ; [16 70],[ 3.46153846 14.53846154] ; [16.53846154 69.46153846],0
r4,1,0.734458,0.115058,[10  8] ; [44 42],[9.34615385 8.65384615] ; [44.65384615 41.34615385],0
a8,1,0.750608,0.101021,[ 1 15] ; [ 7 74],[ 1.31958763 14.68041237] ; [ 6.68041237 74.31958763],0
a7,1,0.769863,0.085588,[10  8] ; [44 41],[9.4368932 8.5631068] ; [44.5631068 40.4368932],0
n6,1,0.795483,0.067183,[12  6] ; [60 26],[12.46153846  5.53846154] ; [59.53846154 26.46153846],0
p7,1,0.82494,0.048927,[8 9] ; [42 42],[8.41584158 8.58415842] ; [41.58415842 42.41584158],0
d1,1,0.846573,0.03744,[ 3 15] ; [16 70],[ 3.28846154 14.71153846] ; [15.71153846 70.28846154],0
a1,1,0.870439,0.026602,[ 1 17] ; [ 4 82],[ 0.86538462 17.13461538] ; [ 4.13461538 81.86538462],0
b2,1,0.944921,0.004773,[3 8] ; [15 38],[3.09375 7.90625] ; [14.90625 38.09375],0
b3,1,0.944921,0.004773,[3 8] ; [15 38],[3.09375 7.90625] ; [14.90625 38.09375],0
n1,1,0.954891,0.0032,[2 4] ; [ 9 19],[1.94117647 4.05882353] ; [ 9.05882353 18.94117647],0
p12,1,0.965896,0.001828,[ 1 17] ; [ 5 81],[ 1.03846154 16.96153846] ; [ 4.96153846 81.03846154],0
b1,1,0.96731,0.00168,[ 7 11] ; [33 53],[ 6.92307692 11.07692308] ; [33.07692308 52.92307692],0
p6,1,0.972689,0.001172,[ 5 13] ; [23 61],[ 4.94117647 13.05882353] ; [23.05882353 60.94117647],0
