Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,87.207738,[277  67] ; [43 80],[235.71734475 108.28265525] ; [84.28265525 38.71734475],1
d3,1,0.0,35.693393,[276  69] ; [64 59],[250.64102564  94.35897436] ; [89.35897436 33.64102564],1
a2,1,0.0,28.12586,[117 230] ; [ 11 112],[ 94.50212766 252.49787234] ; [33.49787234 89.50212766],1
u1,1,8e-06,19.833595,[ 92 255] ; [  9 114],[ 74.56808511 272.43191489] ; [26.43191489 96.56808511],1
b5,1,4.6e-05,16.620994,[220 127] ; [52 71],[200.81702128 146.18297872] ; [71.18297872 51.81702128],1
p4,1,0.011628,6.366661,[253  93] ; [75 48],[241.97867804 104.02132196] ; [86.02132196 36.97867804],0
p9,1,0.022162,5.233056,[310  35] ; [100  22],[302.89079229  42.10920771] ; [107.10920771  14.89079229],0
s5,1,0.029297,4.75008,[127 213] ; [58 61],[137.03703704 202.96296296] ; [47.96296296 71.03703704],0
d1,1,0.034334,4.47799,[229 118] ; [68 55],[219.27446809 127.72553191] ; [77.72553191 45.27446809],0
s8,1,0.047651,3.92226,[161 182] ; [70 52],[170.39354839 172.60645161] ; [60.60645161 61.39354839],0
v4,1,0.057223,3.616088,[338   6] ; [116   6],[335.1416309   8.8583691] ; [118.8583691   3.1416309],0
p1,1,0.063042,3.455493,[ 36 308] ; [  6 117],[ 30.9379015 313.0620985] ; [ 11.0620985 111.9379015],0
b1,1,0.06765,3.339131,[131 216] ; [58 65],[139.53829787 207.46170213] ; [49.46170213 73.53829787],0
b2,1,0.081205,3.040623,[ 77 135] ; [38 42],[ 83.49315068 128.50684932] ; [31.50684932 48.49315068],0
b3,1,0.081205,3.040623,[ 77 135] ; [38 42],[ 83.49315068 128.50684932] ; [31.50684932 48.49315068],0
v2,1,0.088625,2.899172,[213 119] ; [67 54],[205.20971302 126.79028698] ; [74.79028698 46.20971302],0
r2,1,0.100009,2.705406,[335   9] ; [114   7],[332.16344086  11.83655914] ; [116.83655914   4.16344086],0
u3,1,0.133136,2.255547,[51 29] ; [16 17],[47.43362832 32.56637168] ; [19.56637168 13.43362832],0
s4,1,0.134336,2.241664,[ 52 289] ; [26 97],[ 57.32327586 283.67672414] ; [ 20.67672414 102.32327586],0
s7,1,0.166099,1.917799,[177 153] ; [72 46],[183.41517857 146.58482143] ; [65.58482143 52.41517857],0
p12,1,0.206958,1.592578,[ 33 314] ; [  7 114],[ 29.65811966 317.34188034] ; [ 10.34188034 110.65811966],0
u4,1,0.207911,1.585911,[  5 342] ; [  4 119],[  6.64468085 340.35531915] ; [  2.35531915 120.64468085],0
s6,1,0.211266,1.562727,[247  94] ; [79 40],[241.66521739  99.33478261] ; [84.33478261 34.66521739],0
p10,1,0.216317,1.528638,[305  42] ; [101  20],[301.02991453  45.97008547] ; [104.97008547  16.02991453],0
b4,1,0.218002,1.517474,[200 147] ; [63 60],[194.17234043 152.82765957] ; [68.82765957 54.17234043],0
n3,1,0.2278,1.454545,[46  9] ; [18  7],[44. 11.] ; [20.  5.],0
a5,1,0.24319,1.362008,[277  70] ; [92 31],[272.43191489  74.56808511] ; [96.56808511 26.43191489],0
a8,1,0.263732,1.249063,[ 59 246] ; [17 99],[ 55.05938242 249.94061758] ; [20.94061758 95.05938242],0
p8,1,0.305918,1.048217,[240 104] ; [79 43],[235.48497854 108.51502146] ; [83.51502146 38.48497854],0
s3,1,0.326994,0.960768,[199 142] ; [78 45],[203.57112069 137.42887931] ; [73.42887931 49.57112069],0
a1,1,0.335283,0.928383,[ 15 332] ; [  8 115],[ 16.98085106 330.01914894] ; [  6.01914894 116.98085106],0
u2,1,0.399075,0.711111,[47 33] ; [16 16],[45. 35.] ; [18. 14.],0
r4,1,0.409489,0.680283,[338   9] ; [118   5],[336.66382979  10.33617021] ; [119.33617021   3.66382979],0
d5,1,0.412921,0.670375,[291  54] ; [99 23],[288.11563169  56.88436831] ; [101.88436831  20.11563169],0
a3,1,0.417886,0.656254,[265  80] ; [90 33],[261.69871795  83.30128205] ; [93.30128205 29.69871795],0
n5,1,0.422428,0.64355,[268  77] ; [99 23],[271.124197  73.875803] ; [95.875803 26.124197],0
p2,1,0.465509,0.532616,[317  29] ; [110  13],[315.01492537  30.98507463] ; [111.98507463  11.01492537],0
v3,1,0.474723,0.510961,[141 190] ; [57 66],[144.35682819 186.64317181] ; [53.64317181 69.35682819],0
d4,1,0.535353,0.38422,[296  49] ; [101  20],[293.91630901  51.08369099] ; [103.08369099  17.91630901],0
a4,1,0.539132,0.377151,[170 176] ; [56 66],[167.08547009 178.91452991] ; [58.91452991 63.08547009],0
n1,1,0.57125,0.320595,[16 38] ; [ 9 16],[17.08860759 36.91139241] ; [ 7.91139241 17.08860759],0
r3,1,0.630458,0.231441,[338   6] ; [120   3],[337.37044968   6.62955032] ; [120.62955032   2.37044968],0
p3,1,0.633848,0.226879,[211 135] ; [72 51],[208.7803838 137.2196162] ; [74.2196162 48.7803838],0
n4,1,0.656371,0.197962,[278  69] ; [100  22],[279.67164179  67.32835821] ; [98.32835821 23.67164179],0
d2,1,0.686179,0.163253,[175 170] ; [65 58],[176.92307692 168.07692308] ; [63.07692308 59.92307692],0
v1,1,0.68759,0.161707,[198 142] ; [73 48],[199.86984816 140.13015184] ; [71.13015184 49.86984816],0
s2,1,0.697419,0.151171,[186 158] ; [64 59],[184.15417559 159.84582441] ; [65.84582441 57.15417559],0
p5,1,0.703566,0.144788,[ 49 297] ; [ 19 103],[ 50.27350427 295.72649573] ; [ 17.72649573 104.27350427],0
s1,1,0.706323,0.141977,[  9 334] ; [  4 118],[  9.58924731 333.41075269] ; [  3.41075269 118.58924731],0
p6,1,0.766311,0.08833,[169 177] ; [61 60],[170.40685225 175.59314775] ; [59.59314775 61.40685225],0
p11,1,0.799893,0.064255,[290  57] ; [104  19],[290.8893617  56.1106383] ; [103.1106383  19.8893617],0
n6,1,0.820107,0.051714,[298  45] ; [105  17],[297.26666667  45.73333333] ; [105.73333333  16.26666667],0
n2,1,0.853807,0.033953,[43 12] ; [20  5],[43.3125 11.6875] ; [19.6875  5.3125],0
