Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.320784,[13 64] ; [10  1],[20.125 56.875] ; [2.875 8.125],1
p5,1,7.9e-05,15.582977,[ 1 79] ; [3 8],[ 3.51648352 76.48351648] ; [ 0.48351648 10.51648352],1
s3,1,0.001152,10.566349,[25 55] ; [9 2],[29.89010989 50.10989011] ; [4.10989011 6.89010989],0
p10,1,0.003576,8.487723,[33 47] ; [9 1],[37.33333333 42.66666667] ; [4.66666667 5.33333333],0
p11,1,0.004307,8.149639,[30 52] ; [9 2],[34.38709677 47.61290323] ; [4.61290323 6.38709677],0
s2,1,0.010248,6.591277,[16 66] ; [6 5],[19.39784946 62.60215054] ; [2.60215054 8.39784946],0
s6,1,0.013342,6.123146,[22 60] ; [7 4],[25.56989247 56.43010753] ; [3.43010753 7.56989247],0
p9,1,0.021765,5.264487,[35 43] ; [9 2],[38.56179775 39.43820225] ; [5.43820225 5.56179775],0
p6,1,0.025347,5.0,[ 6 74] ; [3 7],[ 8. 72.] ; [1. 9.],0
d4,1,0.056562,3.635428,[50 31] ; [10  1],[52.82608696 28.17391304] ; [7.17391304 3.82608696],0
n2,1,0.061514,3.496098,[20 22] ; [6 1],[22.28571429 19.71428571] ; [3.71428571 3.28571429],0
n1,1,0.070701,3.266667,[10 32] ; [4 3],[12. 30.] ; [2. 5.],0
p2,1,0.071083,3.257837,[35 45] ; [8 3],[37.8021978 42.1978022] ; [5.1978022 5.8021978],0
v4,1,0.079115,3.082985,[42 36] ; [9 2],[44.69662921 33.30337079] ; [6.30337079 4.69662921],0
u3,1,0.114179,2.495411,[ 9 28] ; [2 1],[10.175 26.825] ; [0.825 2.175],0
n4,1,0.129214,2.301926,[47 34] ; [9 2],[49.30434783 31.69565217] ; [6.69565217 4.30434783],0
r3,1,0.135756,2.225414,[38 40] ; [8 3],[40.31460674 37.68539326] ; [5.68539326 5.31460674],0
v2,1,0.142667,2.148957,[25 53] ; [6 5],[27.16853933 50.83146067] ; [3.83146067 7.16853933],0
p7,1,0.155079,2.021566,[18 61] ; [4 5],[19.75 59.25] ; [2.25 6.75],0
d1,1,0.187123,1.740128,[28 54] ; [6 5],[29.97849462 52.02150538] ; [4.02150538 6.97849462],0
b3,1,0.222023,1.491246,[19 24] ; [2 7],[17.36538462 25.63461538] ; [3.63461538 5.36538462],0
b2,1,0.222023,1.491246,[19 24] ; [2 7],[17.36538462 25.63461538] ; [3.63461538 5.36538462],0
r1,1,0.248583,1.331249,[23 58] ; [5 6],[24.65217391 56.34782609] ; [3.34782609 7.65217391],0
d3,1,0.263252,1.251573,[37 44] ; [7 4],[38.73913043 42.26086957] ; [5.26086957 5.73913043],0
v3,1,0.264633,1.244356,[17 63] ; [4 7],[18.46153846 61.53846154] ; [2.53846154 8.46153846],0
n3,1,0.26762,1.228905,[20 21] ; [5 2],[21.35416667 19.64583333] ; [3.64583333 3.35416667],0
d5,1,0.293928,1.101541,[46 36] ; [8 3],[47.61290323 34.38709677] ; [6.38709677 4.61290323],0
p8,1,0.293943,1.101474,[12 69] ; [3 8],[13.20652174 67.79347826] ; [1.79347826 9.20652174],0
a3,1,0.298802,1.079531,[45 35] ; [8 3],[46.59340659 33.40659341] ; [6.40659341 4.59340659],0
n6,1,0.334316,0.932106,[38 41] ; [7 4],[39.5 39.5] ; [5.5 5.5],0
n5,1,0.374058,0.790139,[47 33] ; [8 3],[48.35164835 31.64835165] ; [6.64835165 4.35164835],0
v1,1,0.390713,0.736722,[24 55] ; [4 5],[25.13636364 53.86363636] ; [2.86363636 6.13636364],0
b4,1,0.406909,0.687814,[49 33] ; [8 3],[50.25806452 31.74193548] ; [6.74193548 4.25806452],0
b1,1,0.438624,0.599879,[40 42] ; [4 7],[38.79569892 43.20430108] ; [5.20430108 5.79569892],0
a2,1,0.487092,0.482944,[ 9 73] ; [2 9],[ 9.69892473 72.30107527] ; [1.30107527 9.69892473],0
a7,1,0.487258,0.482576,[42 38] ; [7 4],[43.07692308 36.92307692] ; [5.92307692 5.07692308],0
s4,1,0.499109,0.456831,[14 68] ; [ 1 10],[13.22580645 68.77419355] ; [1.77419355 9.22580645],0
a5,1,0.556114,0.346478,[37 45] ; [6 5],[37.91397849 44.08602151] ; [5.08602151 5.91397849],0
p3,1,0.601524,0.272703,[10 70] ; [2 9],[10.54945055 69.45054945] ; [1.45054945 9.54945055],0
s5,1,0.668095,0.183838,[12 69] ; [2 8],[12.46153846 68.53846154] ; [1.53846154 8.46153846],0
a1,1,0.687927,0.161339,[11 71] ; [ 1 10],[10.58064516 71.41935484] ; [1.41935484 9.58064516],0
