Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00074,11.38634,[22 46] ; [19  8],[29.34736842 38.65263158] ; [11.65263158 15.34736842],1
s6,1,0.003861,8.347826,[40 29] ; [24  3],[46. 23.] ; [18.  9.],0
p5,1,0.018079,5.588501,[ 7 62] ; [ 8 19],[10.78125 58.21875] ; [ 4.21875 22.78125],0
r1,1,0.026759,4.90629,[42 26] ; [23  4],[46.52631579 21.47368421] ; [18.47368421  8.52631579],0
s3,1,0.046492,3.963668,[32 35] ; [19  8],[36.35106383 30.64893617] ; [14.64893617 12.35106383],0
a3,1,0.062742,3.463382,[26 42] ; [16 11],[30.06315789 37.93684211] ; [11.93684211 15.06315789],0
s7,1,0.062993,3.456769,[25 40] ; [14  9],[28.80681818 36.19318182] ; [10.19318182 12.80681818],0
d4,1,0.09228,2.834138,[44 25] ; [22  5],[47.4375 21.5625] ; [18.5625  8.4375],0
d3,1,0.10512,2.6261,[36 33] ; [19  8],[39.53125 29.46875] ; [15.46875 11.53125],0
p10,1,0.108694,2.573101,[47 21] ; [23  4],[50.10526316 17.89473684] ; [19.89473684  7.10526316],0
s1,1,0.120814,2.406734,[ 1 68] ; [ 2 24],[ 2.17894737 66.82105263] ; [ 0.82105263 25.17894737],0
p4,1,0.1494,2.078368,[49 20] ; [23  4],[51.75 17.25] ; [20.25  6.75],0
p11,1,0.151049,2.061625,[46 23] ; [22  5],[48.875 20.125] ; [19.125  7.875],0
p6,1,0.159159,1.982199,[24 43] ; [13 12],[26.94565217 40.05434783] ; [10.05434783 14.94565217],0
a7,1,0.182899,1.773911,[52 16] ; [17 10],[49.38947368 18.61052632] ; [19.61052632  7.38947368],0
u3,1,0.199002,1.649683,[22 21] ; [8 3],[23.88888889 19.11111111] ; [6.11111111 4.88888889],0
p2,1,0.212708,1.552896,[57 12] ; [25  2],[58.9375 10.0625] ; [23.0625  3.9375],0
p9,1,0.224483,1.475479,[50 18] ; [23  4],[52.25263158 15.74736842] ; [20.74736842  6.25263158],0
n1,1,0.317311,1.0,[5 7] ; [4 2],[6. 6.] ; [3. 3.],0
s4,1,0.318873,0.993563,[10 59] ; [ 6 20],[11.62105263 57.37894737] ; [ 4.37894737 21.62105263],0
u1,1,0.320225,0.988028,[ 2 67] ; [ 2 25],[ 2.875 66.125] ; [ 1.125 25.875],0
p7,1,0.330799,0.945768,[52 17] ; [17  9],[50.11578947 18.88421053] ; [18.88421053  7.11578947],0
a4,1,0.345356,0.890447,[12 57] ; [ 7 20],[13.65625 55.34375] ; [ 5.34375 21.65625],0
n5,1,0.358924,0.841653,[50 19] ; [22  5],[51.75 17.25] ; [20.25  6.75],0
r3,1,0.419874,0.650667,[63  6] ; [25  1],[63.91578947  5.08421053] ; [24.08421053  1.91578947],0
n3,1,0.422678,0.642857,[10  2] ; [4 2],[9.33333333 2.66666667] ; [4.66666667 1.33333333],0
d2,1,0.434726,0.610163,[18 51] ; [ 5 22],[16.53125 52.46875] ; [ 6.46875 20.53125],0
a6,1,0.4512,0.567636,[35 34] ; [16 11],[36.65625 32.34375] ; [14.34375 12.65625],0
u2,1,0.463236,0.538064,[21 20] ; [7 4],[22.07692308 18.92307692] ; [5.92307692 5.07692308],0
a1,1,0.48684,0.483503,[ 1 68] ; [ 1 26],[ 1.4375 67.5625] ; [ 0.5625 26.4375],0
b5,1,0.500296,0.454308,[41 28] ; [14 13],[39.53125 29.46875] ; [15.46875 11.53125],0
b1,1,0.54236,0.371183,[26 43] ; [12 15],[27.3125 41.6875] ; [10.6875 16.3125],0
d5,1,0.593746,0.284532,[50 19] ; [21  6],[51.03125 17.96875] ; [19.96875  7.03125],0
n6,1,0.625245,0.238564,[59 10] ; [22  5],[58.21875 10.78125] ; [22.78125  4.21875],0
v1,1,0.626523,0.236806,[33 33] ; [15 12],[34.06451613 31.93548387] ; [13.93548387 13.06451613],0
d1,1,0.6816,0.168331,[25 44] ; [11 16],[25.875 43.125] ; [10.125 16.875],0
n4,1,0.694188,0.154589,[51 18] ; [21  6],[51.75 17.25] ; [20.25  6.75],0
v3,1,0.734634,0.114899,[25 40] ; [11 15],[25.71428571 39.28571429] ; [10.28571429 15.71428571],0
p1,1,0.760705,0.092754,[12 57] ; [ 4 23],[11.5 57.5] ; [ 4.5 22.5],0
p12,1,0.769478,0.085883,[ 4 65] ; [ 2 25],[ 4.3125 64.6875] ; [ 1.6875 25.3125],0
r4,1,0.796873,0.066253,[60  9] ; [24  3],[60.375  8.625] ; [23.625  3.375],0
p8,1,0.807389,0.059436,[39 30] ; [16 11],[39.53125 29.46875] ; [15.46875 11.53125],0
a8,1,0.838486,0.041547,[ 6 58] ; [ 2 23],[ 5.75280899 58.24719101] ; [ 2.24719101 22.75280899],0
r2,1,0.889187,0.019414,[62  7] ; [24  3],[61.8125  7.1875] ; [24.1875  2.8125],0
s8,1,0.89307,0.018069,[24 45] ; [ 9 18],[23.71875 45.28125] ; [ 9.28125 17.71875],0
v2,1,0.988015,0.000226,[29 36] ; [12 15],[28.9673913 36.0326087] ; [12.0326087 14.9673913],0
b4,1,0.988476,0.000209,[41 28] ; [16 11],[40.96875 28.03125] ; [16.03125 10.96875],0
