Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.632029,[42 49] ; [75 18],[57.86413043 33.13586957] ; [59.13586957 33.86413043],1
p8,1,0.001335,10.293959,[46 45] ; [67 24],[56.5 34.5] ; [56.5 34.5],0
p5,1,0.001596,9.964286,[12 81] ; [30 63],[21. 72.] ; [21. 72.],0
n6,1,0.003118,8.737073,[76 15] ; [87  3],[81.95027624  9.04972376] ; [81.04972376  8.95027624],0
v1,1,0.003226,8.675008,[48 44] ; [68 25],[57.68648649 34.31351351] ; [58.31351351 34.68648649],0
s8,1,0.009356,6.753569,[61 32] ; [75 16],[68.73913043 24.26086957] ; [67.26086957 23.73913043],0
n5,1,0.017818,5.613908,[69 22] ; [82 10],[75.08743169 15.91256831] ; [75.91256831 16.08743169],0
p4,1,0.023417,5.137322,[58 34] ; [72 20],[65. 27.] ; [65. 27.],0
a1,1,0.029563,4.734545,[ 2 91] ; [ 9 84],[ 5.5 87.5] ; [ 5.5 87.5],0
a8,1,0.038567,4.279822,[18 66] ; [ 8 74],[13.15662651 70.84337349] ; [12.84337349 69.15662651],0
r1,1,0.052825,3.749434,[75 17] ; [84  8],[79.5 12.5] ; [79.5 12.5],0
s4,1,0.061787,3.488751,[33 58] ; [22 71],[27.20108696 63.79891304] ; [27.79891304 65.20108696],0
r4,1,0.073328,3.206897,[84  9] ; [90  3],[87.  6.] ; [87.  6.],0
p1,1,0.075257,3.164459,[ 8 85] ; [16 76],[12.06486486 80.93513514] ; [11.93513514 80.06486486],0
n4,1,0.088286,2.905344,[73 18] ; [83 10],[77.15217391 13.84782609] ; [78.84782609 14.15217391],0
d3,1,0.107224,2.59467,[63 30] ; [72 20],[67.86486486 25.13513514] ; [67.13513514 24.86486486],0
a5,1,0.129091,2.303406,[72 21] ; [80 13],[76. 17.] ; [76. 17.],0
p12,1,0.132382,2.264348,[ 9 84] ; [16 77],[12.5 80.5] ; [12.5 80.5],0
n1,1,0.133357,2.252981,[18 10] ; [ 8 11],[15.4893617 12.5106383] ; [10.5106383  8.4893617],0
s1,1,0.148077,2.091954,[ 6 85] ; [ 2 89],[ 4. 87.] ; [ 4. 87.],0
v4,1,0.173751,1.850279,[88  4] ; [91  1],[89.5  2.5] ; [89.5  2.5],0
p3,1,0.198082,1.656461,[51 42] ; [59 33],[55.2972973 37.7027027] ; [54.7027027 37.2972973],0
s3,1,0.24113,1.373976,[72 21] ; [75 14],[75.11538462 17.88461538] ; [71.88461538 17.11538462],0
p7,1,0.264132,1.24697,[66 23] ; [73 17],[69.11173184 19.88826816] ; [69.88826816 20.11173184],0
u3,1,0.273082,1.201198,[12  2] ; [11  5],[10.73333333  3.26666667] ; [12.26666667  3.73333333],0
d1,1,0.281714,1.158805,[57 36] ; [64 29],[60.5 32.5] ; [60.5 32.5],0
u4,1,0.31205,1.021978,[ 1 92] ; [ 3 90],[ 2. 91.] ; [ 2. 91.],0
s2,1,0.312089,1.021816,[77 16] ; [81 11],[79.42702703 13.57297297] ; [78.57297297 13.42702703],0
a6,1,0.341204,0.905904,[55 38] ; [60 31],[58.125 34.875] ; [56.875 34.125],0
b1,1,0.368737,0.807915,[34 59] ; [40 53],[37. 56.] ; [37. 56.],0
d4,1,0.431406,0.619035,[78 15] ; [80 11],[79.85869565 13.14130435] ; [78.14130435 12.85869565],0
p9,1,0.444652,0.584247,[84  9] ; [85  6],[85.41847826  7.58152174] ; [83.58152174  7.41847826],0
d2,1,0.51079,0.432448,[54 39] ; [49 43],[51.77837838 41.22162162] ; [51.22162162 40.77837838],0
a4,1,0.557275,0.344444,[46 47] ; [50 43],[48. 45.] ; [48. 45.],0
p6,1,0.561735,0.336708,[52 41] ; [47 44],[50.03804348 42.96195652] ; [48.96195652 42.03804348],0
p11,1,0.588946,0.291994,[72 21] ; [75 18],[73.5 19.5] ; [73.5 19.5],0
b5,1,0.659314,0.194357,[51 42] ; [48 45],[49.5 43.5] ; [49.5 43.5],0
a2,1,0.749208,0.102198,[27 66] ; [29 64],[28. 65.] ; [28. 65.],0
b4,1,0.764472,0.089768,[57 36] ; [55 38],[56. 37.] ; [56. 37.],0
s6,1,0.784249,0.074959,[87  6] ; [86  5],[87.44021739  5.55978261] ; [85.55978261  5.44021739],0
n3,1,0.805855,0.060406,[19  8] ; [14  5],[19.36956522  7.63043478] ; [13.63043478  5.36956522],0
a3,1,0.815045,0.05472,[79 14] ; [77 15],[78.42162162 14.57837838] ; [77.57837838 14.42162162],0
p2,1,0.823738,0.049613,[82 11] ; [81 12],[81.5 11.5] ; [81.5 11.5],0
a7,1,0.873632,0.025296,[64 29] ; [65 28],[64.5 28.5] ; [64.5 28.5],0
d5,1,0.882969,0.02167,[79 14] ; [78 13],[79.35326087 13.64673913] ; [77.64673913 13.35326087],0
n2,1,0.886998,0.020193,[24  4] ; [16  3],[23.82978723  4.17021277] ; [16.17021277  2.82978723],0
u2,1,0.977797,0.000775,[9 4] ; [11  5],[8.96551724 4.03448276] ; [11.03448276  4.96551724],0
r2,1,0.978403,0.000733,[88  3] ; [90  3],[88.0326087  2.9673913] ; [89.9673913  3.0326087],0
p10,1,0.979579,0.000655,[82 10] ; [83 10],[82.05405405  9.94594595] ; [82.94594595 10.05405405],0
b3,1,0.985926,0.000311,[31 39] ; [24 30],[31.0483871 38.9516129] ; [23.9516129 30.0483871],0
b2,1,0.985926,0.000311,[31 39] ; [24 30],[31.0483871 38.9516129] ; [23.9516129 30.0483871],0
r3,1,0.98926,0.000181,[89  3] ; [90  3],[89.01621622  2.98378378] ; [89.98378378  3.01621622],0
u1,1,1.0,0.0,[24 69] ; [24 69],[24. 69.] ; [24. 69.],0
