Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000299,13.077403,[288  39] ; [20 11],[281.32960894  45.67039106] ; [26.67039106  4.32960894],1
b1,1,0.000895,11.033647,[ 95 232] ; [18 13],[103.2150838 223.7849162] ; [ 9.7849162 21.2150838],1
v1,1,0.003171,8.706544,[160 158] ; [ 7 24],[152.16618911 165.83381089] ; [14.83381089 16.16618911],0
r3,1,0.005145,7.827895,[311  14] ; [26  5],[307.65449438  17.34550562] ; [29.34550562  1.65449438],0
a5,1,0.046616,3.9592,[226 101] ; [16 15],[221.04469274 105.95530726] ; [20.95530726 10.04469274],0
a4,1,0.052135,3.771431,[132 195] ; [ 7 24],[126.96368715 200.03631285] ; [12.03631285 18.96368715],0
b3,1,0.059496,3.551379,[ 65 108] ; [ 3 16],[ 61.27083333 111.72916667] ; [ 6.72916667 12.27083333],0
b2,1,0.059496,3.551379,[ 65 108] ; [ 3 16],[ 61.27083333 111.72916667] ; [ 6.72916667 12.27083333],0
b5,1,0.094678,2.792973,[208 119] ; [15 16],[203.68994413 123.31005587] ; [19.31005587 11.68994413],0
s6,1,0.111117,2.53826,[211 109] ; [16 15],[206.95156695 113.04843305] ; [20.04843305 10.95156695],0
p2,1,0.125585,2.346242,[268  58] ; [22  9],[264.81792717  61.18207283] ; [25.18207283  5.81792717],0
b4,1,0.154296,2.029254,[189 138] ; [22  9],[192.72905028 134.27094972] ; [18.27094972 12.72905028],0
v2,1,0.165065,1.927202,[163 143] ; [12 18],[159.375 146.625] ; [15.625 14.375],0
p7,1,0.169937,1.883502,[164 150] ; [19 10],[167.52769679 146.47230321] ; [15.47230321 13.52769679],0
n6,1,0.203491,1.617139,[269  54] ; [23  8],[266.42937853  56.57062147] ; [25.57062147  5.42937853],0
p11,1,0.211498,1.561144,[263  64] ; [22  9],[260.32122905  66.67877095] ; [24.67877095  6.32122905],0
d3,1,0.215675,1.53292,[224 101] ; [18 13],[220.92696629 104.07303371] ; [21.07303371  9.92696629],0
p6,1,0.225945,1.466209,[ 84 239] ; [ 5 26],[ 81.20621469 241.79378531] ; [ 7.79378531 23.20621469],0
v4,1,0.241352,1.372678,[307  16] ; [27  3],[305.61473088  17.38526912] ; [28.38526912  1.61473088],0
n4,1,0.245508,1.348683,[233  94] ; [19 12],[230.17877095  96.82122905] ; [21.82122905  9.17877095],0
