Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,8e-06,19.865899,[22 24] ; [ 18 103],[11.01796407 34.98203593] ; [28.98203593 92.01796407],1
s2,1,0.002047,9.50646,[18 28] ; [ 20 100],[10.53012048 35.46987952] ; [27.46987952 92.53012048],0
a8,1,0.00406,8.256569,[11 29] ; [ 10 100],[ 5.6 34.4] ; [15.4 94.6],0
p6,1,0.005001,7.878908,[25 20] ; [37 80],[17.22222222 27.77777778] ; [44.77777778 72.22222222],0
v3,1,0.005917,7.575383,[25 19] ; [39 79],[17.38271605 26.61728395] ; [46.61728395 71.38271605],0
p10,1,0.006193,7.493405,[41  5] ; [82 38],[34.08433735 11.91566265] ; [88.91566265 31.08433735],0
p3,1,0.008825,6.857812,[33 13] ; [59 61],[25.4939759 20.5060241] ; [66.5060241 53.4939759],0
a3,1,0.014913,5.926724,[38  7] ; [78 42],[31.63636364 13.36363636] ; [84.36363636 35.63636364],0
b3,1,0.023044,5.165182,[19 16] ; [23 50],[13.61111111 21.38888889] ; [28.38888889 44.61111111],0
b2,1,0.023044,5.165182,[19 16] ; [23 50],[13.61111111 21.38888889] ; [28.38888889 44.61111111],0
p4,1,0.023323,5.144319,[34 12] ; [65 54],[27.6 18.4] ; [71.4 47.6],0
s3,1,0.024054,5.090745,[20 26] ; [30 88],[14.02439024 31.97560976] ; [35.97560976 82.02439024],0
p11,1,0.043165,4.088943,[42  4] ; [94 27],[37.46107784  8.53892216] ; [98.53892216 22.46107784],0
u1,1,0.057391,3.611209,[ 8 38] ; [  9 112],[ 4.68263473 41.31736527] ; [ 12.31736527 108.68263473],0
a7,1,0.142308,2.152826,[35 11] ; [77 43],[31.03614458 14.96385542] ; [80.96385542 39.03614458],0
v2,1,0.142868,2.146794,[30 14] ; [66 53],[25.91411043 18.08588957] ; [70.08588957 48.91411043],0
b5,1,0.144924,2.124886,[22 24] ; [73 48],[26.16766467 19.83233533] ; [68.83233533 52.16766467],0
n4,1,0.154669,2.025588,[37  9] ; [84 37],[33.32934132 12.67065868] ; [87.67065868 33.32934132],0
v4,1,0.156332,2.009349,[45  1] ; [111  10],[42.97005988  3.02994012] ; [113.02994012   7.97005988],0
p12,1,0.214046,1.543845,[ 3 43] ; [  3 117],[ 1.6626506 44.3373494] ; [  4.3373494 115.6626506],0
p2,1,0.226622,1.461939,[42  4] ; [100  19],[39.58787879  6.41212121] ; [102.41212121  16.58787879],0
u3,1,0.228487,1.450258,[5 3] ; [17 26],[3.45098039 4.54901961] ; [18.54901961 24.45098039],0
r2,1,0.23575,1.405832,[44  2] ; [107  12],[42.0969697  3.9030303] ; [108.9030303  10.0969697],0
n1,1,0.256839,1.285714,[4 4] ; [ 8 20],[2.66666667 5.33333333] ; [ 9.33333333 18.66666667],0
d3,1,0.279626,1.168905,[32 14] ; [72 47],[28.99393939 17.00606061] ; [75.00606061 43.99393939],0
r4,1,0.291428,1.113011,[42  4] ; [103  18],[39.94011976  6.05988024] ; [105.05988024  15.94011976],0
n5,1,0.323852,0.973327,[33 13] ; [77 44],[30.2994012 15.7005988] ; [79.7005988 41.2994012],0
p5,1,0.345291,0.890688,[ 5 40] ; [  8 112],[ 3.54545455 41.45454545] ; [  9.45454545 110.54545455],0
s4,1,0.358884,0.841794,[ 5 41] ; [  8 113],[ 3.58083832 42.41916168] ; [  9.41916168 111.58083832],0
r1,1,0.398015,0.714316,[37  9] ; [89 31],[34.91566265 11.08433735] ; [91.08433735 28.91566265],0
p9,1,0.459776,0.546441,[37  9] ; [90 30],[35.19277108 10.80722892] ; [91.80722892 28.19277108],0
d1,1,0.472397,0.516365,[23 23] ; [68 53],[25.06586826 20.93413174] ; [65.93413174 55.06586826],0
n3,1,0.516836,0.420202,[7 2] ; [26  4],[7.61538462 1.38461538] ; [25.38461538  4.61538462],0
a1,1,0.526759,0.400641,[ 2 44] ; [  3 118],[ 1.37724551 44.62275449] ; [  3.62275449 117.37724551],0
s1,1,0.532671,0.389293,[ 1 45] ; [  5 114],[ 1.67272727 44.32727273] ; [  4.32727273 114.67272727],0
d2,1,0.541351,0.373042,[20 26] ; [59 62],[21.76047904 24.23952096] ; [57.23952096 63.76047904],0
s5,1,0.588689,0.292396,[ 8 38] ; [ 17 104],[ 6.88622754 39.11377246] ; [ 18.11377246 102.88622754],0
d4,1,0.60268,0.270973,[36 10] ; [90 31],[34.70658683 11.29341317] ; [91.29341317 29.70658683],0
a6,1,0.671757,0.179554,[32 14] ; [80 41],[30.8502994 15.1497006] ; [81.1497006 39.8502994],0
a5,1,0.671757,0.179554,[32 14] ; [80 41],[30.8502994 15.1497006] ; [81.1497006 39.8502994],0
p1,1,0.707278,0.141011,[ 3 43] ; [ 10 111],[ 3.58083832 42.41916168] ; [  9.41916168 111.58083832],0
a2,1,0.739639,0.110444,[ 9 37] ; [ 21 100],[ 8.26347305 37.73652695] ; [21.73652695 99.26347305],0
n2,1,0.749543,0.101916,[7 2] ; [21  8],[6.63157895 2.36842105] ; [21.36842105  7.63157895],0
r3,1,0.786399,0.073435,[42  4] ; [112   9],[42.41916168  3.58083832] ; [111.58083832   9.41916168],0
n6,1,0.792781,0.069012,[38  8] ; [97 23],[37.40963855  8.59036145] ; [97.59036145 22.40963855],0
a4,1,0.817227,0.053413,[18 28] ; [45 76],[17.35329341 28.64670659] ; [45.64670659 75.35329341],0
b1,1,0.82275,0.05018,[17 29] ; [47 74],[17.62874251 28.37125749] ; [46.37125749 74.62874251],0
p8,1,0.855936,0.03296,[28 18] ; [70 48],[27.48780488 18.51219512] ; [70.51219512 47.48780488],0
u2,1,0.901678,0.015263,[4 4] ; [20 22],[3.84 4.16] ; [20.16 21.84],0
v1,1,0.909883,0.012811,[23 22] ; [62 57],[23.32317073 21.67682927] ; [61.67682927 57.32317073],0
d5,1,0.939626,0.005737,[34 12] ; [88 32],[33.80722892 12.19277108] ; [88.19277108 31.80722892],0
b4,1,0.990061,0.000155,[24 22] ; [63 58],[23.96407186 22.03592814] ; [63.03592814 57.96407186],0
