Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,32.947793,[61  1] ; [15 15],[51.2173913 10.7826087] ; [24.7826087  5.2173913],1
r1,1,0.0,32.209628,[52 10] ; [ 7 23],[39.76086957 22.23913043] ; [19.23913043 10.76086957],1
r2,1,0.0,26.645238,[60  3] ; [15 15],[50.80645161 12.19354839] ; [24.19354839  5.80645161],1
v4,1,5e-06,20.852943,[59  3] ; [17 13],[51.2173913 10.7826087] ; [24.7826087  5.2173913],1
p3,1,0.003888,8.335481,[25 37] ; [ 3 26],[19.07692308 42.92307692] ; [ 8.92307692 20.07692308],0
d5,1,0.006867,7.307381,[49 14] ; [15 15],[43.35483871 19.64516129] ; [20.64516129  9.35483871],0
b1,1,0.014345,5.995179,[27 36] ; [21  9],[32.51612903 30.48387097] ; [15.48387097 14.51612903],0
s8,1,0.014956,5.921633,[24 39] ; [ 4 26],[18.96774194 44.03225806] ; [ 9.03225806 20.96774194],0
d1,1,0.019553,5.45138,[33 30] ; [ 8 22],[27.77419355 35.22580645] ; [13.22580645 16.77419355],0
a6,1,0.020456,5.372568,[45 18] ; [14 16],[39.96774194 23.03225806] ; [19.03225806 10.96774194],0
d4,1,0.046054,3.979601,[51 11] ; [19 11],[47.17391304 14.82608696] ; [22.82608696  7.17391304],0
d3,1,0.047167,3.939405,[42 21] ; [13 16],[37.66304348 25.33695652] ; [17.33695652 11.66304348],0
s6,1,0.052898,3.747149,[34 28] ; [10 20],[29.65217391 32.34782609] ; [14.34782609 15.65217391],0
v2,1,0.063157,3.452472,[28 27] ; [ 9 21],[23.94117647 31.05882353] ; [13.05882353 16.94117647],0
p9,1,0.063444,3.444976,[42 18] ; [15 15],[38. 22.] ; [19. 11.],0
p11,1,0.064854,3.408689,[36 27] ; [11 19],[31.83870968 31.16129032] ; [15.16129032 14.83870968],0
a5,1,0.064854,3.408689,[36 27] ; [11 19],[31.83870968 31.16129032] ; [15.16129032 14.83870968],0
u3,1,0.086791,2.93291,[19  6] ; [8 8],[16.46341463  8.53658537] ; [10.53658537  5.46341463],0
n3,1,0.107093,2.596603,[18  4] ; [8 6],[15.88888889  6.11111111] ; [10.11111111  3.88888889],0
s2,1,0.107479,2.590904,[30 33] ; [ 9 21],[26.41935484 36.58064516] ; [12.58064516 17.41935484],0
b4,1,0.123919,2.367073,[38 25] ; [13 17],[34.5483871 28.4516129] ; [16.4516129 13.5483871],0
p10,1,0.131278,2.277328,[38 22] ; [14 16],[34.66666667 25.33333333] ; [17.33333333 12.66666667],0
n2,1,0.132967,2.257514,[15  7] ; [6 8],[12.83333333  9.16666667] ; [8.16666667 5.83333333],0
s1,1,0.149705,2.075258,[ 3 59] ; [ 4 26],[ 4.7173913 57.2826087] ; [ 2.2826087 27.7173913],0
v3,1,0.175733,1.833343,[15 43] ; [ 4 26],[12.52272727 45.47727273] ; [ 6.47727273 23.52272727],0
n1,1,0.190732,1.711957,[ 9 12] ; [ 3 11],[ 7.2 13.8] ; [4.8 9.2],0
s5,1,0.201076,1.634544,[15 45] ; [ 4 26],[12.66666667 47.33333333] ; [ 6.33333333 23.66666667],0
p8,1,0.22134,1.49566,[28 33] ; [ 9 19],[25.35955056 35.64044944] ; [11.64044944 16.35955056],0
p2,1,0.235991,1.404384,[41 21] ; [16 14],[38.41304348 23.58695652] ; [18.58695652 11.41304348],0
s3,1,0.270226,1.215602,[35 28] ; [13 17],[32.51612903 30.48387097] ; [15.48387097 14.51612903],0
a3,1,0.274487,1.194184,[37 26] ; [14 16],[34.5483871 28.4516129] ; [16.4516129 13.5483871],0
p4,1,0.318394,0.995531,[27 34] ; [10 20],[24.8021978 36.1978022] ; [12.1978022 17.8021978],0
s7,1,0.328521,0.954718,[18 39] ; [ 6 22],[16.09411765 40.90588235] ; [ 7.90588235 20.09411765],0
a7,1,0.433486,0.613466,[43 20] ; [18 12],[41.32258065 21.67741935] ; [19.67741935 10.32258065],0
a1,1,0.437783,0.602087,[ 2 61] ; [ 2 28],[ 2.70967742 60.29032258] ; [ 1.29032258 28.70967742],0
u2,1,0.52369,0.406621,[18  7] ; [10  6],[17.07317073  7.92682927] ; [10.92682927  5.07317073],0
a2,1,0.5644,0.332143,[ 9 54] ; [ 3 27],[ 8.12903226 54.87096774] ; [ 3.87096774 26.12903226],0
d2,1,0.637954,0.221429,[22 41] ; [ 9 21],[21. 42.] ; [10. 20.],0
p1,1,0.645978,0.211008,[ 6 57] ; [ 2 28],[ 5.41935484 57.58064516] ; [ 2.58064516 27.41935484],0
p7,1,0.649016,0.207143,[29 29] ; [13 16],[28. 30.] ; [14. 15.],0
b3,1,0.683181,0.166567,[11 25] ; [ 4 12],[10.38461538 25.61538462] ; [ 4.61538462 11.38461538],0
b2,1,0.683181,0.166567,[11 25] ; [ 4 12],[10.38461538 25.61538462] ; [ 4.61538462 11.38461538],0
b5,1,0.685706,0.163774,[35 28] ; [18 12],[35.90322581 27.09677419] ; [17.09677419 12.90322581],0
a4,1,0.747866,0.103333,[21 42] ; [ 9 21],[20.32258065 42.67741935] ; [ 9.67741935 20.32258065],0
p5,1,0.751856,0.099978,[ 3 58] ; [ 1 28],[ 2.71111111 58.28888889] ; [ 1.28888889 27.71111111],0
s4,1,0.781235,0.077123,[12 51] ; [ 5 25],[11.51612903 51.48387097] ; [ 5.48387097 24.51612903],0
p6,1,0.824792,0.049012,[13 46] ; [ 7 22],[13.40909091 45.59090909] ; [ 6.59090909 22.40909091],0
n5,1,0.830337,0.045911,[15 46] ; [ 8 22],[15.41758242 45.58241758] ; [ 7.58241758 22.41758242],0
v1,1,0.976402,0.000875,[25 37] ; [12 18],[24.93478261 37.06521739] ; [12.06521739 17.93478261],0
a8,1,1.0,0.0,[ 2 56] ; [ 1 28],[ 2. 56.] ; [ 1. 28.],0
