Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.334673,[ 4 20] ; [83 18],[16.704  7.296] ; [70.296 30.704],1
v4,1,0.0,33.982858,[10 14] ; [93  8],[19.776  4.224] ; [83.224 17.776],1
p11,1,1e-06,23.998366,[ 6 18] ; [78 23],[16.128  7.872] ; [67.872 33.128],1
r1,1,0.000222,13.639129,[ 6 18] ; [67 34],[14.016  9.984] ; [58.984 42.016],1
v2,1,0.00083,11.173887,[ 1 21] ; [41 56],[ 7.76470588 14.23529412] ; [34.23529412 62.76470588],1
n6,1,0.001414,10.187395,[10 14] ; [76 25],[16.512  7.488] ; [69.488 31.512],0
b5,1,0.003218,8.679774,[ 7 17] ; [63 38],[13.44 10.56] ; [56.56 44.44],0
r2,1,0.00508,7.850865,[14 10] ; [85 16],[19.008  4.992] ; [79.992 21.008],0
a7,1,0.005628,7.665758,[ 6 18] ; [57 44],[12.096 11.904] ; [50.904 50.096],0
p9,1,0.009714,6.686542,[ 9 13] ; [70 30],[14.24590164  7.75409836] ; [64.75409836 35.24590164],0
u3,1,0.012622,6.221336,[ 1 13] ; [26 35],[5.04 8.96] ; [21.96 39.04],0
p10,1,0.012791,6.197739,[ 8 15] ; [62 36],[13.30578512  9.69421488] ; [56.69421488 41.30578512],0
d3,1,0.02289,5.176859,[ 4 20] ; [42 59],[ 8.832 15.168] ; [37.168 63.832],0
d4,1,0.024186,5.08125,[ 6 18] ; [51 50],[10.944 13.056] ; [46.056 54.944],0
n2,1,0.036946,4.352888,[6 6] ; [23  5],[8.7 3.3] ; [20.3  7.7],0
a6,1,0.042235,4.125747,[ 9 15] ; [61 40],[13.44 10.56] ; [56.56 44.44],0
p2,1,0.064278,3.423408,[10 14] ; [63 38],[14.016  9.984] ; [58.984 42.016],0
s3,1,0.072526,3.224902,[ 5 17] ; [43 56],[ 8.72727273 13.27272727] ; [39.27272727 59.72727273],0
n3,1,0.078183,3.102273,[5 6] ; [21  7],[7.33333333 3.66666667] ; [18.66666667  9.33333333],0
a1,1,0.081673,3.031281,[ 4 20] ; [ 6 95],[ 1.92 22.08] ; [ 8.08 92.92],0
u2,1,0.105762,2.616429,[ 3 11] ; [27 33],[5.67567568 8.32432432] ; [24.32432432 35.67567568],0
s6,1,0.128746,2.307564,[ 6 18] ; [41 57],[ 9.24590164 14.75409836] ; [37.75409836 60.24590164],0
p1,1,0.13018,2.290361,[ 4 20] ; [ 7 94],[ 2.112 21.888] ; [ 8.888 92.112],0
n1,1,0.141032,2.166667,[6 6] ; [ 7 20],[4. 8.] ; [ 9. 18.],0
n5,1,0.172894,1.857673,[17  7] ; [55 44],[14.04878049  9.95121951] ; [57.95121951 41.04878049],0
p7,1,0.196833,1.66572,[ 8 16] ; [47 51],[10.81967213 13.18032787] ; [44.18032787 53.81967213],0
a5,1,0.211677,1.559922,[ 6 18] ; [39 62],[ 8.64 15.36] ; [36.36 64.64],0
s2,1,0.234719,1.412037,[ 4 20] ; [28 70],[ 6.29508197 17.70491803] ; [25.70491803 72.29508197],0
p8,1,0.246339,1.34395,[ 6 17] ; [39 61],[ 8.41463415 14.58536585] ; [36.58536585 63.41463415],0
p4,1,0.278175,1.175984,[ 6 18] ; [36 62],[ 8.26229508 15.73770492] ; [33.73770492 64.26229508],0
s4,1,0.289821,1.120454,[ 2 22] ; [17 83],[ 3.67741935 20.32258065] ; [15.32258065 84.67741935],0
v3,1,0.295727,1.093366,[ 4 19] ; [28 72],[ 5.98373984 17.01626016] ; [26.01626016 73.98373984],0
a8,1,0.297401,1.08581,[ 1 22] ; [11 83],[ 2.35897436 20.64102564] ; [ 9.64102564 84.35897436],0
b3,1,0.350271,0.872477,[ 7 10] ; [16 39],[ 5.43055556 11.56944444] ; [17.56944444 37.43055556],0
b2,1,0.350271,0.872477,[ 7 10] ; [16 39],[ 5.43055556 11.56944444] ; [17.56944444 37.43055556],0
d2,1,0.376402,0.78242,[ 7 17] ; [21 80],[ 5.376 18.624] ; [22.624 78.376],0
b1,1,0.401949,0.702488,[12 12] ; [41 60],[10.176 13.824] ; [42.824 58.176],0
v1,1,0.432274,0.616706,[ 7 17] ; [37 61],[ 8.6557377 15.3442623] ; [35.3442623 62.6557377],0
a4,1,0.440401,0.595236,[ 3 20] ; [20 80],[ 4.30081301 18.69918699] ; [18.69918699 81.30081301],0
n4,1,0.505747,0.442857,[15  9] ; [55 45],[13.5483871 10.4516129] ; [56.4516129 43.5483871],0
s1,1,0.550363,0.356667,[ 2 22] ; [ 5 92],[ 1.38842975 22.61157025] ; [ 5.61157025 91.38842975],0
a3,1,0.576086,0.312604,[10 12] ; [39 61],[ 8.83606557 13.16393443] ; [40.16393443 59.83606557],0
p3,1,0.582872,0.301614,[ 6 18] ; [31 70],[ 7.104 16.896] ; [29.896 71.104],0
s5,1,0.616983,0.25013,[ 3 21] ; [16 80],[ 3.8 20.2] ; [15.2 80.8],0
p12,1,0.676058,0.174598,[ 2 22] ; [ 6 94],[ 1.5483871 22.4516129] ; [ 6.4516129 93.5483871],0
s8,1,0.712145,0.136144,[ 2 22] ; [11 90],[ 2.496 21.504] ; [10.504 90.496],0
b4,1,0.797807,0.065632,[14 10] ; [56 45],[13.44 10.56] ; [56.56 44.44],0
d1,1,0.963028,0.002149,[ 1 23] ; [ 4 97],[ 0.96 23.04] ; [ 4.04 96.96],0
a2,1,0.963028,0.002149,[ 1 23] ; [ 4 97],[ 0.96 23.04] ; [ 4.04 96.96],0
