Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.253534,[ 88 188] ; [29 14],[101.22884013 174.77115987] ; [15.77115987 27.22884013],1
p1,1,0.001848,9.695151,[  8 273] ; [ 6 41],[ 11.99390244 269.00609756] ; [ 2.00609756 44.99390244],0
s2,1,0.003181,8.700711,[101 181] ; [27 19],[110.04878049 171.95121951] ; [17.95121951 28.04878049],0
p8,1,0.005081,7.850434,[ 70 211] ; [21 26],[ 77.96036585 203.03963415] ; [13.03963415 33.96036585],0
s8,1,0.021256,5.305707,[ 71 213] ; [19 27],[ 77.45454545 206.54545455] ; [12.54545455 33.45454545],0
s7,1,0.021932,5.251176,[ 83 188] ; [22 24],[ 89.76340694 181.23659306] ; [15.23659306 30.76340694],0
v1,1,0.023912,5.10099,[ 96 180] ; [24 22],[102.85714286 173.14285714] ; [17.14285714 28.85714286],0
p2,1,0.043091,4.091811,[180 103] ; [37 10],[186.09393939  96.90606061] ; [30.90606061 16.09393939],0
b5,1,0.045847,3.987196,[168 116] ; [35 12],[174.17522659 109.82477341] ; [28.82477341 18.17522659],0
v4,1,0.049579,3.855654,[237  41] ; [45  2],[241.21846154  36.78153846] ; [40.78153846  6.21846154],0
r4,1,0.059667,3.546625,[212  72] ; [41  6],[217.0755287  66.9244713] ; [35.9244713 11.0755287],0
s1,1,0.071377,3.251075,[  9 271] ; [ 4 41],[ 11.2 268.8] ; [ 1.8 43.2],0
s3,1,0.180398,1.794345,[128 151] ; [26 20],[132.20307692 146.79692308] ; [21.79692308 24.20307692],0
r3,1,0.185962,1.74932,[243  37] ; [44  3],[245.74923547  34.25076453] ; [41.25076453  5.74923547],0
v2,1,0.198017,1.656937,[114 151] ; [24 21],[117.96774194 147.03225806] ; [20.03225806 24.96774194],0
b4,1,0.20248,1.624397,[173 111] ; [24 23],[169.02719033 114.97280967] ; [27.97280967 19.02719033],0
a5,1,0.219625,1.506817,[172 112] ; [24 23],[168.16918429 115.83081571] ; [27.83081571 19.16918429],0
r2,1,0.24032,1.378715,[243  34] ; [44  3],[245.36728395  31.63271605] ; [41.63271605  5.36728395],0
s4,1,0.248114,1.333895,[ 50 232] ; [ 5 41],[ 47.28658537 234.71341463] ; [ 7.71341463 38.28658537],0
a6,1,0.251768,1.313465,[174 109] ; [33 14],[177.51818182 105.48181818] ; [29.48181818 17.51818182],0
s5,1,0.251787,1.313364,[ 60 216] ; [13 31],[ 62.9625 213.0375] ; [10.0375 33.9625],0
d1,1,0.257529,1.28199,[134 150] ; [18 29],[130.41691843 153.58308157] ; [21.58308157 25.41691843],0
n5,1,0.275553,1.188891,[174 107] ; [33 14],[177.33841463 103.66158537] ; [29.66158537 17.33841463],0
s6,1,0.321619,0.982351,[140 141] ; [26 19],[143.08588957 137.91411043] ; [22.91411043 22.08588957],0
d5,1,0.367386,0.812487,[203  80] ; [30 16],[200.4224924  82.5775076] ; [32.5775076 13.4224924],0
d2,1,0.372541,0.79517,[115 166] ; [16 31],[112.22865854 168.77134146] ; [18.77134146 28.22865854],0
u2,1,0.390319,0.737949,[52 53] ; [12  8],[53.76 51.24] ; [10.24  9.76],0
p9,1,0.415583,0.662773,[194  80] ; [36 11],[196.32398754  77.67601246] ; [33.67601246 13.32398754],0
u3,1,0.424424,0.638032,[48 58] ; [11  9],[49.63492063 56.36507937] ; [ 9.36507937 10.63492063],0
a3,1,0.439456,0.597703,[178 103] ; [27 20],[175.625 105.375] ; [29.375 17.625],0
a4,1,0.45517,0.557745,[106 176] ; [15 32],[103.71428571 178.28571429] ; [17.28571429 29.71428571],0
p10,1,0.485894,0.485606,[182  98] ; [33 14],[184.09785933  95.90214067] ; [30.90214067 16.09785933],0
v3,1,0.517125,0.419623,[ 76 196] ; [15 31],[ 77.83647799 194.16352201] ; [13.16352201 32.83647799],0
b3,1,0.569835,0.322959,[ 51 103] ; [ 9 14],[ 52.20338983 101.79661017] ; [ 7.79661017 15.20338983],0
b2,1,0.569835,0.322959,[ 51 103] ; [ 9 14],[ 52.20338983 101.79661017] ; [ 7.79661017 15.20338983],0
a1,1,0.592945,0.285769,[ 13 271] ; [ 3 44],[ 13.72809668 270.27190332] ; [ 2.27190332 44.72809668],0
p5,1,0.59998,0.275026,[  8 274] ; [ 2 45],[  8.57142857 273.42857143] ; [ 1.42857143 45.57142857],0
r1,1,0.619434,0.246664,[202  80] ; [32 15],[200.57142857  81.42857143] ; [33.42857143 13.57142857],0
u1,1,0.653249,0.201828,[ 30 254] ; [ 6 41],[ 30.88821752 253.11178248] ; [ 5.11178248 41.88821752],0
p11,1,0.653791,0.201154,[190  94] ; [33 14],[191.33534743  92.66465257] ; [31.66465257 15.33534743],0
n6,1,0.671304,0.18008,[207  74] ; [36 11],[208.17987805  72.82012195] ; [34.82012195 12.17987805],0
u4,1,0.708076,0.140206,[  4 280] ; [ 1 46],[  4.29003021 279.70996979] ; [ 0.70996979 46.29003021],0
n2,1,0.71655,0.131822,[72 34] ; [13  5],[72.66129032 33.33870968] ; [12.33870968  5.66129032],0
d3,1,0.736369,0.113344,[171 112] ; [26 19],[169.97256098 113.02743902] ; [27.02743902 17.97256098],0
n3,1,0.772065,0.083911,[65 38] ; [12  6],[65.54545455 37.45454545] ; [11.45454545  6.54545455],0
n4,1,0.791084,0.070174,[181 102] ; [31 16],[181.80606061 101.19393939] ; [30.19393939 16.80606061],0
d4,1,0.824535,0.049158,[211  70] ; [36 11],[211.60670732  69.39329268] ; [35.39329268 11.60670732],0
b1,1,0.839898,0.040814,[101 183] ; [16 31],[100.38670695 183.61329305] ; [16.61329305 30.38670695],0
a2,1,0.935823,0.006484,[ 47 237] ; [ 8 39],[ 47.19033233 236.80966767] ; [ 7.80966767 39.19033233],0
n1,1,0.943078,0.005098,[38 67] ; [ 6 11],[37.86885246 67.13114754] ; [ 6.13114754 10.86885246],0
a7,1,0.960508,0.002452,[189  93] ; [31 15],[189.14634146  92.85365854] ; [30.85365854 15.14634146],0
a8,1,0.992609,8.6e-05,[ 36 227] ; [ 6 38],[ 35.98045603 227.01954397] ; [ 6.01954397 37.98045603],0
p12,1,0.996207,2.3e-05,[ 12 269] ; [ 2 45],[ 11.99390244 269.00609756] ; [ 2.00609756 44.99390244],0
