Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.044881,4.023114,[1 2] ; [ 3 59],[0.18461538 2.81538462] ; [ 3.81538462 58.18461538],0
p9,1,0.087913,2.912186,[2 1] ; [58  4],[2.76923077 0.23076923] ; [57.23076923  4.76923077],0
a6,1,0.19258,1.697767,[1 2] ; [43 19],[2.03076923 0.96923077] ; [41.96923077 20.03076923],0
p3,1,0.19258,1.697767,[2 1] ; [19 43],[0.96923077 2.03076923] ; [20.03076923 41.96923077],0
b5,1,0.218666,1.513106,[1 2] ; [42 20],[1.98461538 1.01538462] ; [41.01538462 20.98461538],0
b3,1,0.295544,1.094194,[2 1] ; [10 18],[1.16129032 1.83870968] ; [10.83870968 17.16129032],0
b2,1,0.295544,1.094194,[2 1] ; [10 18],[1.16129032 1.83870968] ; [10.83870968 17.16129032],0
s8,1,0.398196,0.713767,[2 1] ; [26 36],[1.29230769 1.70769231] ; [26.70769231 35.29230769],0
b4,1,0.431448,0.618923,[1 2] ; [35 27],[1.66153846 1.33846154] ; [34.33846154 27.66153846],0
a4,1,0.465552,0.532514,[2 1] ; [28 34],[1.38461538 1.61538462] ; [28.61538462 33.38461538],0
v1,1,0.465552,0.532514,[2 1] ; [28 34],[1.38461538 1.61538462] ; [28.61538462 33.38461538],0
p7,1,0.498475,0.458182,[1 2] ; [32 28],[1.57142857 1.42857143] ; [31.42857143 28.57142857],0
a7,1,0.610866,0.258915,[2 1] ; [49 13],[2.35384615 0.64615385] ; [48.64615385 13.35384615],0
u1,1,0.610866,0.258915,[1 2] ; [13 49],[0.64615385 2.35384615] ; [13.35384615 48.64615385],0
d3,1,0.665947,0.18638,[2 1] ; [48 14],[2.30769231 0.69230769] ; [47.69230769 14.30769231],0
v2,1,0.756925,0.095804,[2 1] ; [34 25],[1.74193548 1.25806452] ; [34.25806452 24.74193548],0
a2,1,0.772028,0.083939,[1 2] ; [16 46],[0.78461538 2.21538462] ; [16.21538462 45.78461538],0
p2,1,0.823094,0.049982,[2 1] ; [45 17],[2.16923077 0.83076923] ; [44.83076923 17.16923077],0
a3,1,0.923291,0.009272,[2 1] ; [39 22],[1.921875 1.078125] ; [39.078125 21.921875],0
