Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.024183,5.081481,[10 17] ; [11  4],[13.5 13.5] ; [7.5 7.5],0
r2,1,0.030754,4.666667,[25  2] ; [10  5],[22.5  4.5] ; [12.5  2.5],0
d4,1,0.087434,2.920988,[25  2] ; [11  4],[23.14285714  3.85714286] ; [12.85714286  2.14285714],0
p10,1,0.097783,2.741343,[24  2] ; [11  4],[22.19512195  3.80487805] ; [12.80487805  2.19512195],0
d3,1,0.100599,2.696021,[21  6] ; [8 7],[18.64285714  8.35714286] ; [10.35714286  4.64285714],0
p3,1,0.113153,2.50963,[15 12] ; [12  3],[17.35714286  9.64285714] ; [9.64285714 5.35714286],0
n4,1,0.194924,1.68,[21  6] ; [14  1],[22.5  4.5] ; [12.5  2.5],0
a5,1,0.280087,1.166667,[22  5] ; [10  5],[20.57142857  6.42857143] ; [11.42857143  3.57142857],0
r3,1,0.292915,1.106173,[22  5] ; [14  1],[23.14285714  3.85714286] ; [12.85714286  2.14285714],0
r4,1,0.292915,1.106173,[22  5] ; [14  1],[23.14285714  3.85714286] ; [12.85714286  2.14285714],0
u1,1,0.292915,1.106173,[ 5 22] ; [ 1 14],[ 3.85714286 23.14285714] ; [ 2.14285714 12.85714286],0
v3,1,0.327187,0.96,[11 14] ; [9 6],[12.5 12.5] ; [7.5 7.5],0
p8,1,0.355358,0.85423,[16 10] ; [7 8],[14.58536585 11.41463415] ; [8.41463415 6.58536585],0
a3,1,0.359397,0.84,[18  9] ; [12  3],[19.28571429  7.71428571] ; [10.71428571  4.28571429],0
s8,1,0.392919,0.72989,[14 12] ; [6 9],[12.68292683 13.31707317] ; [7.31707317 7.68292683],0
n6,1,0.41126,0.675157,[22  4] ; [14  1],[22.82926829  3.17073171] ; [13.17073171  1.82926829],0
a8,1,0.427392,0.629899,[ 4 21] ; [ 1 13],[ 3.20512821 21.79487179] ; [ 1.79487179 12.20512821],0
p4,1,0.453472,0.561958,[18  8] ; [12  3],[19.02439024  6.97560976] ; [10.97560976  4.02439024],0
d2,1,0.482096,0.494118,[15 12] ; [10  5],[16.07142857 10.92857143] ; [8.92857143 6.07142857],0
p7,1,0.536249,0.382536,[13 13] ; [9 6],[13.95121951 12.04878049] ; [8.04878049 6.95121951],0
p9,1,0.557645,0.343798,[24  2] ; [13  2],[23.46341463  2.53658537] ; [13.53658537  1.46341463],0
s6,1,0.72158,0.126984,[17  8] ; [11  4],[17.5  7.5] ; [10.5  4.5],0
u2,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
u3,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
v2,1,0.743971,0.106667,[13 12] ; [7 8],[12.5 12.5] ; [7.5 7.5],0
a4,1,0.810309,0.057613,[10 17] ; [ 5 10],[ 9.64285714 17.35714286] ; [5.35714286 9.64285714],0
s2,1,0.849727,0.035897,[10 17] ; [6 9],[10.28571429 16.71428571] ; [5.71428571 9.28571429],0
v1,1,0.864079,0.029304,[16  9] ; [10  5],[16.25  8.75] ; [9.75 5.25],0
p1,1,0.866446,0.028283,[ 6 21] ; [ 3 12],[ 5.78571429 21.21428571] ; [ 3.21428571 11.78571429],0
p11,1,0.866446,0.028283,[21  6] ; [12  3],[21.21428571  5.78571429] ; [11.78571429  3.21428571],0
s7,1,0.869635,0.026936,[14 11] ; [8 7],[13.75 11.25] ; [8.25 6.75],0
s3,1,0.889732,0.019222,[12 15] ; [7 8],[12.21428571 14.78571429] ; [6.78571429 8.21428571],0
b5,1,0.889732,0.019222,[15 12] ; [8 7],[14.78571429 12.21428571] ; [8.21428571 6.78571429],0
s4,1,0.903319,0.014755,[ 2 24] ; [ 1 14],[ 1.90243902 24.09756098] ; [ 1.09756098 13.90243902],0
p2,1,0.906737,0.013725,[22  5] ; [12  3],[21.85714286  5.14285714] ; [12.14285714  2.85714286],0
d5,1,0.906737,0.013725,[22  5] ; [12  3],[21.85714286  5.14285714] ; [12.14285714  2.85714286],0
b2,1,0.919347,0.010253,[ 9 10] ; [5 6],[ 8.86666667 10.13333333] ; [5.13333333 5.86666667],0
b3,1,0.919347,0.010253,[ 9 10] ; [5 6],[ 8.86666667 10.13333333] ; [5.13333333 5.86666667],0
s1,1,0.928831,0.007977,[ 2 25] ; [ 1 14],[ 1.92857143 25.07142857] ; [ 1.07142857 13.92857143],0
v4,1,0.928831,0.007977,[25  2] ; [14  1],[25.07142857  1.92857143] ; [13.92857143  1.07142857],0
r1,1,0.958276,0.002737,[20  7] ; [11  4],[19.92857143  7.07142857] ; [11.07142857  3.92857143],0
b4,1,0.962623,0.002196,[16 11] ; [9 6],[16.07142857 10.92857143] ; [8.92857143 6.07142857],0
a6,1,0.962623,0.002196,[16 11] ; [9 6],[16.07142857 10.92857143] ; [8.92857143 6.07142857],0
s5,1,1.0,0.0,[15 10] ; [9 6],[15. 10.] ; [9. 6.],0
n1,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
d1,1,1.0,0.0,[18  9] ; [10  5],[18.  9.] ; [10.  5.],0
