Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.505594,[268  13] ; [6 5],[263.67808219  17.32191781] ; [10.32191781  0.67808219],1
r2,1,0.000743,11.377924,[272   6] ; [8 2],[270.27777778   7.72222222] ; [9.72222222 0.27777778],1
s4,1,0.012741,6.204746,[ 45 230] ; [5 6],[ 48.07692308 226.92307692] ; [1.92307692 9.07692308],0
r1,1,0.016621,5.736002,[233  48] ; [6 5],[229.99657534  51.00342466] ; [9.00342466 1.99657534],0
s1,1,0.01711,5.685008,[ 10 269] ; [2 9],[ 11.54482759 267.45517241] ; [ 0.45517241 10.54482759],0
p7,1,0.04834,3.898139,[236  40] ; [7 4],[233.68641115  42.31358885] ; [9.31358885 1.68641115],0
d4,1,0.050649,3.819855,[239  41] ; [7 4],[236.70103093  43.29896907] ; [9.29896907 1.70103093],0
p11,1,0.084207,2.981779,[235  46] ; [7 4],[232.88356164  48.11643836] ; [9.11643836 1.88356164],0
s6,1,0.089783,2.878254,[209  63] ; [6 5],[206.64310954  65.35689046] ; [8.35689046 2.64310954],0
b1,1,0.098529,2.729202,[109 172] ; [7 4],[111.63013699 169.36986301] ; [4.36986301 6.63013699],0
p3,1,0.140425,2.173294,[188  93] ; [5 6],[185.72945205  95.27054795] ; [7.27054795 3.72945205],0
n1,1,0.228152,1.452344,[20 29] ; [4 2],[21.38181818 27.61818182] ; [2.61818182 3.38181818],0
v1,1,0.229935,1.441263,[176 102] ; [5 6],[174.11072664 103.88927336] ; [6.88927336 4.11072664],0
p9,1,0.247201,1.339052,[257  23] ; [9 2],[255.94501718  24.05498282] ; [10.05498282  0.94501718],0
a5,1,0.315475,1.007612,[220  61] ; [10  1],[221.33561644  59.66438356] ; [8.66438356 2.33561644],0
p2,1,0.37855,0.775405,[253  28] ; [9 2],[252.13013699  28.86986301] ; [9.86986301 1.13013699],0
b4,1,0.381559,0.765672,[165 116] ; [5 6],[163.59589041 117.40410959] ; [6.40410959 4.59589041],0
d5,1,0.389596,0.740202,[231  48] ; [8 3],[229.93448276  49.06551724] ; [9.06551724 1.93448276],0
s2,1,0.397029,0.717305,[168 112] ; [8 3],[169.34707904 110.65292096] ; [6.65292096 4.34707904],0
s8,1,0.400716,0.706176,[163 117] ; [5 6],[161.64948454 118.35051546] ; [6.35051546 4.64948454],0
a6,1,0.429787,0.623398,[185  95] ; [6 5],[183.78006873  96.21993127] ; [7.21993127 3.78006873],0
a2,1,0.499498,0.456002,[ 77 204] ; [2 9],[ 76.0239726 204.9760274] ; [2.9760274 8.0239726],0
n4,1,0.51899,0.4159,[248  33] ; [9 2],[247.31849315  33.68150685] ; [9.68150685 1.31849315],0
s3,1,0.520359,0.413182,[169 112] ; [5 5],[168.02061856 112.97938144] ; [5.97938144 4.02061856],0
s7,1,0.535261,0.384395,[171  98] ; [8 3],[171.96785714  97.03214286] ; [7.03214286 3.96785714],0
p10,1,0.58616,0.296381,[243  35] ; [9 2],[242.4083045  35.5916955] ; [9.5916955 1.4083045],0
a3,1,0.620246,0.245522,[210  69] ; [9 2],[210.69310345  68.30689655] ; [8.30689655 2.69310345],0
u1,1,0.682965,0.166807,[ 66 215] ; [2 9],[ 65.43835616 215.56164384] ; [2.56164384 8.43835616],0
p1,1,0.686976,0.162379,[ 39 242] ; [2 9],[ 39.45547945 241.54452055] ; [1.54452055 9.45547945],0
p12,1,0.687621,0.161673,[ 37 242] ; [ 1 10],[ 36.55862069 242.44137931] ; [1.44137931 9.55862069],0
u3,1,0.711138,0.137143,[44 26] ; [1 1],[43.75 26.25] ; [1.25 0.75],0
s5,1,0.726637,0.122222,[119 149] ; [5 5],[119.53956835 148.46043165] ; [4.46043165 5.53956835],0
v2,1,0.728513,0.120481,[165 111] ; [6 5],[164.44599303 111.55400697] ; [6.55400697 4.44599303],0
n3,1,0.747262,0.103846,[35 13] ; [4 2],[34.66666667 13.33333333] ; [4.33333333 1.66666667],0
b5,1,0.782825,0.075977,[165 116] ; [6 5],[164.55821918 116.44178082] ; [6.44178082 4.55821918],0
a4,1,0.785211,0.074275,[141 139] ; [6 5],[141.44329897 138.55670103] ; [5.55670103 5.44329897],0
p8,1,0.821241,0.051053,[194  85] ; [8 3],[194.33793103  84.66206897] ; [7.66206897 3.33793103],0
p5,1,0.864701,0.029034,[ 57 224] ; [2 9],[ 56.77739726 224.22260274] ; [2.22260274 8.77739726],0
v3,1,0.867204,0.027959,[118 157] ; [5 6],[118.26923077 156.73076923] ; [4.73076923 6.26923077],0
u2,1,0.890128,0.019083,[39 32] ; [1 1],[38.90410959 32.09589041] ; [1.09589041 0.90410959],0
b2,1,0.93174,0.007337,[84 99] ; [4 5],[83.875 99.125] ; [4.125 4.875],0
b3,1,0.93174,0.007337,[84 99] ; [4 5],[83.875 99.125] ; [4.125 4.875],0
d1,1,0.938543,0.005945,[182  99] ; [7 4],[181.88013699  99.11986301] ; [7.11986301 3.88013699],0
d2,1,0.939447,0.005771,[150 131] ; [6 5],[150.12328767 130.87671233] ; [5.87671233 5.12328767],0
p4,1,0.954917,0.003196,[228  53] ; [9 2],[228.07191781  52.92808219] ; [8.92808219 2.07191781],0
a7,1,0.955974,0.003048,[205  74] ; [8 3],[204.92068966  74.07931034] ; [8.07931034 2.92068966],0
d3,1,0.99242,9e-05,[204  76] ; [8 3],[203.9862543  76.0137457] ; [8.0137457 2.9862543],0
