Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,8e-06,19.925625,[5 6] ; [117  11],[9.65467626 1.34532374] ; [112.34532374  15.65467626],1
v4,1,1.8e-05,18.364386,[6 5] ; [120   8],[9.97122302 1.02877698] ; [116.02877698  11.97122302],1
s6,1,0.000961,10.901548,[2 9] ; [87 41],[7.04316547 3.95683453] ; [81.95683453 46.04316547],1
p9,1,0.002321,9.276667,[4 6] ; [104  24],[7.82608696 2.17391304] ; [100.17391304  27.82608696],0
b1,1,0.003185,8.698614,[9 2] ; [47 82],[4.4 6.6] ; [51.6 77.4],0
v2,1,0.007983,7.037293,[2 9] ; [71 48],[6.17692308 4.82307692] ; [66.82307692 52.17692308],0
s2,1,0.011884,6.328161,[ 1 10] ; [62 66],[4.98561151 6.01438849] ; [58.01438849 69.98561151],0
r1,1,0.02897,4.769425,[5 6] ; [97 31],[8.07194245 2.92805755] ; [93.92805755 34.07194245],0
d1,1,0.03235,4.579841,[3 8] ; [78 51],[6.36428571 4.63571429] ; [74.63571429 54.36428571],0
p10,1,0.034873,4.451371,[5 6] ; [96 32],[7.99280576 3.00719424] ; [93.00719424 34.99280576],0
p2,1,0.060257,3.530285,[5 6] ; [92 35],[7.73188406 3.26811594] ; [89.26811594 37.73188406],0
n2,1,0.096199,2.767454,[2 3] ; [39 13],[3.59649123 1.40350877] ; [37.40350877 14.59649123],0
n1,1,0.103078,2.657255,[3 2] ; [13 38],[1.42857143 3.57142857] ; [14.57142857 36.42857143],0
p11,1,0.124891,2.354886,[5 6] ; [88 41],[7.30714286 3.69285714] ; [85.69285714 43.30714286],0
s3,1,0.141049,2.166479,[3 8] ; [64 63],[5.34057971 5.65942029] ; [61.65942029 65.34057971],0
b4,1,0.146841,2.104769,[4 7] ; [76 53],[6.28571429 4.71428571] ; [73.71428571 55.28571429],0
n5,1,0.162789,1.948128,[6 5] ; [43 85],[3.87769784 7.12230216] ; [45.12230216 82.87769784],0
a7,1,0.17501,1.839493,[6 5] ; [95 34],[7.93571429 3.06428571] ; [93.06428571 35.93571429],0
d5,1,0.18213,1.780159,[7 4] ; [104  25],[8.72142857 2.27857143] ; [102.27857143  26.72142857],0
a3,1,0.204286,1.611463,[10  1] ; [95 34],[8.25 2.75] ; [96.75 32.25],0
n3,1,0.234995,1.41037,[2 3] ; [34 17],[3.21428571 1.78571429] ; [32.78571429 18.21428571],0
s1,1,0.30412,1.056038,[ 1 10] ; [  4 125],[ 0.39285714 10.60714286] ; [  4.60714286 124.39285714],0
v1,1,0.345735,0.889048,[4 7] ; [65 62],[5.5 5.5] ; [63.5 63.5],0
b5,1,0.385484,0.753139,[5 6] ; [76 53],[6.36428571 4.63571429] ; [74.63571429 54.36428571],0
n6,1,0.395037,0.72338,[6 5] ; [86 42],[7.28057554 3.71942446] ; [84.71942446 43.28057554],0
a1,1,0.412364,0.671975,[ 1 10] ; [  5 124],[ 0.47142857 10.52857143] ; [  5.52857143 123.47142857],0
p4,1,0.441583,0.592166,[7 4] ; [66 62],[5.77697842 5.22302158] ; [67.22302158 60.77697842],0
d2,1,0.455611,0.556655,[4 7] ; [62 67],[5.18571429 5.81428571] ; [60.81428571 68.18571429],0
a4,1,0.507369,0.43949,[6 5] ; [57 72],[4.95 6.05] ; [58.05 70.95],0
p12,1,0.521615,0.410699,[ 1 10] ; [  6 122],[ 0.55395683 10.44604317] ; [  6.44604317 121.55395683],0
s7,1,0.531395,0.391724,[4 5] ; [42 81],[3.13636364 5.86363636] ; [42.86363636 80.13636364],0
p8,1,0.542409,0.371092,[4 6] ; [64 64],[4.92753623 5.07246377] ; [63.07246377 64.92753623],0
a6,1,0.551196,0.35518,[7 4] ; [93 36],[7.85714286 3.14285714] ; [92.14285714 36.85714286],0
b3,1,0.647545,0.209009,[2 5] ; [25 42],[2.55405405 4.44594595] ; [24.44594595 42.55405405],0
b2,1,0.647545,0.209009,[2 5] ; [25 42],[2.55405405 4.44594595] ; [24.44594595 42.55405405],0
p5,1,0.649246,0.206852,[1 9] ; [  8 119],[0.65693431 9.34306569] ; [  8.34306569 118.65693431],0
u1,1,0.651258,0.204317,[ 1 10] ; [ 18 111],[1.49285714 9.50714286] ; [ 17.50714286 111.49285714],0
p3,1,0.655197,0.19941,[4 7] ; [55 72],[4.70289855 6.29710145] ; [54.29710145 72.70289855],0
s4,1,0.660854,0.192488,[2 9] ; [31 98],[2.59285714 8.40714286] ; [30.40714286 98.59285714],0
p7,1,0.684408,0.165206,[6 5] ; [76 49],[6.63235294 4.36764706] ; [75.36764706 49.63235294],0
p6,1,0.71327,0.135033,[2 9] ; [29 97],[2.48905109 8.51094891] ; [28.51094891 97.48905109],0
a2,1,0.763186,0.090782,[3 8] ; [30 99],[2.59285714 8.40714286] ; [30.40714286 98.59285714],0
d4,1,0.870136,0.026728,[9 2] ; [108  21],[9.19285714 1.80714286] ; [107.80714286  21.19285714],0
v3,1,0.933559,0.00695,[3 8] ; [35 88],[3.11940299 7.88059701] ; [34.88059701 88.11940299],0
d3,1,0.964073,0.002029,[8 3] ; [93 36],[7.93571429 3.06428571] ; [93.06428571 35.93571429],0
