Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.016309,5.769303,[ 9 53] ; [5 6],[11.89041096 50.10958904] ; [2.10958904 8.89041096],0
p6,1,0.018334,5.563926,[ 9 58] ; [5 7],[11.87341772 55.12658228] ; [2.12658228 9.87341772],0
s5,1,0.022089,5.238734,[ 7 60] ; [4 7],[ 9.44871795 57.55128205] ; [1.55128205 9.44871795],0
s2,1,0.027606,4.852495,[14 55] ; [6 6],[17.03703704 51.96296296] ; [2.96296296 9.03703704],0
p3,1,0.058313,3.584732,[16 52] ; [6 6],[18.7 49.3] ; [3.3 8.7],0
s3,1,0.082611,3.012761,[27 41] ; [8 4],[29.75 38.25] ; [5.25 6.75],0
r1,1,0.097883,2.739706,[46 23] ; [5 7],[43.44444444 25.55555556] ; [7.55555556 4.44444444],0
s8,1,0.148799,2.084522,[ 7 62] ; [3 9],[ 8.51851852 60.48148148] ; [ 1.48148148 10.51851852],0
v2,1,0.155381,2.018618,[25 41] ; [ 2 10],[22.84615385 43.15384615] ; [4.15384615 7.84615385],0
a5,1,0.179002,1.805892,[43 26] ; [5 7],[40.88888889 28.11111111] ; [7.11111111 4.88888889],0
b4,1,0.251853,1.312996,[41 28] ; [5 7],[39.18518519 29.81481481] ; [6.81481481 5.18518519],0
a7,1,0.251853,1.312996,[41 28] ; [5 7],[39.18518519 29.81481481] ; [6.81481481 5.18518519],0
p2,1,0.265777,1.238414,[34 35] ; [8 4],[35.77777778 33.22222222] ; [6.22222222 5.77777778],0
s6,1,0.266357,1.235411,[23 46] ; [6 6],[24.7037037 44.2962963] ; [4.2962963 7.7037037],0
p1,1,0.29248,1.108169,[ 5 63] ; [ 2 10],[ 5.95 62.05] ; [ 1.05 10.95],0
p7,1,0.313687,1.01509,[24 45] ; [6 6],[25.55555556 43.44444444] ; [4.44444444 7.55555556],0
u3,1,0.36503,0.820513,[12 14] ; [4 2],[13. 13.] ; [3. 3.],0
n2,1,0.379041,0.77381,[15 15] ; [6 3],[16.15384615 13.84615385] ; [4.84615385 4.15384615],0
p9,1,0.380099,0.77038,[20 49] ; [5 7],[21.2962963 47.7037037] ; [3.7037037 8.2962963],0
a3,1,0.385586,0.752817,[43 25] ; [6 6],[41.65 26.35] ; [7.35 4.65],0
n4,1,0.390416,0.737647,[38 31] ; [5 7],[36.62962963 32.37037037] ; [6.37037037 5.62962963],0
d1,1,0.397721,0.715207,[26 43] ; [3 9],[24.7037037 44.2962963] ; [4.2962963 7.7037037],0
v1,1,0.450201,0.570147,[25 44] ; [3 9],[23.85185185 45.14814815] ; [4.14814815 7.85185185],0
b1,1,0.454269,0.559978,[38 31] ; [8 4],[39.18518519 29.81481481] ; [6.81481481 5.18518519],0
r2,1,0.516136,0.421607,[56 13] ; [8 3],[55.2 13.8] ; [8.8 2.2],0
d4,1,0.590939,0.288881,[45 22] ; [9 3],[45.79746835 21.20253165] ; [8.20253165 3.79746835],0
d5,1,0.599466,0.275803,[45 23] ; [7 5],[44.2 23.8] ; [7.8 4.2],0
p8,1,0.673772,0.177221,[15 53] ; [ 2 10],[14.45 53.55] ; [2.55 9.45],0
r3,1,0.681039,0.168959,[50 19] ; [8 4],[49.40740741 19.59259259] ; [8.59259259 3.40740741],0
b5,1,0.744747,0.105998,[38 31] ; [6 6],[37.48148148 31.51851852] ; [6.51851852 5.48148148],0
n3,1,0.748737,0.102595,[17 11] ; [6 3],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
p4,1,0.760801,0.092677,[20 49] ; [4 8],[20.44444444 48.55555556] ; [3.55555556 8.44444444],0
v3,1,0.782391,0.076289,[14 50] ; [2 9],[13.65333333 50.34666667] ; [2.34666667 8.65333333],0
b2,1,0.785419,0.074128,[14 29] ; [3 5],[14.33333333 28.66666667] ; [2.66666667 5.33333333],0
b3,1,0.785419,0.074128,[14 29] ; [3 5],[14.33333333 28.66666667] ; [2.66666667 5.33333333],0
a8,1,0.787355,0.072763,[ 7 57] ; [ 1 11],[ 6.73684211 57.26315789] ; [ 1.26315789 10.73684211],0
d2,1,0.801233,0.063379,[31 37] ; [5 7],[30.6 37.4] ; [5.4 6.6],0
a6,1,0.822021,0.050601,[42 26] ; [7 5],[41.65 26.35] ; [7.35 4.65],0
p11,1,0.846722,0.037366,[25 44] ; [4 8],[24.7037037 44.2962963] ; [4.2962963 7.7037037],0
n5,1,0.868258,0.027514,[27 42] ; [5 7],[27.25925926 41.74074074] ; [4.74074074 7.25925926],0
n1,1,0.870754,0.026472,[12 17] ; [4 5],[12.21052632 16.78947368] ; [3.78947368 5.21052632],0
u2,1,0.92985,0.00775,[13 12] ; [3 3],[12.90322581 12.09677419] ; [3.09677419 2.90322581],0
a4,1,0.943614,0.005002,[28 41] ; [5 7],[28.11111111 40.88888889] ; [4.88888889 7.11111111],0
r4,1,0.943614,0.005002,[41 28] ; [7 5],[40.88888889 28.11111111] ; [7.11111111 4.88888889],0
s1,1,0.955816,0.00307,[ 6 62] ; [ 1 11],[ 5.95 62.05] ; [ 1.05 10.95],0
v4,1,0.973588,0.001096,[45 23] ; [8 4],[45.05 22.95] ; [7.95 4.05],0
d3,1,1.0,0.0,[34 34] ; [6 6],[34. 34.] ; [6. 6.],0
