Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,55.80097,[ 30 138] ; [35 12],[ 50.79069767 117.20930233] ; [14.20930233 32.79069767],1
p6,1,3.8e-05,16.960625,[  9 159] ; [12 35],[ 16.40930233 151.59069767] ; [ 4.59069767 42.40930233],1
p10,1,0.003804,8.375247,[88 78] ; [36 11],[96.63849765 69.36150235] ; [27.36150235 19.63849765],0
p5,1,0.006826,7.318087,[  5 164] ; [ 6 41],[  8.60648148 160.39351852] ; [ 2.39351852 44.60648148],0
p1,1,0.008806,6.861775,[  9 159] ; [ 8 39],[ 13.28372093 154.71627907] ; [ 3.71627907 43.28372093],0
n4,1,0.008922,6.838407,[106  63] ; [39  8],[113.44907407  55.55092593] ; [31.55092593 15.44907407],0
s6,1,0.016532,5.745418,[ 51 118] ; [23 24],[ 57.89814815 111.10185185] ; [16.10185185 30.89814815],0
p8,1,0.016766,5.720691,[ 30 138] ; [16 31],[ 35.94418605 132.05581395] ; [10.05581395 36.94418605],0
v1,1,0.018529,5.545431,[ 49 118] ; [22 24],[ 55.66666667 111.33333333] ; [15.33333333 30.66666667],0
v4,1,0.021691,5.270426,[133  35] ; [44  3],[138.30697674  29.69302326] ; [38.69302326  8.30697674],0
p9,1,0.024581,5.053132,[100  64] ; [37 10],[106.48341232  57.51658768] ; [30.51658768 16.48341232],0
r4,1,0.027187,4.878887,[112  57] ; [39  8],[118.14351852  50.85648148] ; [32.85648148 14.14351852],0
p2,1,0.032945,4.548633,[93 76] ; [34 13],[99.36574074 69.63425926] ; [27.63425926 19.36574074],0
s5,1,0.035679,4.412359,[ 17 147] ; [10 35],[ 21.18660287 142.81339713] ; [ 5.81339713 39.18660287],0
s8,1,0.037183,4.342018,[ 22 147] ; [12 35],[ 26.60185185 142.39814815] ; [ 7.39814815 39.60185185],0
n6,1,0.0627,3.464484,[117  52] ; [39  8],[122.05555556  46.94444444] ; [33.94444444 13.05555556],0
p11,1,0.101628,2.679813,[104  65] ; [35 12],[108.75462963  60.24537037] ; [30.24537037 16.75462963],0
r3,1,0.127256,2.325658,[133  34] ; [42  5],[136.56542056  30.43457944] ; [38.43457944  8.56542056],0
r1,1,0.154069,2.031499,[107  62] ; [35 12],[111.10185185  57.89814815] ; [30.89814815 16.10185185],0
s7,1,0.161417,1.960902,[ 29 134] ; [12 32],[ 32.28502415 130.71497585] ; [ 8.71497585 35.28502415],0
n3,1,0.176992,1.8227,[34 29] ; [9 3],[36.12 26.88] ; [6.88 5.12],0
n5,1,0.187156,1.739867,[104  64] ; [34 13],[107.83255814  60.16744186] ; [30.16744186 16.83255814],0
b4,1,0.191644,1.704931,[101  68] ; [33 14],[104.84259259  64.15740741] ; [29.15740741 17.84259259],0
d5,1,0.203204,1.619196,[117  52] ; [37 10],[120.49074074  48.50925926] ; [33.50925926 13.49074074],0
s4,1,0.222727,1.486717,[ 17 151] ; [ 2 44],[ 14.91588785 153.08411215] ; [ 4.08411215 41.91588785],0
a5,1,0.238049,1.392108,[99 70] ; [32 15],[102.49537037  66.50462963] ; [28.50462963 18.49537037],0
v2,1,0.256425,1.287954,[62 99] ; [22 24],[65.33333333 95.66666667] ; [18.66666667 27.33333333],0
b3,1,0.264162,1.246811,[37 56] ; [14 13],[39.525 53.475] ; [11.475 15.525],0
b2,1,0.264162,1.246811,[37 56] ; [14 13],[39.525 53.475] ; [11.475 15.525],0
b5,1,0.285337,1.141495,[101  68] ; [24 23],[97.80092593 71.19907407] ; [27.19907407 19.80092593],0
r2,1,0.396211,0.719795,[141  26] ; [42  5],[142.80841121  24.19158879] ; [40.19158879  6.80841121],0
d4,1,0.4369,0.60441,[124  44] ; [32 15],[121.89767442  46.10232558] ; [34.10232558 12.89767442],0
v3,1,0.481442,0.495596,[ 45 119] ; [10 35],[ 43.15789474 120.84210526] ; [11.84210526 33.15789474],0
u1,1,0.508395,0.437368,[ 16 153] ; [ 6 41],[ 17.21296296 151.78703704] ; [ 4.78703704 42.21296296],0
a1,1,0.56556,0.330169,[ 11 158] ; [ 2 45],[ 10.1712963 158.8287037] ; [ 2.8287037 44.1712963],0
a4,1,0.574539,0.315146,[ 67 100] ; [21 26],[68.6728972 98.3271028] ; [19.3271028 27.6728972],0
u2,1,0.626837,0.236375,[32 35] ; [ 7 10],[31.10714286 35.89285714] ; [7.89285714 9.10714286],0
a8,1,0.630796,0.230983,[ 15 146] ; [ 3 40],[ 14.20588235 146.79411765] ; [ 3.79411765 39.20588235],0
d1,1,0.658902,0.194861,[73 96] ; [22 25],[74.3287037 94.6712963] ; [20.6712963 26.3287037],0
s1,1,0.662276,0.190771,[  5 163] ; [ 2 45],[  5.46976744 162.53023256] ; [ 1.53023256 45.46976744],0
n1,1,0.663488,0.189314,[26 39] ; [4 8],[25.32467532 39.67532468] ; [4.67532468 7.32467532],0
p12,1,0.667604,0.184417,[  5 162] ; [ 2 45],[  5.46261682 161.53738318] ; [ 1.53738318 45.46261682],0
d2,1,0.713549,0.134758,[ 64 103] ; [19 27],[ 65.07511737 101.92488263] ; [17.92488263 28.07511737],0
a6,1,0.719903,0.128585,[114  55] ; [33 14],[115.01388889  53.98611111] ; [31.98611111 15.01388889],0
a3,1,0.731738,0.117522,[102  65] ; [30 17],[103.00934579  63.99065421] ; [28.99065421 18.00934579],0
b1,1,0.774636,0.081977,[ 65 104] ; [17 30],[ 64.15740741 104.84259259] ; [17.84259259 29.15740741],0
u3,1,0.789469,0.071289,[30 37] ; [ 7 10],[29.51190476 37.48809524] ; [7.48809524 9.51190476],0
n2,1,0.804058,0.061553,[41 25] ; [7 5],[40.61538462 25.38461538] ; [7.38461538 4.61538462],0
a7,1,0.832168,0.044911,[108  60] ; [31 16],[108.61395349  59.38604651] ; [30.38604651 16.61395349],0
d3,1,0.922968,0.00935,[102  67] ; [28 19],[101.71296296  67.28703704] ; [28.28703704 18.71296296],0
s3,1,0.927457,0.008289,[ 31 136] ; [ 9 38],[ 31.21495327 135.78504673] ; [ 8.78504673 38.21495327],0
a2,1,0.982217,0.000497,[ 29 140] ; [ 8 39],[ 28.94907407 140.05092593] ; [ 8.05092593 38.94907407],0
