Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,9e-06,19.779944,[100  38] ; [26 39],[85.65517241 52.34482759] ; [40.34482759 24.65517241],1
v4,1,4e-05,16.884444,[124  13] ; [43 21],[113.82587065  23.17412935] ; [53.17412935 10.82587065],1
p2,1,4e-05,16.868791,[99 38] ; [27 37],[85.88059701 51.11940299] ; [40.11940299 23.88059701],1
r3,1,0.000311,13.004004,[120  17] ; [43 22],[110.54950495  26.45049505] ; [52.45049505 12.54950495],1
p10,1,0.000432,12.386802,[91 45] ; [26 38],[79.56 56.44] ; [37.44 26.56],1
n5,1,0.002327,9.272028,[89 48] ; [27 37],[79.06467662 57.93532338] ; [36.93532338 27.06467662],0
p9,1,0.002831,8.913364,[93 42] ; [30 34],[83.44221106 51.55778894] ; [39.55778894 24.44221106],0
r4,1,0.005878,7.587409,[103  35] ; [36 29],[94.49261084 43.50738916] ; [44.50738916 20.49261084],0
s8,1,0.012387,6.254555,[ 24 114] ; [ 3 62],[ 18.3546798 119.6453202] ; [ 8.6453202 56.3546798],0
n4,1,0.01719,5.676824,[94 44] ; [33 32],[86.33497537 51.66502463] ; [40.66502463 24.33497537],0
a1,1,0.02267,5.193579,[  3 135] ; [ 6 59],[  6.1182266 131.8817734] ; [ 2.8817734 62.1182266],0
s5,1,0.03049,4.681466,[ 14 120] ; [ 1 61],[ 10.25510204 123.74489796] ; [ 4.74489796 57.25510204],0
d1,1,0.040698,4.188561,[70 68] ; [23 42],[63.22167488 74.77832512] ; [29.77832512 35.22167488],0
p4,1,0.044412,4.040838,[49 87] ; [14 50],[42.84 93.16] ; [20.16 43.84],0
p7,1,0.055436,3.668929,[65 71] ; [21 42],[58.77386935 77.22613065] ; [27.22613065 35.77386935],0
s1,1,0.063012,3.456275,[  2 135] ; [ 4 60],[  4.08955224 132.91044776] ; [ 1.91044776 62.08955224],0
p8,1,0.070511,3.271083,[52 85] ; [16 48],[46.34825871 90.65174129] ; [21.65174129 42.34825871],0
b1,1,0.07782,3.109846,[52 86] ; [33 32],[57.78325123 80.21674877] ; [27.21674877 37.78325123],0
n2,1,0.078649,3.092594,[33 15] ; [13 14],[29.44 18.56] ; [16.56 10.44],0
s3,1,0.080058,3.063725,[ 29 107] ; [21 43],[ 34. 102.] ; [16. 48.],0
v2,1,0.094264,2.800005,[52 81] ; [16 44],[46.86010363 86.13989637] ; [21.13989637 38.86010363],0
p3,1,0.111927,2.526794,[42 95] ; [13 52],[37.3019802 99.6980198] ; [17.6980198 47.3019802],0
r2,1,0.125493,2.347392,[117  18] ; [50 14],[113.29145729  21.70854271] ; [53.70854271 10.29145729],0
a8,1,0.146248,2.110951,[ 14 111] ; [ 3 60],[ 11.30319149 113.69680851] ; [ 5.69680851 57.30319149],0
p6,1,0.175589,1.834564,[ 30 105] ; [ 9 55],[ 26.45728643 108.54271357] ; [12.54271357 51.45728643],0
n3,1,0.179527,1.801532,[32 15] ; [13 12],[29.375 17.625] ; [15.625  9.375],0
s7,1,0.215228,1.535906,[ 29 104] ; [ 8 49],[ 25.9 107.1] ; [11.1 45.9],0
d5,1,0.225541,1.468764,[98 39] ; [41 24],[94.27227723 42.72772277] ; [44.72772277 20.27227723],0
u1,1,0.235877,1.405065,[ 13 125] ; [ 3 62],[ 10.87684729 127.12315271] ; [ 5.12315271 59.87684729],0
d3,1,0.271995,1.206658,[84 53] ; [34 30],[80.4278607 56.5721393] ; [37.5721393 26.4278607],0
a6,1,0.299899,1.074642,[83 55] ; [44 21],[86.33497537 51.66502463] ; [40.66502463 24.33497537],0
u2,1,0.304693,1.053543,[24 31] ; [14 11],[26.125 28.875] ; [11.875 13.125],0
b3,1,0.308114,1.038743,[30 50] ; [10 26],[27.5862069 52.4137931] ; [12.4137931 23.5862069],0
b2,1,0.308114,1.038743,[30 50] ; [10 26],[27.5862069 52.4137931] ; [12.4137931 23.5862069],0
a4,1,0.371578,0.79838,[48 89] ; [27 38],[50.86633663 86.13366337] ; [24.13366337 40.86633663],0
a5,1,0.448034,0.57562,[80 58] ; [34 31],[77.49753695 60.50246305] ; [36.50246305 28.49753695],0
n1,1,0.454701,0.558906,[15 33] ; [10 15],[16.43835616 31.56164384] ; [ 8.56164384 16.43835616],0
u3,1,0.478502,0.502275,[20 36] ; [11 14],[21.43209877 34.56790123] ; [ 9.56790123 15.43209877],0
v3,1,0.531115,0.392259,[ 32 103] ; [12 49],[ 30.30612245 104.69387755] ; [13.69387755 47.30612245],0
p1,1,0.540376,0.374843,[ 12 125] ; [ 4 60],[ 10.90547264 126.09452736] ; [ 5.09452736 58.90547264],0
b4,1,0.580056,0.306145,[80 58] ; [35 30],[78.1773399 59.8226601] ; [36.8226601 28.1773399],0
d4,1,0.608613,0.2622,[99 38] ; [44 20],[97.46766169 39.53233831] ; [45.53233831 18.46766169],0
a3,1,0.677132,0.173373,[82 56] ; [40 24],[83.34653465 54.65346535] ; [38.65346535 25.34653465],0
