Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00099,10.845535,[18 16] ; [ 8 37],[11.18987342 22.81012658] ; [14.81012658 30.18987342],1
d1,1,0.001353,10.268567,[21 13] ; [12 34],[14.025 19.975] ; [18.975 27.025],0
v1,1,0.001368,10.247807,[17 15] ; [ 8 36],[10.52631579 21.47368421] ; [14.47368421 29.52631579],0
v3,1,0.002165,9.40438,[15 19] ; [ 6 39],[ 9.03797468 24.96202532] ; [11.96202532 33.03797468],0
p6,1,0.0034,8.579125,[13 20] ; [ 5 40],[ 7.61538462 25.38461538] ; [10.38461538 34.61538462],0
d5,1,0.003485,8.534476,[29  5] ; [25 21],[22.95 11.05] ; [31.05 14.95],0
a2,1,0.010333,6.576544,[ 8 26] ; [ 2 44],[ 4.25 29.75] ; [ 5.75 40.25],0
r3,1,0.011406,6.400981,[26  6] ; [24 21],[20.77922078 11.22077922] ; [29.22077922 15.77922078],0
d4,1,0.02068,5.353554,[28  5] ; [28 18],[23.39240506  9.60759494] ; [32.60759494 13.39240506],0
s6,1,0.031322,4.635213,[18 15] ; [14 32],[13.36708861 19.63291139] ; [18.63291139 27.36708861],0
d2,1,0.04243,4.11798,[17 16] ; [13 32],[12.69230769 20.30769231] ; [17.30769231 27.69230769],0
a7,1,0.059547,3.549957,[20 13] ; [18 28],[15.87341772 17.12658228] ; [22.12658228 23.87341772],0
d3,1,0.091087,2.855062,[22 12] ; [21 25],[18.275 15.725] ; [24.725 21.275],0
s8,1,0.095546,2.778359,[12 21] ; [ 9 37],[ 8.7721519 24.2278481] ; [12.2278481 33.7721519],0
s2,1,0.103585,2.649457,[14 18] ; [12 34],[10.66666667 21.33333333] ; [15.33333333 30.66666667],0
b4,1,0.117744,2.447081,[25  9] ; [26 20],[21.675 12.325] ; [29.325 16.675],0
a3,1,0.140066,2.177233,[23 11] ; [23 22],[19.79746835 14.20253165] ; [26.20253165 18.79746835],0
p11,1,0.169101,1.890897,[25  9] ; [27 19],[22.1 11.9] ; [29.9 16.1],0
a1,1,0.177326,1.819895,[ 3 31] ; [ 1 45],[ 1.7 32.3] ; [ 2.3 43.7],0
s1,1,0.177326,1.819895,[ 3 31] ; [ 1 45],[ 1.7 32.3] ; [ 2.3 43.7],0
r1,1,0.179511,1.801666,[12 22] ; [10 36],[ 9.35 24.65] ; [12.65 33.35],0
