Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000517,12.053148,[10  8] ; [12 61],[ 4.35164835 13.64835165] ; [17.64835165 55.35164835],1
p6,1,0.000668,11.577512,[ 9 10] ; [10 68],[ 3.72164948 15.27835052] ; [15.27835052 62.72164948],1
s2,1,0.000998,10.831412,[12  7] ; [19 60],[ 6.01020408 12.98979592] ; [24.98979592 54.01020408],1
s3,1,0.007696,7.102945,[15  4] ; [35 43],[9.79381443 9.20618557] ; [40.20618557 37.79381443],0
p2,1,0.022002,5.245635,[16  3] ; [44 35],[11.63265306  7.36734694] ; [48.36734694 30.63265306],0
s6,1,0.051729,3.784516,[11  8] ; [27 53],[ 7.29292929 11.70707071] ; [30.70707071 49.29292929],0
p3,1,0.054121,3.708971,[ 9 10] ; [20 60],[ 5.56565657 13.43434343] ; [23.43434343 56.56565657],0
a7,1,0.066361,3.37081,[ 8 11] ; [52 28],[11.51515152  7.48484848] ; [48.48484848 31.51515152],0
s5,1,0.078644,3.092702,[ 6 12] ; [12 66],[ 3.375 14.625] ; [14.625 63.375],0
a5,1,0.127787,2.31918,[ 7 12] ; [45 35],[9.97979798 9.02020202] ; [42.02020202 37.97979798],0
s8,1,0.153974,2.032431,[ 7 12] ; [17 63],[ 4.60606061 14.39393939] ; [19.39393939 60.60606061],0
b1,1,0.189342,1.72273,[ 8 11] ; [47 33],[10.55555556  8.44444444] ; [44.44444444 35.55555556],0
v3,1,0.307247,1.042471,[ 4 15] ; [ 9 66],[ 2.62765957 16.37234043] ; [10.37234043 64.62765957],0
n5,1,0.312712,1.019186,[ 6 13] ; [35 44],[ 7.94897959 11.05102041] ; [33.05102041 45.94897959],0
v4,1,0.340777,0.907507,[15  3] ; [58 22],[13.40816327  4.59183673] ; [59.59183673 20.40816327],0
n4,1,0.361251,0.833541,[ 8 11] ; [43 37],[9.78787879 9.21212121] ; [41.21212121 38.78787879],0
p11,1,0.361251,0.833541,[11  8] ; [37 43],[9.21212121 9.78787879] ; [38.78787879 41.21212121],0
d2,1,0.361534,0.832558,[ 6 13] ; [34 45],[ 7.75510204 11.24489796] ; [32.24489796 46.75510204],0
p9,1,0.368262,0.80952,[ 9 10] ; [47 33],[10.74747475  8.25252525] ; [45.25252525 34.74747475],0
a3,1,0.391757,0.733482,[ 9 10] ; [46 33],[10.66326531  8.33673469] ; [44.33673469 34.66326531],0
u2,1,0.424761,0.637104,[7 3] ; [19 15],[5.90909091 4.09090909] ; [20.09090909 13.90909091],0
u3,1,0.424761,0.637104,[7 3] ; [19 15],[5.90909091 4.09090909] ; [20.09090909 13.90909091],0
p8,1,0.440624,0.594656,[ 7 12] ; [22 57],[ 5.62244898 13.37755102] ; [23.37755102 55.62244898],0
d3,1,0.463758,0.536809,[12  7] ; [42 36],[10.57731959  8.42268041] ; [43.42268041 34.57731959],0
n2,1,0.490298,0.475872,[6 3] ; [15 13],[5.10810811 3.89189189] ; [15.89189189 12.10810811],0
r1,1,0.49133,0.473611,[10  9] ; [49 31],[11.32323232  7.67676768] ; [47.67676768 32.32323232],0
b5,1,0.49133,0.473611,[10  9] ; [49 31],[11.32323232  7.67676768] ; [47.67676768 32.32323232],0
s1,1,0.509853,0.434369,[ 1 18] ; [ 8 71],[ 1.74489796 17.25510204] ; [ 7.25510204 71.74489796],0
v1,1,0.556382,0.346007,[ 5 14] ; [26 52],[ 6.07216495 12.92783505] ; [24.92783505 53.07216495],0
n3,1,0.626688,0.236579,[4 5] ; [14 12],[4.62857143 4.37142857] ; [13.37142857 12.62857143],0
n1,1,0.638512,0.220694,[4 5] ; [10 18],[3.40540541 5.59459459] ; [10.59459459 17.40540541],0
b2,1,0.650196,0.205653,[ 3 10] ; [15 36],[3.65625 9.34375] ; [14.34375 36.65625],0
b3,1,0.650196,0.205653,[ 3 10] ; [15 36],[3.65625 9.34375] ; [14.34375 36.65625],0
p4,1,0.66452,0.188079,[ 7 12] ; [25 54],[ 6.20408163 12.79591837] ; [25.79591837 53.20408163],0
r3,1,0.673975,0.176988,[14  5] ; [55 25],[13.24242424  5.75757576] ; [55.75757576 24.24242424],0
p1,1,0.67522,0.175557,[ 2 17] ; [ 6 73],[ 1.55102041 17.44897959] ; [ 6.44897959 72.55102041],0
d5,1,0.694642,0.154106,[12  7] ; [46 33],[11.24489796  7.75510204] ; [46.75510204 32.24489796],0
b4,1,0.77539,0.081414,[10  9] ; [45 35],[10.55555556  8.44444444] ; [44.44444444 35.55555556],0
a4,1,0.800084,0.06413,[ 7 12] ; [32 48],[ 7.48484848 11.51515152] ; [31.51515152 48.48484848],0
r2,1,0.836604,0.042535,[15  3] ; [65 15],[14.69387755  3.30612245] ; [65.30612245 14.69387755],0
r4,1,0.866498,0.02826,[11  8] ; [48 32],[11.32323232  7.67676768] ; [47.67676768 32.32323232],0
d1,1,0.879989,0.022796,[ 7 12] ; [28 52],[ 6.71717172 12.28282828] ; [28.28282828 51.71717172],0
p10,1,0.913742,0.011733,[ 9 10] ; [39 41],[9.21212121 9.78787879] ; [38.78787879 41.21212121],0
d4,1,0.918891,0.01037,[13  6] ; [55 24],[13.18367347  5.81632653] ; [54.81632653 24.18367347],0
p7,1,0.93725,0.006198,[ 8 10] ; [33 43],[ 7.85106383 10.14893617] ; [33.14893617 42.85106383],0
a6,1,0.991369,0.000117,[12  7] ; [50 29],[12.02040816  6.97959184] ; [49.97959184 29.02040816],0
