Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.00568,7.648971,[57 44] ; [26  5],[63.50757576 37.49242424] ; [19.49242424 11.50757576],0
d1,1,0.006789,7.328003,[29 73] ; [17 14],[35.27819549 66.72180451] ; [10.72180451 20.27819549],0
v3,1,0.027544,4.856397,[13 88] ; [ 9 21],[16.96183206 84.03816794] ; [ 5.03816794 24.96183206],0
d4,1,0.039263,4.249447,[58 44] ; [24  7],[62.88721805 39.11278195] ; [19.11278195 11.88721805],0
a3,1,0.067256,3.348753,[50 52] ; [21 10],[54.45112782 47.54887218] ; [16.54887218 14.45112782],0
d3,1,0.071622,3.245459,[46 54] ; [20 11],[50.38167939 49.61832061] ; [15.61832061 15.38167939],0
n2,1,0.0759,3.150579,[22 15] ; [12  2],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
b4,1,0.121423,2.398872,[53 49] ; [21 10],[56.7518797 45.2481203] ; [17.2481203 13.7518797],0
r3,1,0.141992,2.156242,[76 26] ; [27  4],[78.9924812 23.0075188] ; [24.0075188  6.9924812],0
a8,1,0.157398,1.999052,[12 86] ; [ 1 29],[ 9.953125 88.046875] ; [ 3.046875 26.953125],0
a2,1,0.173686,1.850835,[ 8 94] ; [ 5 26],[ 9.96992481 92.03007519] ; [ 3.03007519 27.96992481],0
d2,1,0.216525,1.527256,[36 64] ; [15 16],[38.93129771 61.06870229] ; [12.06870229 18.93129771],0
n1,1,0.227723,1.455026,[13 24] ; [ 2 10],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
n5,1,0.241393,1.372439,[64 37] ; [16 15],[61.21212121 39.78787879] ; [18.78787879 12.21212121],0
a7,1,0.338147,0.917444,[52 49] ; [19 12],[54.32575758 46.67424242] ; [16.67424242 14.32575758],0
n3,1,0.346488,0.886276,[24 13] ; [11  3],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
b2,1,0.351833,0.866837,[22 43] ; [7 8],[23.5625 41.4375] ; [5.4375 9.5625],0
b3,1,0.351833,0.866837,[22 43] ; [7 8],[23.5625 41.4375] ; [5.4375 9.5625],0
r2,1,0.361976,0.831028,[71 27] ; [25  6],[72.93023256 25.06976744] ; [23.06976744  7.93023256],0
s6,1,0.372839,0.794179,[37 65] ; [14 17],[39.11278195 62.88721805] ; [11.88721805 19.11278195],0
a1,1,0.389152,0.741589,[ 8 94] ; [ 4 27],[ 9.20300752 92.79699248] ; [ 2.79699248 28.20300752],0
n4,1,0.393856,0.727003,[57 45] ; [20 11],[59.05263158 42.94736842] ; [17.94736842 13.05263158],0
s5,1,0.448394,0.574707,[16 84] ; [ 6 21],[17.32283465 82.67716535] ; [ 4.67716535 22.32283465],0
p9,1,0.46628,0.530777,[67 31] ; [19 12],[65.33333333 32.66666667] ; [20.66666667 10.33333333],0
p1,1,0.468066,0.526539,[11 90] ; [ 2 29],[ 9.9469697 91.0530303] ; [ 3.0530303 27.9469697],0
a4,1,0.473029,0.51489,[29 72] ; [11 20],[30.60606061 70.39393939] ; [ 9.39393939 21.60606061],0
p3,1,0.489414,0.477814,[33 69] ; [ 8 23],[31.44360902 70.55639098] ; [ 9.55639098 21.44360902],0
b1,1,0.490337,0.475787,[39 63] ; [14 17],[40.64661654 61.35338346] ; [12.35338346 18.64661654],0
a5,1,0.507271,0.439691,[49 53] ; [17 14],[50.61654135 51.38345865] ; [15.38345865 15.61654135],0
u3,1,0.508543,0.437063,[15 36] ; [4 6],[15.8852459 35.1147541] ; [3.1147541 6.8852459],0
p8,1,0.515046,0.423802,[38 63] ; [ 9 20],[36.51538462 64.48461538] ; [10.48461538 18.51538462],0
s2,1,0.521425,0.411075,[30 72] ; [11 20],[31.44360902 70.55639098] ; [ 9.55639098 21.44360902],0
p5,1,0.548467,0.36007,[ 6 94] ; [ 1 30],[ 5.34351145 94.65648855] ; [ 1.65648855 29.34351145],0
b5,1,0.554972,0.348485,[62 40] ; [17 14],[60.58646617 41.41353383] ; [18.41353383 12.58646617],0
p6,1,0.591373,0.288205,[26 74] ; [ 9 20],[27.13178295 72.86821705] ; [ 7.86821705 21.13178295],0
s3,1,0.61712,0.249936,[35 65] ; [12 18],[36.15384615 63.84615385] ; [10.84615385 19.15384615],0
p11,1,0.638806,0.220307,[64 38] ; [18 13],[62.88721805 39.11278195] ; [19.11278195 11.88721805],0
p10,1,0.639031,0.220011,[59 40] ; [17 14],[57.87692308 41.12307692] ; [18.12307692 12.87692308],0
u2,1,0.653214,0.201872,[22 30] ; [5 5],[22.64516129 29.35483871] ; [4.35483871 5.64516129],0
a6,1,0.661927,0.191191,[58 44] ; [19 12],[59.05263158 42.94736842] ; [17.94736842 13.05263158],0
u1,1,0.69375,0.155055,[ 5 97] ; [ 1 30],[ 4.60150376 97.39849624] ; [ 1.39849624 29.60150376],0
p4,1,0.728006,0.12095,[41 61] ; [11 19],[40.18181818 61.81818182] ; [11.81818182 18.18181818],0
p2,1,0.778804,0.078893,[65 35] ; [21 10],[65.64885496 34.35114504] ; [20.35114504 10.64885496],0
s7,1,0.810479,0.057508,[27 72] ; [ 7 21],[26.50393701 72.49606299] ; [ 7.49606299 20.50393701],0
n6,1,0.887086,0.020162,[73 28] ; [22  9],[72.68939394 28.31060606] ; [22.31060606  8.68939394],0
p7,1,0.888045,0.019818,[46 52] ; [15 16],[46.34108527 51.65891473] ; [14.65891473 16.34108527],0
v4,1,0.892003,0.018434,[77 24] ; [24  7],[77.28030303 23.71969697] ; [23.71969697  7.28030303],0
s4,1,0.904877,0.014281,[22 80] ; [ 7 24],[22.2406015 79.7593985] ; [ 6.7593985 24.2406015],0
s8,1,0.904877,0.014281,[22 80] ; [ 7 24],[22.2406015 79.7593985] ; [ 6.7593985 24.2406015],0
p12,1,0.935237,0.006603,[ 3 99] ; [ 1 30],[ 3.06766917 98.93233083] ; [ 0.93233083 30.06766917],0
r4,1,0.972918,0.001153,[53 49] ; [16 15],[52.91729323 49.08270677] ; [16.08270677 14.91729323],0
