Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.5e-05,16.650911,[32  4] ; [13 18],[24.17910448 11.82089552] ; [20.82089552 10.17910448],1
n1,1,0.664558,0.188034,[5 4] ; [6 7],[4.5 4.5] ; [6.5 6.5],0
a5,1,0.705129,0.143191,[24 12] ; [22  9],[24.71641791 11.28358209] ; [21.28358209  9.71641791],0
b2,1,0.710062,0.138215,[ 7 15] ; [ 7 19],[ 6.41666667 15.58333333] ; [ 7.58333333 18.41666667],0
b3,1,0.710062,0.138215,[ 7 15] ; [ 7 19],[ 6.41666667 15.58333333] ; [ 7.58333333 18.41666667],0
n5,1,0.726637,0.122222,[30  6] ; [24  6],[29.45454545  6.54545455] ; [24.54545455  5.45454545],0
b4,1,0.746907,0.104148,[16 20] ; [15 16],[16.65671642 19.34328358] ; [14.34328358 16.65671642],0
d1,1,0.770101,0.085406,[ 3 33] ; [ 2 29],[ 2.68656716 33.31343284] ; [ 2.31343284 28.68656716],0
s8,1,0.773853,0.082564,[22 14] ; [20 11],[22.56716418 13.43283582] ; [19.43283582 11.56716418],0
n6,1,0.79751,0.065829,[31  5] ; [26  5],[30.62686567  5.37313433] ; [26.37313433  4.62686567],0
r4,1,0.821543,0.050878,[32  4] ; [27  4],[31.70149254  4.29850746] ; [27.29850746  3.70149254],0
v1,1,0.822106,0.050551,[19 17] ; [15 15],[18.54545455 17.45454545] ; [15.45454545 14.54545455],0
a6,1,0.957421,0.002851,[23 13] ; [20 11],[23.10447761 12.89552239] ; [19.89552239 11.10447761],0
v3,1,0.957421,0.002851,[13 23] ; [11 20],[12.89552239 23.10447761] ; [11.10447761 19.89552239],0
n3,1,0.964079,0.002028,[7 2] ; [11  3],[7.04347826 1.95652174] ; [10.95652174  3.04347826],0
s6,1,1.0,0.0,[28  7] ; [24  6],[28.  7.] ; [24.  6.],0
