Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.5e-05,16.650911,[32  4] ; [13 18],[24.17910448 11.82089552] ; [20.82089552 10.17910448],1
d2,1,0.005259,7.788252,[ 6 30] ; [15 16],[11.28358209 24.71641791] ; [ 9.71641791 21.28358209],0
d5,1,0.036433,4.376731,[14 22] ; [20 11],[18.26865672 17.73134328] ; [15.73134328 15.26865672],0
p1,1,0.040998,4.176097,[ 9 27] ; [ 2 29],[ 5.91044776 30.08955224] ; [ 5.08955224 25.91044776],0
s5,1,0.053394,3.731538,[18 18] ; [ 8 22],[14.18181818 21.81818182] ; [11.81818182 18.18181818],0
p2,1,0.054219,3.705946,[33  3] ; [23  8],[30.08955224  5.91044776] ; [25.91044776  5.08955224],0
p3,1,0.071937,3.238249,[19 16] ; [10 21],[15.37878788 19.62121212] ; [13.62121212 17.37878788],0
p10,1,0.073406,3.205172,[34  2] ; [24  6],[31.63636364  4.36363636] ; [26.36363636  3.63636364],0
a7,1,0.079755,3.069888,[25 11] ; [15 16],[21.49253731 14.50746269] ; [18.50746269 12.49253731],0
p6,1,0.081045,3.043817,[18 18] ; [ 9 22],[14.50746269 21.49253731] ; [12.49253731 18.50746269],0
p11,1,0.081089,3.042935,[29  7] ; [19 12],[25.79104478 10.20895522] ; [22.20895522  8.79104478],0
b5,1,0.090981,2.856932,[17 19] ; [21 10],[20.41791045 15.58208955] ; [17.58208955 13.41791045],0
p9,1,0.117783,2.446552,[32  4] ; [23  8],[29.55223881  6.44776119] ; [25.44776119  5.55223881],0
b1,1,0.142074,2.155353,[18 18] ; [10 21],[15.04477612 20.95522388] ; [12.95522388 18.04477612],0
a2,1,0.158306,1.990331,[ 2 34] ; [ 5 26],[ 3.76119403 32.23880597] ; [ 3.23880597 27.76119403],0
s2,1,0.172791,1.85856,[21 15] ; [23  8],[23.64179104 12.35820896] ; [20.35820896 10.64179104],0
a8,1,0.179749,1.799696,[ 3 31] ; [ 6 23],[ 4.85714286 29.14285714] ; [ 4.14285714 24.85714286],0
s4,1,0.198077,1.656499,[12 24] ; [ 6 25],[ 9.67164179 26.32835821] ; [ 8.32835821 22.67164179],0
r1,1,0.198869,1.65066,[29  7] ; [20 10],[26.72727273  9.27272727] ; [22.27272727  7.72727273],0
u2,1,0.205903,1.6,[9 6] ; [3 6],[7.5 7.5] ; [4.5 4.5],0
v4,1,0.232237,1.427108,[34  1] ; [27  3],[32.84615385  2.15384615] ; [28.15384615  1.84615385],0
p5,1,0.263289,1.251379,[ 7 29] ; [ 3 28],[ 5.37313433 30.62686567] ; [ 4.62686567 26.37313433],0
a3,1,0.28218,1.156563,[21 15] ; [22  9],[23.10447761 12.89552239] ; [19.89552239 11.10447761],0
v2,1,0.300353,1.072627,[18 17] ; [12 19],[15.90909091 19.09090909] ; [14.09090909 16.90909091],0
n4,1,0.319071,0.99275,[29  7] ; [21  9],[27.27272727  8.72727273] ; [22.72727273  7.27272727],0
s3,1,0.323722,0.973851,[22 13] ; [23  8],[23.86363636 11.13636364] ; [21.13636364  9.86363636],0
u3,1,0.3411,0.906294,[7 8] ; [6 3],[8.125 6.875] ; [4.875 4.125],0
a4,1,0.355467,0.853843,[ 8 28] ; [10 21],[ 9.67164179 26.32835821] ; [ 8.32835821 22.67164179],0
p4,1,0.455922,0.555887,[20 16] ; [20 11],[21.49253731 14.50746269] ; [18.50746269 12.49253731],0
s1,1,0.496859,0.461639,[ 2 34] ; [ 3 27],[ 2.72727273 33.27272727] ; [ 2.27272727 27.72727273],0
n2,1,0.524052,0.405911,[8 1] ; [11  3],[7.43478261 1.56521739] ; [11.56521739  2.43478261],0
r3,1,0.542028,0.371793,[33  3] ; [27  4],[32.23880597  3.76119403] ; [27.76119403  3.23880597],0
d3,1,0.572473,0.318562,[14 22] ; [10 21],[12.89552239 23.10447761] ; [11.10447761 19.89552239],0
r2,1,0.628113,0.234628,[33  2] ; [30  1],[33.40909091  1.59090909] ; [29.59090909  1.40909091],0
