Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,1e-06,24.50207,[18 73] ; [84 79],[36.54330709 54.45669291] ; [65.45669291 97.54330709],1
d2,1,1e-06,24.473638,[17 74] ; [81 80],[35.38888889 55.61111111] ; [62.61111111 98.38888889],1
a3,1,1e-06,23.266955,[36 55] ; [115  48],[54.0984252 36.9015748] ; [96.9015748 66.0984252],1
d1,1,0.000167,14.171931,[28 64] ; [90 74],[42.40625 49.59375] ; [75.59375 88.40625],1
d4,1,0.000203,13.79949,[55 36] ; [134  30],[67.44705882 23.55294118] ; [121.55294118  42.44705882],1
r1,1,0.000338,12.848159,[46 46] ; [118  45],[59.16862745 32.83137255] ; [104.83137255  58.16862745],1
n4,1,0.000462,12.264152,[48 44] ; [121  43],[60.734375 31.265625] ; [108.265625  55.734375],1
a6,1,0.001192,10.502273,[47 45] ; [117  47],[58.9375 33.0625] ; [105.0625  58.9375],0
u1,1,0.002178,9.392719,[ 2 90] ; [ 23 141],[ 8.984375 83.015625] ; [ 16.015625 147.984375],0
d5,1,0.002311,9.284411,[54 38] ; [126  38],[64.6875 27.3125] ; [115.3125  48.6875],0
s2,1,0.003538,8.506788,[15 76] ; [ 54 107],[24.91666667 66.08333333] ; [ 44.08333333 116.91666667],0
a7,1,0.003781,8.386028,[51 40] ; [121  43],[61.38039216 29.61960784] ; [110.61960784  53.38039216],0
d3,1,0.006472,7.413936,[47 45] ; [112  52],[57.140625 34.859375] ; [101.859375  62.140625],0
r4,1,0.01144,6.395582,[57 35] ; [126  38],[65.765625 26.234375] ; [117.234375  46.765625],0
r2,1,0.011684,6.358237,[74 18] ; [148  14],[80.40944882 11.59055118] ; [141.59055118  20.40944882],0
v1,1,0.029145,4.759056,[28 64] ; [71 89],[36.14285714 55.85714286] ; [62.85714286 97.14285714],0
v2,1,0.029977,4.710596,[28 58] ; [75 85],[36.00813008 49.99186992] ; [66.99186992 93.00813008],0
p10,1,0.046051,3.97972,[47 43] ; [106  57],[54.42687747 35.57312253] ; [98.57312253 64.42687747],0
v4,1,0.048622,3.88837,[70 22] ; [140  23],[75.76470588 16.23529412] ; [134.23529412  28.76470588],0
p8,1,0.049222,3.867751,[13 77] ; [ 41 123],[19.13385827 70.86614173] ; [ 34.86614173 129.13385827],0
s7,1,0.049372,3.862644,[12 79] ; [ 36 117],[17.90163934 73.09836066] ; [ 30.09836066 122.90163934],0
p4,1,0.053255,3.735901,[23 69] ; [ 60 103],[29.94509804 62.05490196] ; [ 53.05490196 109.94509804],0
r3,1,0.068014,3.330301,[72 19] ; [143  20],[77.02755906 13.97244094] ; [137.97244094  25.02755906],0
p2,1,0.08031,3.058607,[51 41] ; [109  55],[57.5 34.5] ; [102.5  61.5],0
s6,1,0.082951,3.006106,[32 60] ; [74 87],[38.54545455 53.45454545] ; [67.45454545 93.54545455],0
b5,1,0.110056,2.553413,[61 31] ; [92 72],[54.984375 37.015625] ; [98.015625 65.984375],0
p5,1,0.11292,2.512875,[ 2 90] ; [ 11 153],[ 4.671875 87.328125] ; [  8.328125 155.671875],0
n5,1,0.138919,2.18989,[52 40] ; [108  56],[57.5 34.5] ; [102.5  61.5],0
p11,1,0.180114,1.79668,[54 38] ; [110  54],[58.9375 33.0625] ; [105.0625  58.9375],0
p3,1,0.212603,1.553611,[17 75] ; [ 41 121],[21.00787402 70.99212598] ; [ 36.99212598 125.00787402],0
n2,1,0.275726,1.188039,[19 13] ; [41 17],[21.33333333 10.66666667] ; [38.66666667 19.33333333],0
b4,1,0.306884,1.044038,[62 30] ; [100  64],[58.21875 33.78125] ; [103.78125  60.21875],0
a1,1,0.321241,0.983889,[ 3 89] ; [ 10 154],[ 4.671875 87.328125] ; [  8.328125 155.671875],0
p9,1,0.349768,0.874298,[56 33] ; [110  50],[59.33333333 29.66666667] ; [106.66666667  53.33333333],0
p1,1,0.368255,0.809543,[ 6 86] ; [ 16 147],[ 7.9372549 84.0627451] ; [ 14.0627451 148.9372549],0
s3,1,0.381422,0.766115,[27 62] ; [ 58 104],[30.13944223 58.86055777] ; [ 54.86055777 107.13944223],0
n3,1,0.42872,0.626289,[22 11] ; [32 23],[20.25 12.75] ; [33.75 21.25],0
