Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.431848,[61 38] ; [ 1 27],[48.33070866 50.66929134] ; [13.66929134 14.33070866],1
p2,1,2e-06,22.575541,[71 27] ; [ 6 21],[60.368 37.632] ; [16.632 10.368],1
r3,1,2e-06,22.249174,[84 15] ; [11 16],[74.64285714 24.35714286] ; [20.35714286  6.64285714],1
p9,1,0.000622,11.709384,[74 22] ; [11 15],[66.8852459 29.1147541] ; [18.1147541  7.8852459],1
n6,1,0.000623,11.705856,[80 19] ; [13 14],[73.07142857 25.92857143] ; [19.92857143  7.07142857],1
r2,1,0.000679,11.54463,[78 20] ; [12 14],[71.12903226 26.87096774] ; [18.87096774  7.12903226],1
p10,1,0.000859,11.108437,[66 30] ; [ 9 18],[58.53658537 37.46341463] ; [16.46341463 10.53658537],1
u2,1,0.001549,10.019979,[22 19] ; [ 1 14],[16.83928571 24.16071429] ; [6.16071429 8.83928571],0
p6,1,0.00225,9.333841,[33 64] ; [ 1 25],[26.81300813 70.18699187] ; [ 7.18699187 18.81300813],0
p7,1,0.009375,6.75,[48 50] ; [ 6 22],[42. 56.] ; [12. 16.],0
s6,1,0.009401,6.745011,[40 58] ; [ 4 24],[34.22222222 63.77777778] ; [ 9.77777778 18.22222222],0
s1,1,0.009436,6.738294,[ 1 98] ; [ 3 25],[ 3.11811024 95.88188976] ; [ 0.88188976 27.11811024],0
d5,1,0.01387,6.054637,[70 28] ; [13 15],[64.55555556 33.44444444] ; [18.44444444  9.55555556],0
p8,1,0.015847,5.819822,[42 56] ; [ 5 23],[36.55555556 61.44444444] ; [10.44444444 17.55555556],0
p3,1,0.024412,5.065116,[36 62] ; [ 4 24],[31.11111111 66.88888889] ; [ 8.88888889 19.11111111],0
n2,1,0.025746,4.973002,[27 10] ; [5 8],[23.68 13.32] ; [8.32 4.68],0
p11,1,0.030498,4.680993,[68 31] ; [13 15],[63.14173228 35.85826772] ; [17.85826772 10.14173228],0
p4,1,0.047385,3.931653,[45 53] ; [ 7 21],[40.44444444 57.55555556] ; [11.55555556 16.44444444],0
u3,1,0.048964,3.876589,[17 24] ; [ 2 13],[13.91071429 27.08928571] ; [5.08928571 9.91071429],0
v2,1,0.049771,3.849173,[38 60] ; [ 5 22],[33.712 64.288] ; [ 9.288 17.712],0
s5,1,0.051702,3.785381,[18 79] ; [ 1 27],[14.744 82.256] ; [ 4.256 23.744],0
s2,1,0.071936,3.238281,[22 77] ; [ 2 26],[18.70866142 80.29133858] ; [ 5.29133858 22.70866142],0
a7,1,0.083265,3.0,[60 38] ; [12 16],[56. 42.] ; [16. 12.],0
p1,1,0.084923,2.968068,[ 7 92] ; [ 5 23],[ 9.35433071 89.64566929] ; [ 2.64566929 25.35433071],0
d4,1,0.137791,2.202459,[68 31] ; [15 13],[64.7007874 34.2992126] ; [18.2992126  9.7007874],0
a1,1,0.153653,2.035609,[ 6 93] ; [ 4 24],[ 7.79527559 91.20472441] ; [ 2.20472441 25.79527559],0
n3,1,0.236167,1.403326,[24 13] ; [6 7],[22.2 14.8] ; [7.8 5.2],0
d3,1,0.271647,1.208414,[53 44] ; [12 16],[50.44 46.56] ; [14.56 13.44],0
s8,1,0.271835,1.207466,[15 84] ; [ 2 26],[13.2519685 85.7480315] ; [ 3.7480315 24.2519685],0
a3,1,0.295066,1.096363,[57 42] ; [13 15],[54.56692913 44.43307087] ; [15.43307087 12.56692913],0
a2,1,0.321663,0.982174,[ 8 91] ; [ 4 24],[ 9.35433071 89.64566929] ; [ 2.64566929 25.35433071],0
b2,1,0.332149,0.940502,[23 31] ; [ 5 12],[21.29577465 32.70422535] ; [ 6.70422535 10.29577465],0
b3,1,0.332149,0.940502,[23 31] ; [ 5 12],[21.29577465 32.70422535] ; [ 6.70422535 10.29577465],0
d2,1,0.352255,0.865316,[34 64] ; [12 15],[36.064 61.936] ; [ 9.936 17.064],0
n5,1,0.371093,0.8,[61 37] ; [20  8],[63. 35.] ; [18. 10.],0
b1,1,0.475935,0.508163,[42 57] ; [14 14],[43.65354331 55.34645669] ; [12.34645669 15.65354331],0
p5,1,0.540797,0.374066,[11 88] ; [ 2 26],[10.13385827 88.86614173] ; [ 2.86614173 25.13385827],0
d1,1,0.545917,0.364682,[38 61] ; [ 9 19],[36.63779528 62.36220472] ; [10.36220472 17.63779528],0
n1,1,0.561523,0.337073,[11 26] ; [5 8],[11.84 25.16] ; [4.16 8.84],0
n4,1,0.586983,0.295081,[58 41] ; [18 10],[59.24409449 39.75590551] ; [16.75590551 11.24409449],0
b4,1,0.598441,0.277353,[51 48] ; [16 12],[52.22834646 46.77165354] ; [14.77165354 13.22834646],0
s7,1,0.615771,0.251856,[21 70] ; [ 5 22],[20.05084746 70.94915254] ; [ 5.94915254 21.05084746],0
a5,1,0.634576,0.225906,[48 51] ; [15 13],[49.11023622 49.88976378] ; [13.88976378 14.11023622],0
a4,1,0.64511,0.212121,[34 65] ; [ 8 19],[33. 66.] ; [ 9. 18.],0
p12,1,0.645687,0.211381,[ 2 95] ; [ 1 27],[ 2.328 94.672] ; [ 0.672 27.328],0
u1,1,0.6684,0.183479,[ 5 94] ; [ 2 26],[ 5.45669291 93.54330709] ; [ 1.54330709 26.45669291],0
b5,1,0.668828,0.182976,[61 38] ; [16 12],[60.02362205 38.97637795] ; [16.97637795 11.02362205],0
v1,1,0.765549,0.088924,[32 66] ; [ 8 19],[31.36 66.64] ; [ 8.64 18.36],0
s4,1,0.831151,0.045465,[16 83] ; [ 5 23],[16.37007874 82.62992126] ; [ 4.62992126 23.37007874],0
a8,1,0.91913,0.010308,[ 6 85] ; [ 2 26],[ 6.11764706 84.88235294] ; [ 1.88235294 26.11764706],0
v3,1,0.97832,0.000738,[25 74] ; [ 7 21],[24.94488189 74.05511811] ; [ 7.05511811 20.94488189],0
a6,1,0.997304,1.1e-05,[53 46] ; [15 13],[53.00787402 45.99212598] ; [14.99212598 13.00787402],0
