Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.5e-05,18.69252,[30  9] ; [37 65],[18.53191489 20.46808511] ; [48.46808511 53.53191489],1
s6,1,0.000439,12.356375,[31  7] ; [49 52],[21.8705036 16.1294964] ; [58.1294964 42.8705036],1
p6,1,0.000656,11.60868,[21 17] ; [25 76],[12.57553957 25.42446043] ; [33.42446043 67.57553957],1
d3,1,0.00202,9.53112,[30  9] ; [48 52],[21.88489209 17.11510791] ; [56.11510791 43.88489209],0
s7,1,0.003606,8.472367,[22 15] ; [31 66],[14.63432836 22.36567164] ; [38.36567164 58.63432836],0
a1,1,0.006855,7.31052,[ 6 33] ; [ 3 99],[ 2.4893617 36.5106383] ; [ 6.5106383 95.4893617],0
d1,1,0.01078,6.501151,[23 16] ; [36 66],[16.31914894 22.68085106] ; [42.68085106 59.31914894],0
d4,1,0.011325,6.413649,[34  5] ; [67 35],[27.93617021 11.06382979] ; [73.06382979 28.93617021],0
r4,1,0.012639,6.218945,[32  7] ; [61 41],[25.72340426 13.27659574] ; [67.27659574 34.72340426],0
p5,1,0.013843,6.058103,[ 9 30] ; [ 8 93],[ 4.73571429 34.26428571] ; [12.26428571 88.73571429],0
b4,1,0.016728,5.724637,[31  8] ; [59 43],[24.89361702 14.10638298] ; [65.10638298 36.89361702],0
b5,1,0.025499,4.989689,[18 21] ; [68 34],[23.78723404 15.21276596] ; [62.21276596 39.78723404],0
a5,1,0.033108,4.54017,[28 11] ; [53 49],[22.40425532 16.59574468] ; [58.59574468 43.40425532],0
n3,1,0.033345,4.527962,[7 8] ; [22  6],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
s8,1,0.041882,4.139978,[19 20] ; [31 71],[13.82978723 25.17021277] ; [36.17021277 65.82978723],0
s3,1,0.044042,4.054951,[24 15] ; [43 58],[18.66428571 20.33571429] ; [48.33571429 52.66428571],0
u3,1,0.04458,4.034451,[9 4] ; [17 28],[5.82758621 7.17241379] ; [20.17241379 24.82758621],0
s4,1,0.04462,4.032927,[12 27] ; [16 86],[ 7.74468085 31.25531915] ; [20.25531915 81.74468085],0
v2,1,0.05604,3.650864,[19 17] ; [35 66],[14.18978102 21.81021898] ; [39.81021898 61.18978102],0
v1,1,0.065562,3.390788,[22 16] ; [40 59],[17.19708029 20.80291971] ; [44.80291971 54.19708029],0
d5,1,0.066998,3.355091,[32  7] ; [67 34],[27.57857143 11.42142857] ; [71.42142857 29.57857143],0
u1,1,0.073642,3.199908,[ 4 35] ; [ 3 99],[ 1.93617021 37.06382979] ; [ 5.06382979 96.93617021],0
s1,1,0.099742,2.709662,[ 3 36] ; [  2 100],[ 1.38297872 37.61702128] ; [ 3.61702128 98.38297872],0
v4,1,0.114327,2.493363,[37  2] ; [86 15],[34.26428571  4.73571429] ; [88.73571429 12.26428571],0
a7,1,0.149108,2.081356,[29 10] ; [62 39],[25.35 13.65] ; [65.65 35.35],0
p4,1,0.151302,2.05907,[24 15] ; [49 53],[20.19148936 18.80851064] ; [52.80851064 49.19148936],0
u2,1,0.151552,2.056557,[9 4] ; [21 24],[6.72413793 6.27586207] ; [23.27586207 21.72413793],0
b2,1,0.195845,1.673094,[10 10] ; [21 41],[ 7.56097561 12.43902439] ; [23.43902439 38.56097561],0
b3,1,0.195845,1.673094,[10 10] ; [21 41],[ 7.56097561 12.43902439] ; [23.43902439 38.56097561],0
n5,1,0.236551,1.401033,[26 13] ; [78 24],[28.76595745 10.23404255] ; [75.23404255 26.76595745],0
p11,1,0.236768,1.399735,[30  9] ; [87 15],[32.36170213  6.63829787] ; [84.63829787 17.36170213],0
a3,1,0.244393,1.355073,[26 13] ; [57 45],[22.95744681 16.04255319] ; [60.04255319 41.95744681],0
a4,1,0.250209,1.322135,[15 24] ; [29 73],[12.17021277 26.82978723] ; [31.82978723 70.17021277],0
p1,1,0.350006,0.873434,[ 6 33] ; [10 92],[ 4.42553191 34.57446809] ; [11.57446809 90.42553191],0
p3,1,0.359929,0.838142,[19 20] ; [41 61],[16.59574468 22.40425532] ; [43.40425532 58.59574468],0
u4,1,0.476855,0.506047,[ 1 38] ; [  1 101],[ 0.55319149 38.44680851] ; [  1.44680851 100.55319149],0
n6,1,0.482401,0.493431,[33  6] ; [81 21],[31.53191489  7.46808511] ; [82.46808511 19.53191489],0
r2,1,0.49537,0.464842,[33  5] ; [82 18],[31.66666667  6.33333333] ; [83.33333333 16.66666667],0
p12,1,0.530948,0.392578,[ 3 36] ; [ 5 96],[ 2.22857143 36.77142857] ; [ 5.77142857 95.22857143],0
b1,1,0.602348,0.271468,[16 23] ; [37 65],[14.65957447 24.34042553] ; [38.34042553 63.65957447],0
p2,1,0.615843,0.251753,[32  7] ; [79 22],[30.92142857  8.07857143] ; [80.07857143 20.92142857],0
p9,1,0.696664,0.151965,[37  2] ; [94  7],[36.49285714  2.50714286] ; [94.50714286  6.49285714],0
r3,1,0.747701,0.103473,[34  5] ; [90 11],[34.54285714  4.45714286] ; [89.45714286 11.54285714],0
a8,1,0.799458,0.064541,[ 3 35] ; [ 9 88],[ 3.37777778 34.62222222] ; [ 8.62222222 88.37777778],0
a6,1,0.820541,0.051461,[23 16] ; [58 44],[22.40425532 16.59574468] ; [58.59574468 43.40425532],0
p8,1,0.868242,0.02752,[18 19] ; [48 54],[17.56834532 19.43165468] ; [48.43165468 53.56834532],0
n2,1,0.904973,0.014252,[11  4] ; [21  7],[11.1627907  3.8372093] ; [20.8372093  7.1627907],0
v3,1,0.907152,0.013603,[11 26] ; [29 72],[10.72463768 26.27536232] ; [29.27536232 71.72463768],0
n4,1,0.912492,0.012077,[26 13] ; [67 35],[25.72340426 13.27659574] ; [67.27659574 34.72340426],0
a2,1,0.927539,0.00827,[ 4 35] ; [11 91],[ 4.14893617 34.85106383] ; [10.85106383 91.14893617],0
p7,1,0.937942,0.006062,[21 17] ; [56 44],[21.20289855 16.79710145] ; [55.79710145 44.20289855],0
n1,1,0.962623,0.002196,[6 9] ; [11 16],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
d2,1,1.0,0.0,[13 26] ; [34 68],[13. 26.] ; [34. 68.],0
