Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,38.800114,[ 5 84] ; [17 13],[16.45378151 72.54621849] ; [ 5.54621849 24.45378151],1
s1,1,0.25078,1.318953,[ 2 86] ; [ 2 28],[ 2.98305085 85.01694915] ; [ 1.01694915 28.98305085],0
p5,1,0.25078,1.318953,[ 2 86] ; [ 2 28],[ 2.98305085 85.01694915] ; [ 1.01694915 28.98305085],0
b5,1,0.260278,1.267278,[52 37] ; [21  9],[54.59663866 34.40336134] ; [18.40336134 11.59663866],0
a2,1,0.260408,1.266586,[ 6 83] ; [ 4 26],[ 7.4789916 81.5210084] ; [ 2.5210084 27.4789916],0
u1,1,0.26771,1.228441,[ 4 85] ; [ 3 27],[ 5.23529412 83.76470588] ; [ 1.76470588 28.23529412],0
a1,1,0.310985,1.026489,[ 8 81] ; [ 1 29],[ 6.73109244 82.26890756] ; [ 2.26890756 27.73109244],0
p10,1,0.3545,0.857283,[51 35] ; [20  9],[53.09565217 32.90434783] ; [17.90434783 11.09565217],0
p2,1,0.401423,0.704059,[48 40] ; [19 11],[49.96610169 38.03389831] ; [17.03389831 12.96610169],0
u4,1,0.415497,0.663016,[ 1 88] ; [ 1 29],[ 1.49579832 87.50420168] ; [ 0.50420168 29.49579832],0
p1,1,0.451442,0.56703,[10 78] ; [ 5 25],[11.18644068 76.81355932] ; [ 3.81355932 26.18644068],0
a7,1,0.463922,0.536416,[49 39] ; [19 11],[50.71186441 37.28813559] ; [17.28813559 12.71186441],0
b1,1,0.482908,0.492288,[33 56] ; [ 9 21],[31.41176471 57.58823529] ; [10.58823529 19.41176471],0
p7,1,0.489926,0.476688,[28 59] ; [11 17],[29.50434783 57.49565217] ; [ 9.49565217 18.50434783],0
a6,1,0.493338,0.469237,[44 45] ; [17 13],[45.62184874 43.37815126] ; [15.37815126 14.62184874],0
v4,1,0.500212,0.454486,[65 23] ; [24  6],[66.37288136 21.62711864] ; [22.62711864  7.37288136],0
p8,1,0.514221,0.425469,[23 66] ; [ 9 19],[24.34188034 64.65811966] ; [ 7.65811966 20.34188034],0
d2,1,0.524739,0.404569,[32 55] ; [13 17],[33.46153846 53.53846154] ; [11.53846154 18.46153846],0
n6,1,0.544798,0.36672,[60 29] ; [22  8],[61.32773109 27.67226891] ; [20.67226891  9.32773109],0
r4,1,0.560513,0.338817,[42 47] ; [16 14],[43.37815126 45.62184874] ; [14.62184874 15.37815126],0
a4,1,0.591013,0.288765,[22 66] ; [ 9 21],[23.11864407 64.88135593] ; [ 7.88135593 22.11864407],0
p12,1,0.721196,0.12735,[ 2 87] ; [ 1 28],[ 2.26271186 86.73728814] ; [ 0.73728814 28.26271186],0
b2,1,0.753695,0.098452,[17 29] ; [ 9 13],[17.58823529 28.41176471] ; [ 8.41176471 13.58823529],0
b3,1,0.753695,0.098452,[17 29] ; [ 9 13],[17.58823529 28.41176471] ; [ 8.41176471 13.58823529],0
n5,1,0.861181,0.03058,[55 34] ; [18 12],[54.59663866 34.40336134] ; [18.40336134 11.59663866],0
b4,1,0.879662,0.022921,[52 37] ; [18 12],[52.35294118 36.64705882] ; [17.64705882 12.35294118],0
u2,1,0.96575,0.001844,[18 29] ; [3 5],[17.94545455 29.05454545] ; [3.05454545 4.94545455],0
a8,1,1.0,0.0,[ 6 78] ; [ 2 26],[ 6. 78.] ; [ 2. 26.],0
