Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,38.800114,[ 5 84] ; [17 13],[16.45378151 72.54621849] ; [ 5.54621849 24.45378151],1
s2,1,7.6e-05,15.645142,[19 70] ; [18 12],[27.67226891 61.32773109] ; [ 9.32773109 20.67226891],1
s5,1,0.002263,9.323361,[11 74] ; [11 17],[16.54867257 68.45132743] ; [ 5.45132743 22.54867257],0
s6,1,0.002691,9.005971,[28 59] ; [19 11],[34.94871795 52.05128205] ; [12.05128205 17.94871795],0
s4,1,0.003107,8.743294,[15 74] ; [13 17],[20.94117647 68.05882353] ; [ 7.05882353 22.94117647],0
s3,1,0.003443,8.55633,[29 59] ; [19 11],[35.79661017 52.20338983] ; [12.20338983 17.79661017],0
p11,1,0.004238,8.178889,[48 41] ; [25  5],[54.59663866 34.40336134] ; [18.40336134 11.59663866],0
p6,1,0.007813,7.075862,[10 77] ; [ 9 18],[14.5 72.5] ; [ 4.5 22.5],0
a3,1,0.011223,6.429604,[41 47] ; [22  8],[46.98305085 41.01694915] ; [16.01694915 13.98305085],0
d1,1,0.014112,6.024022,[23 66] ; [15 15],[28.42016807 60.57983193] ; [ 9.57983193 20.42016807],0
d4,1,0.025943,4.959832,[51 38] ; [24  6],[56.09243697 32.90756303] ; [18.90756303 11.09243697],0
n1,1,0.035751,4.408925,[ 6 25] ; [7 7],[ 8.95555556 22.04444444] ; [4.04444444 9.95555556],0
r2,1,0.0465,3.963389,[65 22] ; [25  2],[68.68421053 18.31578947] ; [21.31578947  5.68421053],0
u3,1,0.047054,3.94347,[13 35] ; [5 3],[15.42857143 32.57142857] ; [2.57142857 5.42857143],0
v1,1,0.051871,3.779938,[23 65] ; [12 14],[27.01754386 60.98245614] ; [ 7.98245614 18.01754386],0
v3,1,0.054985,3.68254,[20 67] ; [12 17],[24. 63.] ; [ 8. 21.],0
v2,1,0.063395,3.446272,[24 63] ; [13 15],[27.99130435 59.00869565] ; [ 9.00869565 18.99130435],0
n3,1,0.103704,2.64764,[17 15] ; [11  3],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
n2,1,0.115379,2.478954,[20 12] ; [12  2],[22.26086957  9.73913043] ; [9.73913043 4.26086957],0
r3,1,0.12118,2.402001,[64 24] ; [26  4],[67.11864407 20.88135593] ; [22.88135593  7.11864407],0
a5,1,0.122202,2.388865,[36 53] ; [17 13],[39.63865546 49.36134454] ; [13.36134454 16.63865546],0
p9,1,0.136277,2.219504,[58 28] ; [23  5],[61.10526316 24.89473684] ; [19.89473684  8.10526316],0
n4,1,0.150354,2.068652,[49 40] ; [21  9],[52.35294118 36.64705882] ; [17.64705882 12.35294118],0
d5,1,0.163587,1.940749,[52 36] ; [22  8],[55.18644068 32.81355932] ; [18.81355932 11.18644068],0
p3,1,0.171316,1.87139,[16 72] ; [ 9 21],[18.6440678 69.3559322] ; [ 6.3559322 23.6440678],0
d3,1,0.219026,1.510742,[38 49] ; [17 13],[40.8974359 46.1025641] ; [14.1025641 15.8974359],0
