Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,91.341355,[202 126] ; [ 45 177],[147.30181818 180.69818182] ; [ 99.69818182 122.30181818],1
v1,1,0.0,36.772762,[235  93] ; [101 119],[201.10948905 126.89051095] ; [134.89051095  85.10948905],1
p7,1,0.00131,10.327712,[243  84] ; [135  85],[225.97074954 101.02925046] ; [152.02925046  67.97074954],0
r1,1,0.001766,9.777637,[285  49] ; [169  57],[270.77857143  63.22142857] ; [183.22142857  42.77857143],0
r4,1,0.004811,7.949236,[313  21] ; [196  30],[303.58214286  30.41785714] ; [205.41785714  20.58214286],0
s4,1,0.005029,7.869079,[ 42 290] ; [ 48 174],[ 53.93501805 278.06498195] ; [ 36.06498195 185.93501805],0
p3,1,0.006271,7.470746,[204 129] ; [111 113],[188.32136445 144.67863555] ; [126.67863555  97.32136445],0
r3,1,0.013076,6.158741,[324   9] ; [208  16],[318.05385996  14.94614004] ; [213.94614004  10.05385996],0
a5,1,0.014594,5.964841,[269  65] ; [162  64],[257.06071429  76.93928571] ; [173.93928571  52.06071429],0
b1,1,0.015646,5.842182,[114 220] ; [100 126],[127.63571429 206.36428571] ; [ 86.36428571 139.63571429],0
a7,1,0.017525,5.642973,[249  84] ; [148  78],[236.49552773  96.50447227] ; [160.50447227  65.49552773],0
d1,1,0.023207,5.152922,[218 116] ; [126 100],[205.17142857 128.82857143] ; [138.82857143  87.17142857],0
d4,1,0.045923,3.984423,[285  48] ; [178  47],[276.30645161  56.69354839] ; [186.69354839  38.30645161],0
d2,1,0.05991,3.539875,[176 156] ; [101 124],[165.1059246 166.8940754] ; [111.8940754 113.1059246],0
p12,1,0.078203,3.10185,[ 39 295] ; [ 16 208],[ 32.92114695 301.07885305] ; [ 22.07885305 201.92114695],0
d5,1,0.084076,2.984289,[281  52] ; [177  48],[273.32258065  59.67741935] ; [184.67741935  40.32258065],0
u1,1,0.092089,2.83747,[ 74 260] ; [ 37 189],[ 66.20357143 267.79642857] ; [ 44.79642857 181.20357143],0
d3,1,0.093457,2.813795,[237  96] ; [145  80],[227.96774194 105.03225806] ; [154.03225806  70.96774194],0
p11,1,0.104743,2.631801,[294  40] ; [188  38],[287.47857143  46.52142857] ; [194.52142857  31.47857143],0
a3,1,0.105758,2.616496,[257  76] ; [160  65],[248.85483871  84.14516129] ; [168.14516129  56.85483871],0
a1,1,0.117193,2.454436,[ 20 314] ; [  7 219],[ 16.10357143 317.89642857] ; [ 10.89642857 215.10357143],0
s1,1,0.118939,2.431239,[  6 323] ; [  9 215],[  8.92405063 320.07594937] ; [  6.07594937 217.92405063],0
p8,1,0.121332,2.400045,[203 126] ; [124 101],[194.19314079 134.80685921] ; [132.80685921  92.19314079],0
a8,1,0.171039,1.87381,[ 52 247] ; [ 27 182],[ 46.4980315 252.5019685] ; [ 32.5019685 176.4980315],0
s8,1,0.179055,1.805454,[171 159] ; [104 122],[163.21942446 166.78057554] ; [111.78057554 114.21942446],0
u3,1,0.184987,1.7571,[47 30] ; [33 33],[43.07692308 33.92307692] ; [36.92307692 29.07692308],0
u4,1,0.185501,1.752993,[  8 326] ; [  2 224],[  5.96428571 328.03571429] ; [  4.03571429 221.96428571],0
s7,1,0.187713,1.735476,[183 132] ; [113 103],[175.59322034 139.40677966] ; [120.40677966  95.59322034],0
p9,1,0.198616,1.652519,[319  14] ; [210  15],[315.69354839  17.30645161] ; [213.30645161  11.69354839],0
a2,1,0.224147,1.477622,[ 89 245] ; [ 50 176],[ 82.90357143 251.09642857] ; [ 56.09642857 169.90357143],0
p4,1,0.239069,1.386072,[231 100] ; [147  79],[224.62836625 106.37163375] ; [153.37163375  72.62836625],0
