Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.010748,6.506576,[15 98] ; [5 7],[18.08 94.92] ; [ 1.92 10.08],0
p11,1,0.019927,5.418305,[76 37] ; [4 8],[72.32 40.68] ; [7.68 4.32],0
p8,1,0.047146,3.940184,[41 70] ; [ 1 11],[37.90243902 73.09756098] ; [4.09756098 7.90243902],0
d3,1,0.049379,3.862414,[69 44] ; [10  1],[71.99193548 41.00806452] ; [7.00806452 3.99193548],0
v3,1,0.11135,2.534951,[22 82] ; [5 7],[24.20689655 79.79310345] ; [2.79310345 9.20689655],0
s7,1,0.121841,2.393489,[18 87] ; [4 7],[19.9137931 85.0862069] ; [2.0862069 8.9137931],0
p7,1,0.142301,2.152903,[56 55] ; [3 8],[53.68032787 57.31967213] ; [5.31967213 5.68032787],0
s3,1,0.173108,1.855824,[26 84] ; [5 7],[27.95081967 82.04918033] ; [3.04918033 8.95081967],0
r3,1,0.183366,1.770134,[100  13] ; [9 3],[98.536 14.464] ; [10.464  1.536],0
p6,1,0.188772,1.727178,[19 89] ; [4 8],[20.7 87.3] ; [2.3 9.7],0
p10,1,0.201944,1.628257,[52 58] ; [8 4],[54.09836066 55.90163934] ; [5.90163934 6.09836066],0
r1,1,0.205865,1.60027,[77 36] ; [6 6],[75.032 37.968] ; [7.968 4.032],0
n2,1,0.216962,1.524354,[19 14] ; [1 3],[17.83783784 15.16216216] ; [2.16216216 1.83783784],0
b4,1,0.240124,1.379869,[67 46] ; [5 7],[65.088 47.912] ; [6.912 5.088],0
d5,1,0.294744,1.097827,[79 34] ; [6 5],[77.45967742 35.54032258] ; [7.54032258 3.45967742],0
b3,1,0.303077,1.060606,[21 42] ; [1 6],[19.8 43.2] ; [2.2 4.8],0
b2,1,0.303077,1.060606,[21 42] ; [1 6],[19.8 43.2] ; [2.2 4.8],0
n6,1,0.32143,0.983117,[64 49] ; [5 7],[62.376 50.624] ; [6.624 5.376],0
v2,1,0.38902,0.742002,[51 59] ; [4 8],[49.59016393 60.40983607] ; [5.40983607 6.59016393],0
d1,1,0.433677,0.612956,[51 62] ; [4 8],[49.72 63.28] ; [5.28 6.72],0
n3,1,0.453255,0.5625,[22 10] ; [2 2],[21.33333333 10.66666667] ; [2.66666667 1.33333333],0
s8,1,0.527675,0.398866,[ 12 101] ; [ 2 10],[ 12.656 100.344] ; [ 1.344 10.656],0
d4,1,0.572809,0.318004,[86 27] ; [10  2],[86.784 26.216] ; [9.216 2.784],0
b5,1,0.5799,0.306397,[66 47] ; [8 4],[66.896 46.104] ; [7.104 4.896],0
d2,1,0.621787,0.243364,[39 74] ; [5 7],[39.776 73.224] ; [4.224 7.776],0
a4,1,0.625863,0.237713,[36 77] ; [3 9],[35.256 77.744] ; [3.744 8.256],0
r4,1,0.66518,0.187292,[82 31] ; [8 4],[81.36 31.64] ; [8.64 3.36],0
v1,1,0.672411,0.178795,[34 76] ; [3 9],[33.36065574 76.63934426] ; [3.63934426 8.36065574],0
a3,1,0.683604,0.166097,[72 40] ; [7 5],[71.35483871 40.64516129] ; [7.64516129 4.35483871],0
p2,1,0.693406,0.155423,[80 31] ; [8 4],[79.41463415 31.58536585] ; [8.58536585 3.41463415],0
a7,1,0.713214,0.135088,[78 35] ; [7 4],[77.45967742 35.54032258] ; [7.54032258 3.45967742],0
v4,1,0.727191,0.121707,[96 16] ; [9 2],[95.6097561 16.3902439] ; [9.3902439 1.6097561],0
p3,1,0.732289,0.11702,[33 78] ; [3 9],[32.48780488 78.51219512] ; [3.51219512 8.48780488],0
s1,1,0.773503,0.082827,[  7 106] ; [ 1 11],[  7.232 105.768] ; [ 0.768 11.232],0
u1,1,0.773503,0.082827,[  7 106] ; [ 1 11],[  7.232 105.768] ; [ 0.768 11.232],0
s5,1,0.78745,0.072697,[13 97] ; [ 1 10],[12.72727273 97.27272727] ; [1.27272727 9.72727273],0
a6,1,0.864017,0.029331,[63 50] ; [7 5],[63.28 49.72] ; [6.72 5.28],0
p9,1,0.896006,0.017085,[62 48] ; [7 5],[62.21311475 47.78688525] ; [6.78688525 5.21311475],0
n1,1,0.947825,0.004282,[ 8 26] ; [1 3],[ 8.05263158 25.94736842] ; [0.94736842 3.05263158],0
a5,1,0.976746,0.00085,[57 56] ; [6 6],[56.952 56.048] ; [6.048 5.952],0
n4,1,0.996068,2.4e-05,[47 66] ; [5 7],[47.008 65.992] ; [4.992 7.008],0
b1,1,0.996068,2.4e-05,[47 66] ; [5 7],[47.008 65.992] ; [4.992 7.008],0
