Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8.5e-05,15.449131,[125  17] ; [3 5],[121.17333333  20.82666667] ; [6.82666667 1.17333333],1
r1,1,0.00201,9.540053,[117  25] ; [3 5],[113.6  28.4] ; [6.4 1.6],0
p5,1,0.011335,6.412093,[  6 135] ; [2 6],[  7.5704698 133.4295302] ; [0.4295302 7.5704698],0
v4,1,0.032634,4.564889,[134   8] ; [6 2],[132.53333333   9.46666667] ; [7.46666667 0.53333333],0
r3,1,0.033575,4.516223,[133   8] ; [6 2],[131.53691275   9.46308725] ; [7.46308725 0.53691275],0
a4,1,0.055199,3.67606,[67 75] ; [1 7],[64.37333333 77.62666667] ; [3.62666667 4.37333333],0
n3,1,0.074015,3.19165,[28  8] ; [2 3],[26.34146341  9.65853659] ; [3.65853659 1.34146341],0
d2,1,0.07526,3.164397,[80 60] ; [2 6],[77.56756757 62.43243243] ; [4.43243243 3.56756757],0
a3,1,0.087562,2.918636,[109  33] ; [4 4],[106.97333333  35.02666667] ; [6.02666667 1.97333333],0
b1,1,0.168002,1.90068,[54 88] ; [5 3],[55.85333333 86.14666667] ; [3.14666667 4.85333333],0
s7,1,0.18221,1.779507,[68 66] ; [6 2],[69.83098592 64.16901408] ; [4.16901408 3.83098592],0
v2,1,0.184636,1.75991,[100  39] ; [4 4],[98.34013605 40.65986395] ; [5.65986395 2.34013605],0
a5,1,0.186982,1.741236,[102  40] ; [4 4],[100.34666667  41.65333333] ; [5.65333333 2.34666667],0
a7,1,0.191998,1.702217,[101  40] ; [4 4],[99.36241611 41.63758389] ; [5.63758389 2.36241611],0
n2,1,0.19325,1.692666,[25 11] ; [2 3],[23.70731707 12.29268293] ; [3.29268293 1.70731707],0
s6,1,0.207066,1.591819,[93 48] ; [7 1],[94.63087248 46.36912752] ; [5.36912752 2.63087248],0
p4,1,0.250911,1.318227,[59 82] ; [5 3],[60.56375839 80.43624161] ; [3.43624161 4.56375839],0
d1,1,0.278621,1.173804,[81 61] ; [3 5],[79.52 62.48] ; [4.48 3.52],0
s8,1,0.316127,1.004904,[63 79] ; [5 3],[64.37333333 77.62666667] ; [3.62666667 4.37333333],0
p3,1,0.327173,0.960056,[60 81] ; [2 6],[58.67114094 82.32885906] ; [3.32885906 4.67114094],0
a2,1,0.333272,0.936144,[ 40 102] ; [1 7],[ 38.81333333 103.18666667] ; [2.18666667 5.81333333],0
b5,1,0.348958,0.877241,[94 48] ; [4 4],[92.77333333 49.22666667] ; [5.22666667 2.77333333],0
p1,1,0.353831,0.859669,[  7 135] ; [1 7],[  7.57333333 134.42666667] ; [0.42666667 7.57333333],0
b4,1,0.396506,0.718897,[92 50] ; [4 4],[90.88 51.12] ; [5.12 2.88],0
s3,1,0.419481,0.65177,[72 66] ; [3 5],[70.89041096 67.10958904] ; [4.10958904 3.89041096],0
n6,1,0.435439,0.608271,[121  21] ; [6 2],[120.22666667  21.77333333] ; [6.77333333 1.22666667],0
s2,1,0.44344,0.587366,[72 68] ; [3 5],[70.94594595 69.05405405] ; [4.05405405 3.94594595],0
d5,1,0.47544,0.509306,[120  22] ; [6 2],[119.28  22.72] ; [6.72 1.28],0
p6,1,0.546111,0.364331,[ 30 110] ; [1 7],[ 29.32432432 110.67567568] ; [1.67567568 6.32432432],0
a6,1,0.570135,0.322457,[102  40] ; [5 3],[101.29333333  40.70666667] ; [5.70666667 2.29333333],0
u2,1,0.628745,0.233766,[20 12] ; [2 2],[19.55555556 12.44444444] ; [2.44444444 1.55555556],0
v1,1,0.657444,0.196643,[80 58] ; [4 4],[79.39726027 58.60273973] ; [4.60273973 3.39726027],0
d4,1,0.671362,0.180013,[115  26] ; [7 1],[115.44966443  25.55033557] ; [6.55033557 1.44966443],0
n4,1,0.676582,0.173999,[115  27] ; [6 2],[114.54666667  27.45333333] ; [6.45333333 1.54666667],0
p2,1,0.676586,0.173995,[98 43] ; [5 3],[97.46979866 43.53020134] ; [5.53020134 2.46979866],0
p7,1,0.717776,0.130634,[60 78] ; [4 4],[60.49315068 77.50684932] ; [3.50684932 4.49315068],0
b3,1,0.746451,0.104537,[36 54] ; [2 4],[35.625 54.375] ; [2.375 3.625],0
b2,1,0.746451,0.104537,[36 54] ; [2 4],[35.625 54.375] ; [2.375 3.625],0
d3,1,0.764491,0.089754,[96 46] ; [5 3],[95.61333333 46.38666667] ; [5.38666667 2.61333333],0
p11,1,0.813656,0.05556,[101  41] ; [6 2],[101.29333333  40.70666667] ; [5.70666667 2.29333333],0
n1,1,0.837716,0.04195,[12 22] ; [2 3],[12.20512821 21.79487179] ; [1.79487179 3.20512821],0
n5,1,0.871297,0.026248,[110  32] ; [6 2],[109.81333333  32.18666667] ; [6.18666667 1.81333333],0
a8,1,0.909082,0.013041,[ 16 109] ; [1 6],[ 16.09848485 108.90151515] ; [0.90151515 6.09848485],0
s5,1,0.97246,0.001192,[ 35 102] ; [2 6],[ 34.95862069 102.04137931] ; [2.04137931 5.95862069],0
p10,1,0.990991,0.000128,[106  35] ; [6 2],[105.98657718  35.01342282] ; [6.01342282 1.98657718],0
p9,1,1.0,0.0,[105  35] ; [6 2],[105.  35.] ; [6. 2.],0
