Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,27.206617,[249  35] ; [18 16],[238.45283019  45.54716981] ; [28.54716981  5.45283019],1
a5,1,1.2e-05,19.088077,[223  61] ; [15 19],[212.55345912  71.44654088] ; [25.44654088  8.55345912],1
r2,1,5.1e-05,16.414564,[275   5] ; [29  5],[271.08280255   8.91719745] ; [32.91719745  1.08280255],1
n5,1,5.8e-05,16.17659,[237  46] ; [18 15],[228.37025316  54.62974684] ; [26.62974684  6.37025316],1
s4,1,0.000398,12.543377,[ 50 228] ; [15 19],[ 57.91666667 220.08333333] ; [ 7.08333333 26.91666667],1
r4,1,0.000512,12.071402,[270  14] ; [27  7],[265.24528302  18.75471698] ; [31.75471698  2.24528302],1
b1,1,0.004207,8.192301,[111 173] ; [22 12],[118.77987421 165.22012579] ; [14.22012579 19.77987421],0
p9,1,0.008022,7.028464,[258  25] ; [26  8],[253.53943218  29.46056782] ; [30.46056782  3.53943218],0
p10,1,0.012041,6.304869,[244  37] ; [24 10],[239.07301587  41.92698413] ; [28.92698413  5.07301587],0
a3,1,0.012284,6.269346,[214  68] ; [19 15],[207.93037975  74.06962025] ; [25.06962025  8.93037975],0
p4,1,0.023044,5.165199,[231  53] ; [22 12],[225.94968553  58.05031447] ; [27.05031447  6.94968553],0
p11,1,0.028501,4.797508,[236  48] ; [23 11],[231.3081761  52.6918239] ; [27.6918239  6.3081761],0
r1,1,0.033453,4.522452,[235  49] ; [23 11],[230.41509434  53.58490566] ; [27.58490566  6.41509434],0
p5,1,0.044302,4.045006,[ 57 227] ; [ 2 32],[ 52.6918239 231.3081761] ; [ 6.3081761 27.6918239],0
s7,1,0.053588,3.72549,[175  97] ; [15 17],[170. 102.] ; [20. 12.],0
v3,1,0.067567,3.341163,[119 159] ; [ 9 25],[114.05128205 163.94871795] ; [13.94871795 20.05128205],0
d1,1,0.075594,3.157179,[186  98] ; [17 17],[181.29559748 102.70440252] ; [21.70440252 12.29559748],0
u2,1,0.081451,3.035714,[39 31] ; [12  3],[42. 28.] ; [9. 6.],0
s6,1,0.08614,2.945064,[209  68] ; [21 13],[204.85530547  72.14469453] ; [25.14469453  8.85530547],0
p12,1,0.093336,2.815875,[ 36 247] ; [ 1 33],[ 33.03154574 249.96845426] ; [ 3.96845426 30.03154574],0
u1,1,0.117592,2.449101,[ 67 217] ; [ 4 30],[ 63.40880503 220.59119497] ; [ 7.59119497 26.40880503],0
a2,1,0.118095,2.442405,[ 77 207] ; [ 5 29],[ 73.2327044 210.7672956] ; [ 8.7672956 25.2327044],0
p3,1,0.126199,2.338646,[188  96] ; [18 16],[183.97484277 100.02515723] ; [22.02515723 11.97484277],0
a7,1,0.12643,2.335803,[209  73] ; [21 13],[205.25316456  76.74683544] ; [24.74683544  9.25316456],0
b5,1,0.150033,2.071915,[164 120] ; [24 10],[167.89937107 116.10062893] ; [20.10062893 13.89937107],0
p8,1,0.160759,1.967071,[199  83] ; [20 14],[195.43670886  86.56329114] ; [23.56329114 10.43670886],0
p7,1,0.173618,1.851424,[237  42] ; [25  8],[234.28846154  44.71153846] ; [27.71153846  5.28846154],0
r3,1,0.185587,1.752308,[272  11] ; [31  3],[270.50157729  12.49842271] ; [32.49842271  1.50157729],0
d2,1,0.185961,1.749329,[151 133] ; [14 20],[147.35849057 136.64150943] ; [17.64150943 16.35849057],0
d4,1,0.189083,1.724746,[241  42] ; [26  8],[238.36277603  44.63722397] ; [28.63722397  5.36277603],0
a8,1,0.214815,1.538675,[ 39 221] ; [ 2 28],[ 36.75862069 223.24137931] ; [ 4.24137931 25.75862069],0
s5,1,0.235535,1.407121,[121 150] ; [10 20],[117.94352159 153.05647841] ; [13.05647841 16.94352159],0
s8,1,0.258118,1.278825,[162 121] ; [16 18],[158.90851735 124.09148265] ; [19.09148265 14.90851735],0
a4,1,0.267635,1.228826,[145 138] ; [14 20],[141.94637224 141.05362776] ; [17.05362776 16.94637224],0
v1,1,0.291185,1.114135,[175 106] ; [18 16],[172.16825397 108.83174603] ; [20.83174603 13.16825397],0
n2,1,0.337487,0.919953,[39 17] ; [10  2],[40.35294118 15.64705882] ; [8.64705882 3.35294118],0
p1,1,0.370358,0.802463,[ 41 243] ; [ 3 31],[ 39.29559748 244.70440252] ; [ 4.70440252 29.29559748],0
s2,1,0.378303,0.77621,[172 111] ; [18 16],[169.6214511 113.3785489] ; [20.3785489 13.6214511],0
