Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.4e-05,18.819227,[82 24] ; [20 28],[70.20779221 35.79220779] ; [31.79220779 16.20779221],1
p10,1,1.8e-05,18.388584,[93 13] ; [26 20],[82.98684211 23.01315789] ; [36.01315789  9.98684211],1
p9,1,2.4e-05,17.864261,[95 11] ; [27 18],[85.64238411 20.35761589] ; [36.35761589  8.64238411],1
p8,1,0.000114,14.881813,[59 44] ; [11 36],[48.06666667 54.93333333] ; [21.93333333 25.06666667],1
n4,1,0.00646,7.417426,[73 33] ; [22 26],[65.38961039 40.61038961] ; [29.61038961 18.38961039],0
r3,1,0.008274,6.973125,[100   6] ; [37  9],[95.53947368 10.46052632] ; [41.46052632  4.53947368],0
p2,1,0.008448,6.93593,[87 19] ; [30 18],[80.53246753 25.46753247] ; [36.46753247 11.53246753],0
b1,1,0.012941,6.177159,[33 73] ; [25 23],[39.92207792 66.07792208] ; [18.07792208 29.92207792],0
n6,1,0.014192,6.014046,[90 15] ; [33 15],[84.41176471 20.58823529] ; [38.58823529  9.41176471],0
p7,1,0.021267,5.304783,[68 34] ; [22 25],[61.61073826 40.38926174] ; [28.38926174 18.61073826],0
d2,1,0.031829,4.60767,[40 66] ; [27 21],[46.11688312 59.88311688] ; [20.88311688 27.11688312],0
s6,1,0.065569,3.390612,[88 16] ; [33 13],[83.89333333 20.10666667] ; [37.10666667  8.89333333],0
p4,1,0.070217,3.277948,[63 43] ; [21 27],[57.81818182 48.18181818] ; [26.18181818 21.81818182],0
n2,1,0.071625,3.245378,[21  4] ; [14  9],[18.22916667  6.77083333] ; [16.77083333  6.22916667],0
d5,1,0.077936,3.10742,[79 27] ; [41  6],[83.1372549 22.8627451] ; [36.8627451 10.1372549],0
p1,1,0.082375,3.017417,[  5 101] ; [ 6 42],[ 7.57142857 98.42857143] ; [ 3.42857143 44.57142857],0
v4,1,0.085558,2.956032,[100   5] ; [42  6],[97.45098039  7.54901961] ; [44.54901961  3.45098039],0
v1,1,0.097821,2.740708,[50 55] ; [16 32],[45.29411765 59.70588235] ; [20.70588235 27.29411765],0
p3,1,0.121452,2.398499,[54 52] ; [18 30],[49.55844156 56.44155844] ; [22.44155844 25.55844156],0
s8,1,0.141655,2.159888,[51 55] ; [17 31],[46.80519481 59.19480519] ; [21.19480519 26.80519481],0
a1,1,0.180068,1.797062,[  1 105] ; [ 2 46],[  2.06493506 103.93506494] ; [ 0.93506494 47.06493506],0
s3,1,0.187025,1.740897,[76 28] ; [30 18],[72.52631579 31.47368421] ; [33.47368421 14.52631579],0
a6,1,0.233962,1.416613,[66 40] ; [25 23],[62.63636364 43.36363636] ; [28.36363636 19.63636364],0
p6,1,0.289112,1.123752,[43 62] ; [15 32],[40.06578947 64.93421053] ; [17.93421053 29.06578947],0
a4,1,0.334411,0.931741,[42 64] ; [23 25],[44.74025974 61.25974026] ; [20.25974026 27.74025974],0
b4,1,0.334411,0.931741,[64 42] ; [25 23],[61.25974026 44.74025974] ; [27.74025974 20.25974026],0
s7,1,0.374051,0.790163,[64 42] ; [22 20],[61.59459459 44.40540541] ; [24.40540541 17.59459459],0
r4,1,0.378535,0.775454,[90 16] ; [38 10],[88.1038961 17.8961039] ; [39.8961039  8.1038961],0
a2,1,0.435909,0.607027,[21 85] ; [ 7 41],[19.27272727 86.72727273] ; [ 8.72727273 39.27272727],0
r1,1,0.450151,0.570272,[77 29] ; [32 16],[75.02597403 30.97402597] ; [33.97402597 14.02597403],0
u2,1,0.457369,0.552325,[20 19] ; [6 9],[18.77777778 20.22222222] ; [7.22222222 7.77777778],0
n1,1,0.459168,0.547921,[ 9 16] ; [ 6 17],[ 7.8125 17.1875] ; [ 7.1875 15.8125],0
a8,1,0.464493,0.535046,[ 5 95] ; [ 1 42],[ 4.1958042 95.8041958] ; [ 1.8041958 41.1958042],0
s1,1,0.484178,0.489438,[  4 101] ; [ 3 44],[  4.83552632 100.16447368] ; [ 2.16447368 44.83552632],0
a3,1,0.504367,0.445736,[67 39] ; [33 15],[68.83116883 37.16883117] ; [31.16883117 16.83116883],0
s2,1,0.513317,0.427299,[72 31] ; [31 17],[70.25827815 32.74172185] ; [32.74172185 15.25827815],0
d3,1,0.528037,0.398167,[76 30] ; [36 11],[77.59477124 28.40522876] ; [34.40522876 12.59477124],0
u1,1,0.608177,0.262838,[19 87] ; [ 7 41],[17.8961039 88.1038961] ; [ 8.1038961 39.8961039],0
a5,1,0.683224,0.166519,[72 34] ; [31 17],[70.8961039 35.1038961] ; [32.1038961 15.8961039],0
s5,1,0.739926,0.110191,[47 53] ; [22 22],[47.91666667 52.08333333] ; [21.08333333 22.91666667],0
v2,1,0.758977,0.094141,[45 57] ; [22 25],[45.86577181 56.13422819] ; [21.13422819 25.86577181],0
u3,1,0.779765,0.07819,[25 14] ; [9 6],[24.55555556 14.44444444] ; [9.44444444 5.55555556],0
a7,1,0.804264,0.061421,[70 36] ; [32 15],[70.66666667 35.33333333] ; [31.33333333 15.66666667],0
b2,1,0.811464,0.0569,[13 48] ; [ 5 16],[13.3902439 47.6097561] ; [ 4.6097561 16.3902439],0
b3,1,0.811464,0.0569,[13 48] ; [ 5 16],[13.3902439 47.6097561] ; [ 4.6097561 16.3902439],0
v3,1,0.831876,0.04507,[28 75] ; [12 35],[27.46666667 75.53333333] ; [12.53333333 34.46666667],0
d4,1,0.8659,0.028517,[83 23] ; [37 11],[82.5974026 23.4025974] ; [37.4025974 10.5974026],0
n3,1,0.867518,0.027826,[19  6] ; [17  6],[18.75  6.25] ; [17.25  5.75],0
d1,1,0.877637,0.023705,[56 50] ; [26 22],[56.44155844 49.55844156] ; [25.55844156 22.44155844],0
b5,1,0.915136,0.011356,[65 41] ; [29 19],[64.7012987 41.2987013] ; [29.2987013 18.7012987],0
r2,1,0.96687,0.001725,[97  9] ; [42  4],[96.93421053  9.06578947] ; [42.06578947  3.93421053],0
