Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,100.390652,[188  77] ; [ 3 67],[151.08955224 113.91044776] ; [39.91044776 30.08955224],1
d4,1,0.0,55.364325,[238  26] ; [35 33],[217.08433735  46.91566265] ; [55.91566265 12.08433735],1
d3,1,0.0,27.677504,[202  63] ; [30 39],[184.07185629  80.92814371] ; [47.92814371 21.07185629],1
d2,1,1e-06,23.78951,[143 121] ; [15 55],[124.88622754 139.11377246] ; [33.11377246 36.88622754],1
a3,1,0.000239,13.499987,[194  71] ; [34 34],[181.44144144  83.55855856] ; [46.55855856 21.44144144],1
a4,1,0.000327,12.906672,[125 140] ; [16 53],[111.87125749 153.12874251] ; [29.12874251 39.87125749],1
a2,1,0.000701,11.486949,[ 69 196] ; [ 5 65],[ 58.53731343 206.46268657] ; [15.46268657 54.53731343],1
u1,1,0.005541,7.693927,[ 52 213] ; [ 4 66],[ 44.29850746 220.70149254] ; [11.70149254 58.29850746],0
a5,1,0.009361,6.752555,[196  69] ; [40 29],[187.24550898  77.75449102] ; [48.75449102 20.24550898],0
s8,1,0.010764,6.503864,[105 159] ; [16 53],[ 95.92792793 168.07207207] ; [25.07207207 43.92792793],0
p2,1,0.018617,5.537141,[212  53] ; [46 23],[204.7005988  60.2994012] ; [53.2994012 15.7005988],0
r3,1,0.018815,5.518612,[248  13] ; [61  9],[243.65256798  17.34743202] ; [65.34743202  4.65256798],0
a7,1,0.026549,4.919885,[203  61] ; [44 25],[195.81981982  68.18018018] ; [51.18018018 17.81981982],0
s6,1,0.0351,4.440309,[172  88] ; [35 32],[164.58715596  95.41284404] ; [42.41284404 24.58715596],0
p12,1,0.07012,3.280219,[ 12 251] ; [ 7 61],[ 15.09667674 247.90332326] ; [ 3.90332326 64.09667674],0
s7,1,0.084748,2.971416,[121 133] ; [22 40],[114.94303797 139.05696203] ; [28.05696203 33.94303797],0
n4,1,0.086139,2.945086,[200  65] ; [45 24],[194.38622754  70.61377246] ; [50.61377246 18.38622754],0
