Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,48.325099,[141  20] ; [183 144],[106.89344262  54.10655738] ; [217.10655738 109.89344262],1
s2,1,0.0,43.042406,[116  46] ; [132 197],[81.82484725 80.17515275] ; [166.17515275 162.82484725],1
s7,1,0.0,26.781995,[104  54] ; [127 186],[77.49044586 80.50955414] ; [153.50955414 159.49044586],1
s8,1,3e-06,21.94693,[97 67] ; [121 207],[72.66666667 91.33333333] ; [145.33333333 182.66666667],1
s3,1,4e-06,21.241514,[115  45] ; [162 163],[91.3814433 68.6185567] ; [185.6185567 139.3814433],1
s4,1,1.4e-05,18.930861,[ 46 115] ; [ 41 286],[ 28.70286885 132.29713115] ; [ 58.29713115 268.70286885],1
u1,1,0.000612,11.739831,[ 43 121] ; [ 45 284],[ 29.27383367 134.72616633] ; [ 58.72616633 270.27383367],1
a5,1,0.002158,9.409676,[134  30] ; [226 103],[119.75659229  44.24340771] ; [240.24340771  88.75659229],0
p9,1,0.002807,8.92859,[149  14] ; [265  62],[137.71836735  25.28163265] ; [276.28163265  50.71836735],0
p6,1,0.002882,8.880808,[86 77] ; [125 199],[70.62217659 92.37782341] ; [140.37782341 183.62217659],0
b5,1,0.005853,7.595148,[84 80] ; [211 118],[98.13387424 65.86612576] ; [196.86612576 132.13387424],0
p10,1,0.006415,7.429758,[146  17] ; [260  66],[135.33333333  27.66666667] ; [270.66666667  55.33333333],0
n6,1,0.007711,7.099455,[144  16] ; [264  64],[133.7704918  26.2295082] ; [274.2295082  53.7704918],0
r1,1,0.009996,6.635689,[142  20] ; [255  72],[131.52147239  30.47852761] ; [265.47852761  61.52147239],0
v1,1,0.012757,6.202519,[101  60] ; [164 159],[88.15082645 72.84917355] ; [176.84917355 146.15082645],0
d4,1,0.015116,5.902919,[142  21] ; [255  72],[132.06326531  30.93673469] ; [264.93673469  62.06326531],0
a4,1,0.015859,5.818433,[85 79] ; [132 195],[72.48065173 91.51934827] ; [144.51934827 182.48065173],0
a3,1,0.01644,5.755213,[127  35] ; [223 105],[115.71428571  46.28571429] ; [234.28571429  93.71428571],0
a2,1,0.016966,5.699893,[ 51 113] ; [ 70 259],[ 40.2515213 123.7484787] ; [ 80.7484787 248.2515213],0
d1,1,0.018279,5.569195,[107  57] ; [178 151],[94.80730223 69.19269777] ; [190.19269777 138.80730223],0
b2,1,0.021415,5.292684,[43 56] ; [ 60 140],[34.10367893 64.89632107] ; [ 68.89632107 131.10367893],0
b3,1,0.021415,5.292684,[43 56] ; [ 60 140],[34.10367893 64.89632107] ; [ 68.89632107 131.10367893],0
r2,1,0.022122,5.236186,[157   4] ; [299  25],[151.37319588   9.62680412] ; [304.62680412  19.37319588],0
p1,1,0.027626,4.851269,[ 15 147] ; [ 14 314],[  9.5877551 152.4122449] ; [ 19.4122449 308.5877551],0
a7,1,0.030016,4.708391,[107  57] ; [244  83],[117.23828921  46.76171079] ; [233.76171079  93.23828921],0
u2,1,0.034146,4.487398,[14 21] ; [63 41],[19.38848921 15.61151079] ; [57.61151079 46.38848921],0
d2,1,0.040842,4.182576,[87 77] ; [142 186],[76.33333333 87.66666667] ; [152.66666667 175.33333333],0
n5,1,0.061923,3.485129,[128  33] ; [235  93],[119.51533742  41.48466258] ; [243.48466258  84.51533742],0
d5,1,0.073,3.214238,[140  23] ; [259  68],[132.72857143  30.27142857] ; [266.27142857  60.72857143],0
r4,1,0.081418,3.036358,[154  10] ; [293  36],[148.69776876  15.30223124] ; [298.30223124  30.69776876],0
p4,1,0.091293,2.851418,[114  50] ; [202 125],[105.54786151  58.45213849] ; [210.45213849 116.54786151],0
n1,1,0.102865,2.660559,[16 21] ; [16 43],[12.33333333 24.66666667] ; [19.66666667 39.33333333],0
v4,1,0.10379,2.646312,[158   3] ; [311  16],[154.73155738   6.26844262] ; [314.26844262  12.73155738],0
p3,1,0.123686,2.370014,[99 65] ; [174 154],[91. 73.] ; [182. 146.],0
p12,1,0.153589,2.036243,[ 10 153] ; [ 11 316],[  6.98571429 156.01428571] ; [ 14.01428571 312.98571429],0
r3,1,0.207,1.592286,[158   4] ; [313  16],[155.401222   6.598778] ; [315.598778  13.401222],0
