Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000182,14.00872,[ 4 34] ; [8 5],[ 8.94117647 29.05882353] ; [3.05882353 9.94117647],1
s3,1,0.000305,13.037143,[12 28] ; [12  2],[17.77777778 22.22222222] ; [6.22222222 7.77777778],1
s8,1,0.002249,9.334286,[ 3 37] ; [6 8],[ 6.66666667 33.33333333] ; [ 2.33333333 11.66666667],0
s6,1,0.008806,6.861654,[ 8 32] ; [8 6],[11.85185185 28.14814815] ; [4.14814815 9.85185185],0
b3,1,0.08266,3.011803,[ 8 16] ; [ 1 12],[ 5.83783784 18.16216216] ; [3.16216216 9.83783784],0
b2,1,0.08266,3.011803,[ 8 16] ; [ 1 12],[ 5.83783784 18.16216216] ; [3.16216216 9.83783784],0
p5,1,0.103508,2.650647,[ 1 38] ; [ 2 12],[ 2.20754717 36.79245283] ; [ 0.79245283 13.20754717],0
p11,1,0.116774,2.460059,[16 24] ; [9 5],[18.51851852 21.48148148] ; [6.48148148 7.51851852],0
v2,1,0.118642,2.435157,[ 6 32] ; [5 9],[ 8.03846154 29.96153846] ; [ 2.96153846 11.03846154],0
p4,1,0.146714,2.106088,[14 26] ; [8 6],[16.2962963 23.7037037] ; [5.7037037 8.2962963],0
p1,1,0.153507,2.037054,[ 3 37] ; [ 3 11],[ 4.44444444 35.55555556] ; [ 1.55555556 12.44444444],0
v3,1,0.189236,1.723559,[ 7 31] ; [5 9],[ 8.76923077 29.23076923] ; [ 3.23076923 10.76923077],0
n6,1,0.252083,1.311721,[21 18] ; [10  4],[22.81132075 16.18867925] ; [8.18867925 5.81132075],0
r1,1,0.252083,1.311721,[21 18] ; [10  4],[22.81132075 16.18867925] ; [8.18867925 5.81132075],0
n2,1,0.261253,1.262107,[11 10] ; [4 1],[12.11538462  8.88461538] ; [2.88461538 2.11538462],0
a3,1,0.269767,1.217929,[13 26] ; [7 7],[14.71698113 24.28301887] ; [5.28301887 8.71698113],0
s5,1,0.273218,1.200521,[ 4 36] ; [ 3 11],[ 5.18518519 34.81481481] ; [ 1.81481481 12.18518519],0
b4,1,0.279321,1.170389,[19 21] ; [9 5],[20.74074074 19.25925926] ; [7.25925926 6.74074074],0
p10,1,0.279349,1.170253,[ 6 33] ; [ 4 10],[ 7.35849057 31.64150943] ; [ 2.64150943 11.35849057],0
r4,1,0.281604,1.159334,[22 18] ; [10  4],[23.7037037 16.2962963] ; [8.2962963 5.7037037],0
d3,1,0.286958,1.133841,[11 29] ; [6 8],[12.59259259 27.40740741] ; [4.40740741 9.59259259],0
s1,1,0.306928,1.043848,[ 4 34] ; [ 3 11],[ 5.11538462 32.88461538] ; [ 1.88461538 12.11538462],0
v4,1,0.361094,0.834085,[28 10] ; [12  2],[29.23076923  8.76923077] ; [10.76923077  3.23076923],0
r2,1,0.383828,0.758406,[29 10] ; [12  2],[30.16981132  8.83018868] ; [10.83018868  3.16981132],0
n1,1,0.403569,0.697665,[10 11] ; [1 3],[ 9.24 11.76] ; [1.76 2.24],0
a7,1,0.409561,0.680075,[16 23] ; [ 4 10],[14.71698113 24.28301887] ; [5.28301887 8.71698113],0
p3,1,0.420236,0.649656,[ 8 32] ; [4 9],[ 9.05660377 30.94339623] ; [ 2.94339623 10.05660377],0
p7,1,0.422996,0.641975,[19 20] ; [8 5],[20.25 18.75] ; [6.75 6.25],0
d1,1,0.428537,0.626786,[ 1 39] ; [ 1 13],[ 1.48148148 38.51851852] ; [ 0.51851852 13.48148148],0
a4,1,0.486577,0.484087,[ 9 30] ; [ 2 12],[ 8.09433962 30.90566038] ; [ 2.90566038 11.09433962],0
b5,1,0.534561,0.385714,[19 21] ; [8 6],[20. 20.] ; [7. 7.],0
b1,1,0.534561,0.385714,[19 21] ; [8 6],[20. 20.] ; [7. 7.],0
d2,1,0.537721,0.37978,[12 28] ; [ 3 11],[11.11111111 28.88888889] ; [ 3.88888889 10.11111111],0
u2,1,0.554915,0.348586,[11 16] ; [2 5],[10.32352941 16.67647059] ; [2.67647059 4.32352941],0
v1,1,0.562382,0.335597,[11 29] ; [5 9],[11.85185185 28.14814815] ; [4.14814815 9.85185185],0
d5,1,0.600304,0.274538,[14 26] ; [6 8],[14.81481481 25.18518519] ; [5.18518519 8.81481481],0
n3,1,0.612274,0.256877,[13  6] ; [4 1],[13.45833333  5.54166667] ; [3.54166667 1.45833333],0
r3,1,0.619532,0.246526,[25 14] ; [10  4],[25.75471698 13.24528302] ; [9.24528302 4.75471698],0
a6,1,0.626928,0.23625,[17 23] ; [7 7],[17.77777778 22.22222222] ; [6.22222222 7.77777778],0
a8,1,0.662438,0.190575,[ 4 33] ; [ 2 11],[ 4.44 32.56] ; [ 1.56 11.44],0
p8,1,0.681891,0.168005,[ 9 30] ; [ 4 10],[ 9.56603774 29.43396226] ; [ 3.43396226 10.56603774],0
s4,1,0.744662,0.106071,[ 7 33] ; [ 3 11],[ 7.40740741 32.59259259] ; [ 2.59259259 11.40740741],0
a5,1,0.85146,0.035065,[16 24] ; [6 8],[16.2962963 23.7037037] ; [5.7037037 8.2962963],0
n5,1,0.855652,0.033092,[24 15] ; [9 5],[24.28301887 14.71698113] ; [8.71698113 5.28301887],0
n4,1,0.871804,0.026039,[26 13] ; [9 5],[25.75471698 13.24528302] ; [9.24528302 4.75471698],0
p2,1,0.88955,0.019286,[22 18] ; [8 6],[22.22222222 17.77777778] ; [7.77777778 6.22222222],0
p6,1,0.899403,0.015981,[ 9 30] ; [ 3 11],[ 8.83018868 30.16981132] ; [ 3.16981132 10.83018868],0
u3,1,0.939919,0.005681,[12 15] ; [3 4],[11.91176471 15.08823529] ; [3.08823529 3.91176471],0
