Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,113.101381,[218 102] ; [ 5 87],[173.2038835 146.7961165] ; [49.7961165 42.2038835],1
d4,1,0.0,65.013985,[286  33] ; [47 43],[259.72371638  59.27628362] ; [73.27628362 16.72371638],1
d3,1,0.0,37.697192,[245  75] ; [39 52],[221.11922141  98.88077859] ; [62.88077859 28.11922141],1
d2,1,1e-06,24.904812,[155 163] ; [18 74],[134.1804878 183.8195122] ; [38.8195122 53.1804878],1
p2,1,4e-06,21.282004,[270  46] ; [58 33],[254.66339066  61.33660934] ; [73.33660934 17.66339066],1
a4,1,7.7e-05,15.630712,[158 162] ; [23 66],[141.61369193 178.38630807] ; [39.38630807 49.61369193],1
a2,1,9.8e-05,15.176032,[ 86 234] ; [ 7 85],[ 72.23300971 247.76699029] ; [20.76699029 71.23300971],1
a5,1,0.000163,14.217789,[241  79] ; [50 41],[226.56934307  93.43065693] ; [64.43065693 26.56934307],1
u1,1,0.000403,12.516332,[ 58 262] ; [ 3 89],[ 47.37864078 272.62135922] ; [13.62135922 78.37864078],1
a3,1,0.000871,11.083056,[225  94] ; [46 43],[211.88480392 107.11519608] ; [59.11519608 29.88480392],1
p4,1,0.001121,10.616078,[181 136] ; [33 55],[167.50123457 149.49876543] ; [46.49876543 41.50123457],0
a7,1,0.008214,6.986119,[250  69] ; [59 32],[240.41707317  78.58292683] ; [68.58292683 22.41707317],0
s1,1,0.009888,6.655048,[  9 307] ; [ 8 80],[ 13.2970297 302.7029703] ; [ 3.7029703 84.2970297],0
v4,1,0.018834,5.516882,[303  14] ; [81 10],[298.35294118  18.64705882] ; [85.64705882  5.35294118],0
p9,1,0.028346,4.806884,[244  69] ; [60 30],[236.10918114  76.89081886] ; [67.89081886 22.10918114],0
p10,1,0.03644,4.376376,[243  73] ; [58 30],[235.43564356  80.56435644] ; [65.56435644 22.43564356],0
p1,1,0.066676,3.363006,[ 20 297] ; [11 80],[ 24.08578431 292.91421569] ; [ 6.91421569 84.08578431],0
s3,1,0.077761,3.111084,[130 186] ; [45 42],[137.22084367 178.77915633] ; [37.77915633 49.22084367],0
p7,1,0.102843,2.660899,[188 121] ; [45 43],[181.35264484 127.64735516] ; [51.64735516 36.35264484],0
a6,1,0.105554,2.61956,[232  88] ; [58 33],[225.79075426  94.20924574] ; [64.20924574 26.79075426],0
r3,1,0.110919,2.541082,[302  14] ; [84  8],[298.96078431  17.03921569] ; [87.03921569  4.96078431],0
p3,1,0.119921,2.418357,[140 176] ; [32 59],[133.54299754 182.45700246] ; [38.45700246 52.54299754],0
v2,1,0.130202,2.290099,[174 129] ; [42 45],[167.81538462 135.18461538] ; [48.18461538 38.81538462],0
