Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,244.860066,[ 41 264] ; [313 123],[145.70850202 159.29149798] ; [208.29149798 227.70850202],1
d4,1,0.0,189.37242,[182 123] ; [430   6],[251.90283401  53.09716599] ; [360.09716599  75.90283401],1
d5,1,0.0,187.90247,[179 125] ; [429   8],[249.43589744  54.56410256] ; [358.56410256  78.43589744],1
d3,1,0.0,182.473736,[132 171] ; [392  46],[214.26720648  88.73279352] ; [309.73279352 128.26720648],1
a2,1,0.0,83.990506,[ 20 285] ; [156 282],[ 72.24764468 232.75235532] ; [103.75235532 334.24764468],1
a5,1,0.0,80.638198,[169 136] ; [373  65],[222.48990579  82.51009421] ; [319.51009421 118.48990579],1
a4,1,0.0,76.053952,[ 75 229] ; [249 188],[132.92307692 171.07692308] ; [191.07692308 245.92307692],1
u1,1,0.0,70.073626,[ 11 294] ; [120 318],[ 53.77523553 251.22476447] ; [ 77.22476447 360.77523553],1
a3,1,0.0,46.762192,[176 128] ; [353  83],[217.31891892  86.68108108] ; [311.68108108 124.31891892],1
r1,1,0.0,31.913701,[216  87] ; [383  53],[245.59810555  57.40189445] ; [353.40189445  82.59810555],1
s8,1,4e-06,21.112291,[106 198] ; [226 209],[136.57374831 167.42625169] ; [195.42625169 239.57374831],1
p4,1,5e-06,20.987812,[164 140] ; [307 129],[193.49189189 110.50810811] ; [277.50810811 158.49189189],1
s2,1,2.1e-05,18.100677,[127 176] ; [251 183],[155.40569878 147.59430122] ; [222.59430122 211.40569878],1
a6,1,2.7e-05,17.61646,[184 121] ; [327 110],[210.04716981  94.95283019] ; [300.95283019 136.04716981],1
r4,1,2.8e-05,17.581892,[264  41] ; [417  21],[279.54912517  25.45087483] ; [401.45087483  36.54912517],1
v2,1,3.5e-05,17.098799,[136 155] ; [265 160],[162.97625698 128.02374302] ; [238.02374302 186.97625698],1
v3,1,0.000495,12.13448,[ 96 203] ; [189 231],[118.51877608 180.48122392] ; [166.48122392 253.51877608],1
n4,1,0.000692,11.509732,[217  86] ; [359  78],[235.84864865  67.15135135] ; [340.15135135  96.84864865],1
r3,1,0.001013,10.803441,[283  21] ; [427   9],[291.67567568  12.32432432] ; [418.32432432  17.67567568],0
r2,1,0.001317,10.318917,[280  23] ; [422  11],[289.00271739  13.99728261] ; [412.99728261  20.00271739],0
p3,1,0.001643,9.91063,[138 167] ; [249 188],[159.07681941 145.92318059] ; [227.92318059 209.07681941],0
a7,1,0.001717,9.830127,[206  97] ; [342  95],[224.38378378  78.61621622] ; [323.61621622 113.38378378],0
v1,1,0.001966,9.581232,[143 153] ; [256 171],[163.3526971 132.6473029] ; [235.6473029 191.3526971],0
s5,1,0.002462,9.168372,[ 83 213] ; [164 257],[101.9693166 194.0306834] ; [145.0306834 275.9693166],0
p10,1,0.004655,8.008934,[234  64] ; [377  59],[248.0626703  49.9373297] ; [362.9373297  73.0626703],0
n6,1,0.005311,7.770495,[246  58] ; [385  51],[259.22162162  44.77837838] ; [371.77837838  64.22162162],0
p6,1,0.009836,6.66433,[100 199] ; [185 246],[116.73287671 182.26712329] ; [168.26712329 262.73287671],0
s6,1,0.011422,6.398446,[186 111] ; [309 123],[201.66666667  95.33333333] ; [293.33333333 138.66666667],0
p8,1,0.017569,5.638578,[157 143] ; [263 167],[172.60273973 127.39726027] ; [247.39726027 182.60273973],0
p12,1,0.020658,5.355414,[ 15 286] ; [ 42 395],[ 23.24796748 277.75203252] ; [ 33.75203252 403.24796748],0
s7,1,0.031318,4.635436,[132 159] ; [225 195],[146.11392405 144.88607595] ; [210.88607595 209.11392405],0
s3,1,0.039861,4.223798,[158 144] ; [259 173],[171.57220708 130.42779292] ; [245.42779292 186.57220708],0
u4,1,0.039862,4.223746,[  2 303] ; [ 12 426],[  5.74697174 299.25302826] ; [  8.25302826 429.74697174],0
p9,1,0.041406,4.15933,[252  48] ; [386  47],[261.11869031  38.88130969] ; [376.88130969  56.11869031],0
n5,1,0.057131,3.61877,[217  85] ; [340  96],[227.93224932  74.06775068] ; [329.06775068 106.93224932],0
u2,1,0.108767,2.572048,[66 60] ; [54 31],[71.65876777 54.34123223] ; [48.34123223 36.65876777],0
u3,1,0.135793,2.224991,[67 59] ; [54 31],[72.25592417 53.74407583] ; [48.74407583 36.25592417],0
p11,1,0.150974,2.062385,[240  65] ; [363  75],[247.53028264  57.46971736] ; [355.46971736  82.53028264],0
b5,1,0.155486,2.017592,[175 130] ; [274 164],[184.31359354 120.68640646] ; [264.68640646 173.31359354],0
b3,1,0.184416,1.761676,[ 56 111] ; [108 163],[ 62.52968037 104.47031963] ; [101.47031963 169.52968037],0
